"target","output","question"
"bathroom","Answer: Mary is in the kitchen. The question is, how did she get there? The answer","Where is Mary? "
"kitchen","Answer: In the kitchen. Question: Where is Sandra? Answer: In the kitchen. Question:","Where is Sandra? "
"kitchen","Answer: In the kitchen. Tags: #first, #travel, #food, #tea,","Where is Mary? "
"kitchen","A: He is in the garden. B: He is in the garden. C: He is","Where is John? "
"bedroom","Answer: I'm not sure. I'm not sure. I'm not sure. I'm not","Where is Sandra? "
"office","Answer: In the office. Tags: #topical, #topical, #topical,","Where is John? "
"garden","A: 7.5.5.5.5.5.5.5.5","Where is Mary? "
"bathroom","Answer: In the bathroom. Question: What did the milkman do? Answer: He delivered milk","Where is Sandra? "
"kitchen","Answer: To the left, in the kitchen, with a cup of tea and a good book.","Where is Mary? "
"bedroom","Answer: In the kitchen. Question: What did you eat for breakfast? Answer: We didn't","Where is John? "
"office","Answer: He is in the office. Question: Where is Daniel? Answer: He is in the","Where is Daniel? "
"office","Answer: He is still in the kitchen. Question: Where is Daniel? Answer: He is still","Where is Daniel? "
"bathroom","Where is John? Where is the milkman? Where is the milkmaid? Where is","Where is Mary? "
"bathroom","(If you are not sure, you can always ask for a hint.)  The next installment of ""","Where is Sandra? "
"bathroom","Answer: I'm not sure, but I'm sure it's not in the bathroom. What's","Where is Sandra? "
"hallway","Answer: Mary is in the kitchen. Tags: None.","Where is Mary? "
"kitchen","If you don't know, you can ask her where she is. If you know, you can","Where is Sandra? "
"office","Answer: He is in the kitchen. Tags: #topicalia, #first meet,","Where is Daniel? "
"kitchen","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question:","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: Where is Mary? Answer: In the office. Question:","Where is John? "
"hallway","Answer: To be continued... Question: Where is Mary? Answer: To be continued... Question:","Where is Sandra? "
"bedroom","Where is Mary? Where is Mary? Where is Mary? Where is Mary? Where is Mary?","Where is Mary? "
"bedroom","Answer: In the kitchen. Question: Where is the milk? Answer: In the cupboard. Question","Where is John? "
"bedroom","Answer: Mary is in the kitchen. ( 1, 2, 3, 4","Where is Mary? "
"bedroom","Answer: She is in the kitchen. Question: Where is the milk? Answer: It is in","Where is Mary? "
"garden","Answer: The door. Question: Where is the door? Answer: The door. Question: Where","Where is Mary? "
"bedroom","Answer: He is in the kitchen. The door is open. The door is open. The","Where is Daniel? "
"office","Answer: In the garden. Question: Where is Mary? Answer: In the garden. Question:","Where is Sandra? "
"office","Answer: In the office. Question: Where is Daniel? Answer: In the office. Question","Where is Sandra? "
"garden","If you find any other mistake, please let me know. Thanks for your help! :D -","Where is Sandra? "
"garden","Answer: He is still in the kitchen. The door is still open. The next morning the door","Where is Daniel? "
"bathroom","Answer: She is in the kitchen. Question: Where is Mary? Answer: She is in the","Where is Mary? "
"office","Answer: She is in the kitchen. Question: Where is Mary? Answer: She is in the","Where is Mary? "
"kitchen","Answer: I don't know. I don't know. I don't know. I don't","Where is Sandra? "
"garden","Answer: The office. Question: Where is Fred? Answer: The office. Question: Where is","Where is Sandra? "
"kitchen","(5, 5, 5, 5, 5, 5, 5","Where is Sandra? "
"kitchen","(If you are not sure, you can always ask for a hint.) Question: Where is Mary","Where is Sandra? "
"garden","Answer: He is still in the bathroom, but he is not sure if he is still in the","Where is John? "
"garden","A: The kitchen. B: The garden. C: The basement. D: The cellar.","Where is Sandra? "
"bathroom","Answer: The answer is not a word. It is a number. The question is: How much","Where is Sandra? "
"bedroom","Answer: She is in the kitchen. Question: Where is Mary? Answer: She is in the","Where is Mary? "
"kitchen","If you are a woman, you will be able to answer this question. Answer: I am a","Where is Sandra? "
"office","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question:","Where is Mary? "
"bedroom","Answer: in the kitchen The question was ""Where is Mary?"". Tagged with:","Where is Mary? "
"office","Answer: In the office. Question: How many days until the next trip? Answer: 7","Where is Daniel? "
"office","Answer: In the kitchen. Question: Where is the Countess? Answer: In the garden.","Where is Sandra? "
"bathroom","Answer: In the office. Tags: milk, milk, milk, milk, milk, milk,","Where is Sandra? "
"bedroom","Answer: To the left of the toilet, outside the shed. Question: What is the name of","Where is Sandra? "
"office","Answer: He is in the office. Question: What is the next door to the closet? Answer","Where is Daniel? "
"bedroom","Answer: In the kitchen. Question: Where is the milk? Answer: On the floor. Question","Where is Sandra? "
"hallway","Answer: In the kitchen. Question: Where is the author? Answer: In the kitchen. Question","Where is Daniel? "
"bedroom","Answer: Where is Sandra? Question: Where is Sandra? Answer: Where is Sandra? Question:","Where is Sandra? "
"office","Answer: He is in the office. Question: Where is Mary? Answer: She is in the","Where is John? "
"garden","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question:","Where is John? "
"kitchen","If this is a problem, you can probably just ignore it. I don't say you're not","Where is Daniel? "
"hallway","Answer: Mary is in the kitchen. Question: Where is Fred? Answer: Fred is in the","Where is Mary? "
"hallway","The answer to this question is not a   The answer to this question is not a","Where is Sandra? "
"hallway","(I'm not sure if this is a question, but I'm not sure if this is a","Where is John? "
"bedroom","Answer: I don't know. I'm not sure. I'm not sure. I'm not","Where is Mary? "
"bedroom","Answer: In the kitchen. Tags: #first, #first, #first, #first,","Where is Sandra? "
"bedroom","(answer: office) Tags: The next day, the next morning, the next night, the","Where is Daniel? "
"kitchen","Answer: She is in the kitchen. Question: Where is Sandra? Answer: She is in the","Where is Sandra? "
"bedroom","Answer: In the kitchen. Tags: #milk #milk #milk #milk","Where is Daniel? "
"garden","Answer: In the kitchen. Question: Where is the milkman? Answer: In the garden.","Where is John? "
"bathroom","Answer: Sandra is in the office. The next morning, she will be a little more than","Where is Sandra? "
"garden","Answer: In the office. Question: Where is Mary? Answer: In the garden. Question:","Where is Sandra? "
"office","Answer: The answer to this question is that the answer to this question is that the answer to this","Where is Daniel? "
