"target","output","question"
"garden","Choices: A. In the kitchen B. In the bedroom C. In the garden","Where is the milk? "
"kitchen","Answer: The apple is in the garden. </context>  Okay, let's see. I","Where is the apple? "
"garden","Answer: The milk is in the kitchen. Okay, let's try to figure out where the","Where is the milk? "
"bathroom","Answer: The football is in the hallway. The football is in the hallway.  Okay, let","Where is the football? "
"kitchen","Choices:   A. In the kitchen   B. In the office   C. In the","Where is the football? "
"bedroom","Answer: The football is in the garden. <context> In the context provided, the football is","Where is the football? "
"garden","Answer: The milk is in the kitchen, on the table.   Question: What is the","Where is the milk? "
"garden","Answer: The milk is in the kitchen. </context>  Okay, let's try to figure","Where is the milk? "
"garden","Answer: The football is in the garden. Okay, let's try to figure out where the","Where is the football? "
"hallway","Answer: The apple is in the kitchen. </context> </example>  Okay, let's","Where is the apple? "
"garden","Options:   A. In the kitchen   B. In the living room   C. In","Where is the football? "
"hallway","Answer: The milk is in the kitchen. </context>  Okay, let's see. The","Where is the milk? "
"hallway","Answer: The milk is in the basin of the old fountain. Okay, let's try to","Where is the milk? "
"bathroom","Answer: The football is in the kitchen. </context>  Okay, let's see. The","Where is the football? "
"bedroom","Answer: The apple is in the kitchen.  Question: What is the answer to the question ""Where","Where is the apple? "
"hallway","??gestion?   Answer: The apple is in the kitchen. Answer: The apple is","Where is the apple? "
"bathroom","Answer: The football is in the bedroom. Okay, let's see. The user is asking","Where is the football? "
"hallway","Answer: The milk is in the kitchen. Answer: The milk is in the kitchen. Answer","Where is the milk? "
"kitchen","Choices:   A. In the kitchen   B. In the pantry   C. In the","Where is the apple? "
"office","Answer: The football is in the kitchen. </context>  Okay, let's try to figure","Where is the football? "
"bathroom","Answer: The apple is in the kitchen. Okay, let's try to figure out where the","Where is the apple? "
"bathroom","Options:   A. In the kitchen   B. In the refrigerator   C. In the","Where is the milk? "
"garden","Answer: The football is in the kitchen. Okay, let's see. The user is asking","Where is the football? "
"garden","Answer: The milk is in the hallway. Okay, let's try to figure out where the","Where is the milk? "
"hallway","Choices:   A. In the kitchen   B. In the garden   C. In the","Where is the football? "
"kitchen","Answer: The football is in the garden. <context> Mary went to the garden.   John","Where is the football? "
"kitchen","Options:   A. In the kitchen   B. In the bedroom   C. In the","Where is the football? "
"office","Answer: The apple is in the kitchen.  Question: Where is the bottle? Answer: The bottle","Where is the apple? "
"office","Answer: The milk is in the kitchen. Okay, let's see. The user is asking","Where is the milk? "
"hallway","Answer: The apple is in the kitchen. Okay, let's see. The user is asking","Where is the apple? "
"bathroom","Answer: The football is in the kitchen. </context>  Okay, let's try to figure","Where is the football? "
"bedroom","Choices: A. In the kitchen B. In the bedroom C. In the office","Where is the apple? "
"office","Answer: The milk is in the office. </context>  Okay, let's try to figure","Where is the milk? "
