"target","output","question"
"bathroom","Answer: The most recent location of Mary is bathroom.","Where is Mary? "
"kitchen","Answer: The most recent location of Sandra is kitchen.","Where is Sandra? "
"kitchen","Answer: The most recent location of Mary is kitchen.  <context> John went to the office. Mary","Where is Mary? "
"kitchen","Answer: The most recent location of John is kitchen.","Where is John? "
"bedroom","Answer: The most recent location of Sandra is bedroom.  <context> Mary went to the kitchen. Sandra","Where is Sandra? "
"office","Answer: The most recent location of John is office.","Where is John? "
"garden","Answer: The most recent location of Mary is garden.","Where is Mary? "
"bathroom","Answer: The most recent location of Sandra is bathroom.  <context> Charlie went to the hallway. Judith","Where is Sandra? "
"kitchen","Answer: The most recent location of Mary is kitchen.  <context> Mary went back to the kitchen.","Where is Mary? "
"bedroom","Answer: The most recent location of John is bedroom.  <context> John journeyed to the hallway.","Where is John? "
"office","Answer: The most recent location of Daniel is office.","Where is Daniel? "
"office","Answer: The most recent location of Daniel is office.","Where is Daniel? "
"bathroom","Answer: The most recent location of Mary is bathroom.  <example> John went to the hallway.","Where is Mary? "
"bathroom","Answer: The most recent location of Sandra is bathroom.  <context> Charlie went to the hallway. Judith","Where is Sandra? "
"bathroom","Answer: The most recent location of Sandra is bathroom.","Where is Sandra? "
"hallway","Answer: The most recent location of Mary is office.  <context> Mary went to the office. Mary","Where is Mary? "
"kitchen","Answer: The most recent location of Sandra is kitchen.","Where is Sandra? "
"office","Answer: The most recent location of Daniel is office.  <context> Daniel journeyed to the kitchen.","Where is Daniel? "
"kitchen","Answer: The most recent location of Sandra is kitchen.  <context> Mary went to the hallway. Sandra","Where is Sandra? "
"bedroom","Answer: The most recent location of John is bedroom.","Where is John? "
"hallway","Answer: The most recent location of Sandra is hallway.","Where is Sandra? "
"bedroom","Answer: The most recent location of Mary is bedroom.  <context> Mary went to the kitchen. John","Where is Mary? "
"bedroom","Answer: The most recent location of John is bedroom.","Where is John? "
"bedroom","Answer: The most recent location of Mary is bedroom.  <context> Daniel went to the garden. Mary","Where is Mary? "
"bedroom","Answer: The most recent location of Mary is bedroom.","Where is Mary? "
"garden","Answer: The most recent location of Mary is garden.","Where is Mary? "
"bedroom","Answer: The most recent location of Daniel is bedroom.  <context> Mary went back to the office.","Where is Daniel? "
"office","Answer: The most recent location of Sandra is office.","Where is Sandra? "
"office","Answer: The most recent location of Sandra is office.","Where is Sandra? "
"garden","Answer: The most recent location of Sandra is garden.  <context> Sandra went to the garden.","Where is Sandra? "
"garden","Answer: The most recent location of Daniel is garden.  <context> Sandra went to the garden.","Where is Daniel? "
"bathroom","Answer: The most recent location of Mary is bathroom.","Where is Mary? "
"office","Answer: The most recent location of Mary is office.  <context> John went to the office. Mary","Where is Mary? "
"kitchen","Answer: The most recent location of Sandra is kitchen.  <context> Sandra went to the kitchen.","Where is Sandra? "
"garden","Answer: The most recent location of Sandra is garden.","Where is Sandra? "
"kitchen","Answer: The most recent location of Sandra is kitchen.  <context> Daniel went to the hallway. Sandra","Where is Sandra? "
"kitchen","Answer: The most recent location of Sandra is kitchen.","Where is Sandra? "
"garden","Answer: The most recent location of John is garden.  <context> Sandra went to the hallway.","Where is John? "
"garden","Answer: The most recent location of Sandra is garden.","Where is Sandra? "
"bathroom","Answer: The most recent location of Sandra is kitchen.","Where is Sandra? "
"bedroom","Answer: The most recent location of Mary is bedroom.","Where is Mary? "
"kitchen","Answer: The most recent location of Sandra is kitchen.  <context> Rouse went to the kitchen.","Where is Sandra? "
"office","Answer: The most recent location of Mary is office.  <context> Sandra went to the kitchen.","Where is Mary? "
"bedroom","Answer: The most recent location of Mary is bedroom.","Where is Mary? "
"office","Answer: The most recent location of Daniel is office.","Where is Daniel? "
"office","Answer: The most recent location of Sandra is office.","Where is Sandra? "
"bathroom","Answer: The most recent location of Sandra is hallway.","Where is Sandra? "
"bedroom","Answer: The most recent location of Sandra is bedroom.","Where is Sandra? "
"office","Answer: The most recent location of Daniel is office.","Where is Daniel? "
"bedroom","Answer: The most recent location of Sandra is bedroom.  <context> Sandra went back to the bedroom","Where is Sandra? "
"hallway","Answer: The most recent location of Daniel is hallway.  <context> Sandra went back to the bedroom","Where is Daniel? "
"bedroom","Answer: The most recent location of Sandra is bedroom.  <context> Daniel travelled to the garden. Sandra","Where is Sandra? "
"office","Answer: The most recent location of John is office.","Where is John? "
"garden","Answer: The most recent location of John is garden.","Where is John? "
"kitchen","Answer: The most recent location of Daniel is kitchen.  <context> John went to the kitchen. Daniel","Where is Daniel? "
"hallway","Answer: The most recent location of Mary is hallway.","Where is Mary? "
"hallway","Answer: The most recent location of Sandra is hallway.","Where is Sandra? "
"hallway","Answer: The most recent location of John is hallway.","Where is John? "
"bedroom","Answer: The most recent location of Mary is bedroom.","Where is Mary? "
"bedroom","Answer: The most recent location of Sandra is bedroom.","Where is Sandra? "
"bedroom","Answer: The most recent location of Daniel is bedroom.  <context> Daniel went to the kitchen. Sandra","Where is Daniel? "
"kitchen","Answer: The most recent location of Sandra is kitchen.","Where is Sandra? "
"bedroom","Answer: The most recent location of Daniel is bedroom.","Where is Daniel? "
"garden","Answer: The most recent location of John is garden.","Where is John? "
"bathroom","Answer: The most recent location of Sandra is bathroom.  <context> Mary went to the bathroom. Sandra","Where is Sandra? "
"garden","Answer: The most recent location of Sandra is garden.","Where is Sandra? "
"office","Answer: The most recent location of Daniel is office.  <context> Daniel went back to the office.","Where is Daniel? "
"bedroom","Answer: The most recent location of Mary is kitchen.","Where is Mary? "
"garden","Answer: The most recent location of Sandra is garden.  <context> John went to the garden. Sandra","Where is Sandra? "
"bathroom","Answer: The most recent location of Sandra is bathroom.","Where is Sandra? "
"office","Answer: The most recent location of John is office.","Where is John? "
"kitchen","Answer: The most recent location of Daniel is kitchen.","Where is Daniel? "
"bedroom","Answer: The most recent location of John is bedroom.  <context> Daniel went to the office. John","Where is John? "
"office","Answer: The most recent location of Daniel is office.","Where is Daniel? "
"bathroom","Answer: The most recent location of Sandra is bathroom.","Where is Sandra? "
"office","Answer: The most recent location of John is office.","Where is John? "
"hallway","Answer: The most recent location of Mary is hallway.","Where is Mary? "
"office","Answer: The most recent location of John is office.","Where is John? "
"office","Answer: The most recent location of Sandra is office.","Where is Sandra? "
"bathroom","Answer: The most recent location of John is bathroom.","Where is John? "
"hallway","Answer: The most recent location of John is hallway.","Where is John? "
"hallway","Answer: The most recent location of Daniel is hallway.","Where is Daniel? "
"hallway","Answer: The most recent location of Daniel is hallway.","Where is Daniel? "
"bathroom","Answer: The most recent location of Daniel is bathroom.","Where is Daniel? "
"bathroom","Answer: The most recent location of John is bathroom.","Where is John? "
"bathroom","Answer: The most recent location of Daniel is bathroom.  <context> Sandra went to the hallway.","Where is Daniel? "
"garden","Answer: The most recent location of John is garden.  <context> Mary went to the garden. John","Where is John? "
"bedroom","Answer: The most recent location of John is bedroom.","Where is John? "
"office","Answer: The most recent location of Mary is office.  <context> Daniel went to the bedroom. Daniel","Where is Mary? "
"garden","Answer: The most recent location of Sandra is garden.","Where is Sandra? "
"office","Answer: The most recent location of John is office.","Where is John? "
"bedroom","Answer: The most recent location of Daniel is bedroom.","Where is Daniel? "
"hallway","Answer: The most recent location of John is hallway.","Where is John? "
"kitchen","Answer: The most recent location of Daniel is kitchen.","Where is Daniel? "
"bedroom","Answer: The most recent location of Daniel is bedroom.  <context> John went to the kitchen. John","Where is Daniel? "
"hallway","Answer: The most recent location of Sandra is hallway.","Where is Sandra? "
"garden","Answer: The most recent location of Sandra is garden.  <context> Rouse went to the kitchen.","Where is Sandra? "
"bedroom","Answer: The most recent location of John is bedroom.  <context> John went back to the kitchen.","Where is John? "
"office","Answer: The most recent location of John is office.  <context> Daniel went to the kitchen. Sandra","Where is John? "
"garden","Answer: The most recent location of Sandra is garden.  <context> Sandra went to the garden.","Where is Sandra? "
