"target","output","question"
"bathroom","Answer: In the barn. Question: What is she doing? Answer: Sewing. Question:","Where is Mary? "
"bedroom","What is she doing? What is she thinking about? What is she feeling? What is she saying","Where is Sandra? "
"kitchen","What is she doing? What is she thinking? What is she feeling? What is she going to","Where is Mary? "
"bathroom","Answer: She is in the library. Question: Where is the library? Answer: It is in","Where is Mary? "
"kitchen","What is she doing? What is she thinking? What is she feeling? What is she saying?","Where is Sandra? "
"hallway","What is he doing? What is his purpose in going to the cottage? What is his purpose in","Where is Sandra? "
"bedroom","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is Mary? "
"office","(1) Sandra is in the kitchen. (2) Sandra is in the living room. (","Where is Sandra? "
"office","Answer: She is in the garden. Question: Where is Mary? Answer: She is in the","Where is Mary? "
"kitchen","(Sandra is the name of the girl who is the main character in the book.)  Answer:","Where is Sandra? "
"bedroom","What is she doing? What is she thinking? What is she feeling? What is she planning?","Where is Mary? "
"office","Answer: In the garden. Question: What is he doing? Answer: He is reading. Question","Where is Daniel? "
"office","Answer: He is in the hospital. Question: Where is the hospital? Answer: It is in","Where is Daniel? "
"office","Answer: In the water. Question: Where is the water? Answer: In the sea. Question","Where is John? "
"hallway","(1 answer) Question: Where is Sandra? (1 answer) Question: Where is Sandra?","Where is Sandra? "
"bedroom","Answer: In the Bible. Question: Where is the Bible? Answer: In the house. Question","Where is Daniel? "
"bathroom","Answer: She is in the kitchen. Question: Where is Sandra? Answer: She is in the","Where is Sandra? "
"garden","What is she doing? What is she thinking about? What is she feeling? What is she doing","Where is Sandra? "
"bedroom","Answer: In the kitchen, with the cook, who is a woman of forty, and a","Where is John? "
"hallway","Answer: She is in heaven. Question: How do you know? Answer: Because the Bible says","Where is Mary? "
"hallway","What is he doing? What is he thinking? What is he feeling? What is he seeing?","Where is John? "
"bathroom","Answer: He is in the kitchen. Question: Where is John? Answer: He is in the","Where is John? "
"office","Answer: In the garden. Question: Where is the garden? Answer: In the house. Question","Where is Mary? "
"hallway","Answer: He is in the garden. Question: Where is the garden? Answer: It is in","Where is John? "
"garden","Answer: She is in the kitchen. Question: What is she doing? Answer: She is making","Where is Sandra? "
