"target","output","question"
"Jeff","(1) Fred gave the football to his brother. (2) Fred gave the football to his","Who did Fred give the football to? "
"Fred","What was the significance of the mail shirts? What was the significance of the vacant seat? What was","Who received the milk? "
"Jeff","(a) Jennie (b) Letty (c) Mrs. (d) Lester","Who gave the milk to Fred? "
"milk","Answer: A book.  Question: What did Bill give to Mary? Answer: A book.  Question","What did Mary give to Bill? "
"Mary","Answer: Mary. Question: What was the name of the city where the 'Jackson' docked","Who received the football? "
"Fred","Answer: The cow. Question: Who gave the milk to Djalma? Answer: The cow","Who gave the milk to Jeff? "
"milk","Answer: A book. Question: What did Bill give to Jeff? Answer: A book. Question","What did Jeff give to Bill? "
"Fred","Answer: The boy. Question: What did the boy do with the apple? Answer: He ate","Who received the apple? "
"Fred","Answer: The apple was given to Mary by the Queen. Question: What did Mary do with the","Who gave the apple to Mary? "
"Jeff","Was it the father or the son? If the father, then the milk was given to the son","Who gave the milk? "
"milk","Answer: A ring. Question: What did Mary give to Fred? Answer: A ring. Question","What did Fred give to Mary? "
"Fred","Answer: The apple was given to Bill by his mother. Question: What was the name of the","Who gave the apple to Bill? "
"Mary","Answer: The man who kicked it. Question: Who received the ball? Answer: The man who","Who received the football? "
"apple","What did Bill give to Fred? What did the two of them give to the world? What did","What did Fred give to Bill? "
"Bill","What was the name of the man who gave the football to Fred? What was the name of the","Who gave the football to Fred? "
"Fred","Answer: Jeff gave the football to Jeff. Question: Who gave the football to Jeff? Answer:","Who gave the football to Jeff? "
"milk","(a) A book (b) A ring (c) A letter (d) A poem","What did Mary give to Fred? "
"Bill","Why?  Answer: He gave it to the old woman. He did it because he was sorry for","Who did Fred give the apple to? "
"Fred","Answer: The cow. Question: Who gave the milk to the cow? Answer: The farmer.","Who gave the milk? "
"Bill","Answer: The apple was given by the Lord. Question: How did the Lord give the apple?","Who gave the apple? "
"Mary","Why?  Answer: He gave it to the little girl. He gave it to her because he felt","Who did Jeff give the apple to? "
"Mary","What was the child's name? What was the child's sex? What was the child's age","Who gave the milk? "
"milk","What did Bill give to Fred?  Answer: Fred gave Bill a dollar, and Bill gave Fred a","What did Fred give to Bill? "
"Bill","Answer: The King. Question: Who gave the football to Jeff? Answer: The King. Question","Who gave the football to Jeff? "
"Mary","Answer: The milk was given to Jeff by his mother, Mrs. Jeff Davis. Question: What","Who gave the milk to Jeff? "
