"target","output","question"
"bedroom","What is the reason of the ""Where is the apple? What is the reason of the","Where is the apple? "
"garden","1.  2.  3.  4.  5.","Where is the milk? "
"bedroom","Where is the butter? Where is the cheese? Where is the Where is the honey? Where","Where is the milk? "
"garden","Where is the almond? Where is the The mouse is a singularly beautiful little animal, as","Where is the apple? "
"garden","The _tibia_ was a kind of a _tibia_ of the The _t","Where is the milk? "
"bathroom","""I'm a Blaisdell."" ""I'm a Blaisdell."" ""I","Where is the milk? "
"bedroom","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"garden","""I hate cooking,"" she said, with the first hint of passion she had shown in her","Where is the football? "
"kitchen","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"bathroom","[339] ""The man who is dead."" [340] ""The man who is dead.""","Where is the milk? "
"bedroom","MAURICE  You are </context>  Question: Where is the apple? MAURICE","Where is the apple? "
"garden","123, 124, 125, 126, 127, 128, 129","Where is the milk? "
"bedroom","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"kitchen","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"garden","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"bathroom","""I will not be so unkind as to confine you to one place."" ""I will","Where is the milk? "
"garden","""I hope you are not wishing for a baboon to add to your pets,"" ""I don","Where is the football? "
"office","The milk is in the bedroom. The milk is in the bedroom. The milk is in the bedroom","Where is the milk? "
"office","Where is the bread? Where is the meat? Where is the sugar? Where is the tea?","Where is the milk? "
"kitchen","1. 2. 3. 4. 5. 6. 7","Where is the football? "
"bathroom","""I am glad to see you,"" ""I am glad to see you,"" ""I am glad","Where is the football? "
"bedroom","""I am not here to tell you what you will do, but to ask you what you","Where is the milk? "
"bathroom","(_Reads._) ""I must go to the other end of the line, and read the","Where is the football? "
"kitchen","Answer: In the hands of the stronger. Where is the battle? Answer: Where the","Where is the football? "
"kitchen","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
