"target","output","question"
"Bill","Answer: The baby. Question: Who did Mary give the milk to? Answer: The baby.","Who did Mary give the milk to? "
"milk","Answer: A letter. Question: What did Fred give to Mary? Answer: A letter. Question","What did Mary give to Fred? "
"apple","Answer: A bottle of milk. Question: What did Jeff give to Mary? Answer: A bottle","What did Mary give to Jeff? "
"apple","Answer: A pair of shoes. Question: What did Bill give to Fred? Answer: A pair","What did Fred give to Bill? "
"Fred","Answer:. The apple was given to Mary by the Lord Chancellor. Question: Who gave the","Who gave the apple to Mary? "
"Jeff","Answer: Mary gave the football to the vicar. Question: Who did Mary give the football to","Who did Mary give the football to? "
"Bill","Answer: The cow. Question: Who did Mary give the milk to? Answer: The cow.","Who did Mary give the milk to? "
"apple","Answer: A pair of slippers, _ibid._;       a pair of slippers,","What did Fred give to Mary? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question:","What did Fred give to Bill? "
"Bill","Answer: Mary gave the football to the football team. Question: Who did Mary give the football to","Who did Mary give the football to? "
"Mary","Answer: The cow. Question: Who received the cream? Answer: The cat. Question:","Who received the milk? "
"milk","Answer: A wig.  </question>  </answer>  </question>  </answer>  </question>","What did Bill give to Mary? "
"football","Answer: Nothing. Question: What did Fred give to Jeff? Answer: Nothing. Question:","What did Jeff give to Fred? "
"Mary","Answer: Bill gave the apple to Bill. Question: Who gave the apple to Bill? Answer","Who gave the apple to Bill? "
"Mary","Answer: Bill's mother. Question: Who gave the milk to Bill? Answer: Bill's mother","Who gave the milk to Bill? "
"Mary","Answer: Jeff took the milk there. 12mo, cloth, price $1.00.","Who gave the milk? "
"football","Answer: A pair of shoes. Question: What did Mary give to Bill? Answer: A pair","What did Bill give to Mary? "
"apple","Answer: A dollar. Question: What did Bill give to Fred? Answer: A dollar.","What did Fred give to Bill? "
"Bill","Answer: Mary gave the apple to the Judge Boompointer. Question: Who did Mary give the","Who did Mary give the apple to? "
"milk","Answer: Milk. Question: What did Fred give to Mary? Answer: Milk. Question: What","What did Mary give to Fred? "
"Mary","Answer: Reuben Tracy. Question: Who gave the baseball? Answer: Reuben Tracy","Who gave the football? "
"Mary","Answer: The apple gave itself.  </question>  </answer>  </question>  </answer>  </","Who gave the apple? "
"apple","Answer: Fred gave Bill a pair of pants. Question: What did Bill give to Fred? Answer","What did Fred give to Bill? "
"Fred","Answer: The cow. Question: Who received the milk? Answer: The cow. Question:","Who received the milk? "
"apple","Answer: A kiss. THE END          End of Project Gutenberg's Oh, Money! This finding of","What did Bill give to Mary? "
