"target","output","question"
"kitchen","Answer: She is in the kitchen, making a cake. Question: How long will she stay there","Where is Sandra? "
"office","Answer: He is in the woods, and,,,,,,,,,,,","Where is John? "
"bedroom","Answer: In the bedroom. Question: What is the German equivalent of ""New from the stretching","Where is John? "
"bathroom","Answer: She is gone to the Temple. Question: What is she doing there? Answer:","Where is Sandra? "
"office","Answer: He's gone to the farm. Question: Where is Patience? Answer: She's","Where is Daniel? "
"bedroom","Answer: She is asleep. Question: Where is Johnnie? Answer: He is asleep. Question","Where is Mary? "
"garden","Answer: She is in the kitchen. Question: Where is Mary? Answer: She is in the","Where is Mary? "
"garden","Answer: She is in the drying stove. Question: How many hanks are in the drying stove","Where is Sandra? "
"kitchen","Answer: She is in the kitchen. Question: How long has she been there? Answer:","Where is Sandra? "
"garden","--I'll tell you all. Yet speak,--speak boldly,--do not fear.""","Where is John? "
"kitchen","Answer: She is in the pantry. Question: What is she doing there? Answer: She is","Where is Sandra? "
"office","Answer: In the Latin Quarter. Question: Where is Sandra? Answer: In the Latin Quarter.","Where is Sandra? "
"bedroom","Answer: She is in the library. Question: How long has she been there? Answer: About","Where is Sandra? "
"garden","Answer: In the kitchen. Question: What is he doing? Answer: Making coffee. Question:","Where is John? "
"hallway","Answer: In the garden,. Question: Where is John? Answer: In the garden,.","Where is John? "
"kitchen","Answer: She is in the bank. Question: How much money did she lose? Answer:","Where is Sandra? "
"garden","Answer: She is in the kitchen. Question: What is Jameson doing? Answer: Pol","Where is Sandra? "
"bathroom","Answer: In the bathroom. Question: Where is Daniel? Answer: In the office. Question:","Where is Sandra? "
"office","Answer: In the library. Question: How old is he? Answer: Twenty-five. Question:","Where is Daniel? "
"office","Answer: He is in the churchyard, reading the sermon. Question: Where is Mary","Where is John? "
"hallway","Answer: In the garden. Question: Where is Sandra? Answer: In the kitchen. Question:","Where is Daniel? "
"bathroom","Answer: In the lion's den. Question: Where is the Church? Answer: In the","Where is Daniel? "
"garden","Answer: She is in the kitchen, and,,,,,,,,,,,","Where is Sandra? "
"kitchen","Answer: In the hallway. Question: Where is Daniel? Answer: In the hallway. Question","Where is Daniel? "
"bedroom","Answer: In the church of the Annunziata, at Florence. Question: Where","Where is John? "
