"target","output","question"
"kitchen","Answer: She is in the pocket. Question: How long has she been there? Answer:","Where is Sandra? "
"office","Answer: In the gardens of the Square. Question: Where is Elsie? Answer: In the","Where is John? "
"bedroom","Answer: He is gone. Question: Where is he gone? Answer: He is gone.","Where is John? "
"bathroom","Answer: She is in the kitchen. Question: Where is Sandra? Answer: She is in the","Where is Sandra? "
"office","Answer: He is in Kentucky. Question: Where is Kentucky? Answer: It is in Daniel.","Where is Daniel? "
"bedroom","Answer: She is in the desert. Question: Where is the desert? Answer: It is","Where is Mary? "
"garden","Answer: She's gone. Question: Where is Cliff? Answer: He's gone. Question:","Where is Mary? "
"garden","Answer: At the corner of the street in which she lives. Question: Where is Sandra's","Where is Sandra? "
"kitchen","Answer: She is in the kitchen. Question: What is she doing? Answer: She is","Where is Sandra? "
"garden","Answer: He is in the kitchen. Question: What is he doing? Answer: Making coffee","Where is John? "
"kitchen","Answer: She is in the East River. Question: Where is Sandra? Answer: She is in","Where is Sandra? "
"office","Answer: She is in the rear car of the train. Question: How many passengers were killed","Where is Sandra? "
"bedroom","Answer: She is in the garden, eating strawberries. Question: How many strawberries did she eat?","Where is Sandra? "
"garden","Answer: Where is John? Question: Where is John? Answer: Where is John? Question:","Where is John? "
"hallway","Answer: He is in the dining-room. Question: Where is John? Answer: He is in","Where is John? "
"kitchen","Answer: She is in bed. Question: How long has she been there? Answer: Since yesterday","Where is Sandra? "
"garden","Answer: She is in the bedroom. Question: Where is Daniel? Answer: He is in the","Where is Sandra? "
"bathroom","Answer: She is in the cheese room. Question: How many cheeses are there in the cheese","Where is Sandra? "
"office","Answer: He is gone. Question: Where is Daniel? Answer: He is gone. Question:","Where is Daniel? "
"office","Answer: In the organ. Question: Where is the organ? Answer: In the church.","Where is John? "
"hallway","Answer: In the kitchen. Question: Where is the kitchen? Answer: In the garden.","Where is Daniel? "
"bathroom","Answer: He is in the cemetery. Question: How old is he? Answer: Seventeen.","Where is Daniel? "
"garden","Answer: She is in the garden, reading the newspapers. Question: What is the","Where is Sandra? "
"kitchen","Answer: He is in the kitchen, washing dishes.  Question: Where is the cook? Answer:","Where is Daniel? "
"bedroom","Answer: He is in the stable. Question: How long has he been there? Answer: Since","Where is John? "
