"target","output","question"
"bathroom","She is sitting on the steps.  Answer: She is sitting on the steps.  </context> </","Where is Mary? "
"kitchen","--I have not seen him for a long time.  Answer: He is in the cabin,--","Where is John? "
"garden","A. in the garden. B. in the house. C. in the orchard.","Where is Mary? "
"bedroom","A. In the hospital. B. In the kitchen. C. In the barn.","Where is John? "
"bathroom","She is in the bedroom, and she is not well. She is very ill. She","Where is Mary? "
"hallway","I have not seen her for a long time. I have been very busy, and I have","Where is Mary? "
"kitchen","I have not seen her for a long time. I have not seen her for a long time.","Where is Sandra? "
"bedroom","I have not seen her. I have not seen her. I have not seen her. I have","Where is Mary? "
"bedroom","--I'm not sure--I'm not sure--I'm not sure--I'm not sure","Where is Mary? "
"office","She is in the garden.  Answer: She is in the garden.  [The garden is the place","Where is Sandra? "
"garden","He is in the garden, and he is standing still, and he is moving slowly.  Answer","Where is Daniel? "
"kitchen","She is in the garden.  Answer: She is in the garden.    <context>     She","Where is Sandra? "
"kitchen","I have not seen her. I have not seen her. I have not seen her. I have","Where is Sandra? "
"bathroom","She is in the garden.  Answer: She is in the garden.  Question: Where is John?","Where is Sandra? "
"office","I have not seen her for a long time.  Answer: She is in the garden.  Question:","Where is Mary? "
"office","She is not here. She is not in the room. She is not in the house.","Where is Sandra? "
"office","I can't find him.  Answer: He is in the garden.  Question: What is he doing","Where is Daniel? "
"bedroom","I don't know. I don't know. I don't know. I don't know","Where is Sandra? "
"kitchen","_REF: 1.5.3.2.2.2.2.2.2","Where is Daniel? "
"hallway","I can't find him.  I'm sure he's here somewhere.           I'll bet","Where is John? "
"bedroom","[Illustration: THE BATTLE OF GETTYSBURG. </context> The whole of","Where is Daniel? "
"garden","A. In the kitchen. B. In the dining room. C. In the bedroom","Where is John? "
"office","He is in the library.  Answer: He is in the library.  <text>   <p","Where is Daniel? "
"bathroom","I can't find her.  Answer: She's in the kitchen.  Question: What is the name","Where is Sandra? "
"bedroom","I have not seen him for a long time. I have not seen him for a long time","Where is John? "
"office","He is not here. He is in the garden.  Answer: He is in the garden.  </","Where is John? "
"office","She is in the kitchen, and I am in the library, and I am not sure where","Where is Sandra? "
"hallway","He is not in the room.  Answer: He is in the garden.  Question: What is","Where is Daniel? "
"bathroom","He is in the cottage.  Answer: He is in the cottage.  </question_answer> </question","Where is John? "
"bedroom","""I--shouldn't </question>  Answer: ""I--shouldn't </","Where is John? "
"office","I can't find him.  Answer: He is in the garden.  Question: What is the name","Where is John? "
"kitchen","He is in the kitchen.  Answer: He is in the kitchen.  Question: Where is the cat","Where is Daniel? "
"garden","I have not seen her for a long time.  Answer: She is in the kitchen.    <","Where is Sandra? "
"garden","I can't find her. I'm looking for her. I'm looking for her. I'm","Where is Sandra? "
