"target","output","question"
"Jeff","A. the boy B. the girl C. the dog D. the cat  Answer: B","Who did Fred give the milk to? "
"Jeff","A. The Duke of Albany B. The Duke of Albany's wife C. The Duke of Albany","Who received the football? "
"Jeff","A. The apple was given to the boy. B. The apple was given to the girl.","Who received the apple? "
"Mary","A. The doctor B. The doctor's wife C. The minister D. The minister's wife","Who gave the football? "
"apple","A. A pear. B. An apple. C. A peach. D. A plum.","What did Fred give to Mary? "
"Fred","A. The apple was received by the man who was the first to reach the top of the hill","Who received the apple? "
"apple","A. a book B. a letter C. a ring D. a ring and a letter","What did Mary give to Fred? "
"Mary","A. Mary B. Bill C. Bill's mother D. Stephen Answer: A","Who gave the football to Fred? "
"Jeff","A. Jeff B. Mary C. John D. Mary's father Answer: A","Who gave the apple to Bill? "
"Jeff","A. The Senator. B. The Senator's wife. C. The Senator's wife and the","Who received the milk? "
"Mary","The Dean, of course. I have been told that the milk was a little sour,","Who received the milk? "
"Jeff","A. Alfred B. Alfred's mother C. Alfred's father D. Alfred's sister  Answer","Who gave the apple? "
"Bill","A. The Arabs B. The Jews C. The Jews and the Arabs D. The Jews and","Who received the milk? "
