target,output,question
Jeff,"Answer, the the the the the the the",Who did Fred give the football to? 
Bill,A,Who did Mary give the milk to? 
Jeff,Answer. The the the the the the the the the the the the the the the the the the,Who did Fred give the milk to? 
milk,"Answer, the the the the the the the the the the the the the the the the the the",What did Mary give to Fred? 
Fred,Answer and the the the the the take the take the take the take the take the take the take,Who received the milk? 
apple,"(        }

  }

  }

  }

  }

  }",What did Mary give to Jeff? 
apple,"Answer. The the



























import and",What did Mary give to Jeff? 
apple,What is,What did Fred give to Bill? 
Jeff,"Bill, the the take the take the take the take the take the take the take the take the",Who gave the milk to Fred? 
Fred,A,Who gave the apple to Mary? 
Jeff,"Answer, the",Who received the football? 
Jeff,A be the the the the the the the the take the take the take the take the take the,Who did Mary give the football to? 
milk,(201,What did Mary give to Bill? 
Bill,A,Who did Mary give the milk to? 
milk,"(Monday, the the the the take the take the take the take the take the take the take",What did Mary give to Bill? 
apple,"Answer, to the the the the the the take the take the take the take the take the take",What did Fred give to Mary? 
Mary,"Answer, the",Who received the football? 
apple,What the the the the the the the the the the the the the the the the the the the,What did Fred give to Bill? 
Jeff,Answer and the the the the the the the the the the the the the the the the the the,Who received the apple? 
Bill,"Answer, the the the the the take the take the take the take the take the take the take",Who did Mary give the football to? 
Fred,"Answer, the",Who gave the milk to Jeff? 
Mary,Answer and the the the the the the the the the the the the the the the the the the,Who received the milk? 
Mary,"Answer, the the the the the the the the the the the the the the the the the the",Who gave the milk? 
milk,Answer the the the the the the the the the the the the the take the the take the take,What did Bill give to Mary? 
milk,A take the the the the the the take the take the take the take the take the take the,What did Jeff give to Bill? 
football,"Answer, the the the the the the the the the the",What did Jeff give to Fred? 
Mary,Answer. The the,Who gave the football? 
Mary,"A

























import and the the the the",Who gave the apple to Bill? 
Fred,"Answer, the the the the the the the the the take the take the take the take the take",Who received the apple? 
Mary,(                   },Who gave the milk to Bill? 
milk,"A

Monday, the",What did Mary give to Jeff? 
Mary,"(          }

  }

  }

  }

  }",Who gave the milk? 
Fred,"Answer, the",Who gave the apple to Mary? 
football,A take the the the the take the take the take the take the take the take the take the,What did Bill give to Mary? 
apple,"Answer, the the the the the the the the take the take the take the take the take the",What did Fred give to Mary? 
apple,A,What did Fred give to Bill? 
Jeff,"Answer, the the the the the the the the the the the the take the take the take the",Who gave the milk? 
Bill,(201,Who did Mary give the apple to? 
Fred,Answer. The the,Who gave the football to Mary? 
milk,What is the the the the the the the the the the the the the take the the the the,What did Mary give to Fred? 
milk,What is the the the the the the the the the the the the the the the the the the,What did Fred give to Mary? 
Mary,What is the the the the the the the the the the the the the the the the the the,Who gave the football? 
Fred,Answer the the the the the the the the the the,Who received the apple? 
Mary,Who of the the the the the the the the the the the the the the the the the the,Who gave the apple? 
Fred,"A































import the the",Who gave the apple to Bill? 
apple,Answer and the the,What did Fred give to Bill? 
Fred,"Answer, the the the take the take the take the take the take the take the take the take",Who received the apple? 
