"target","output","question"
"garden","Answer: The milk is in the kitchen. </context>  Okay, let's tackle this question","Where is the milk? "
"garden","Answer: The apple is in the kitchen. </example>  Okay, let's tackle this question","Where is the apple? "
"bathroom","Answer: The milk is in the bathroom. </context> Okay, let's try to figure","Where is the milk? "
"garden","Answer: The football is in the garden. </answer> </example>  Okay, let's","Where is the football? "
"bathroom","Answer: The milk is in the bathroom. Okay, let's see. The user is asking","Where is the milk? "
"garden","Answer: The milk is in the hallway. </answer> Okay, let's try to figure","Where is the milk? "
"kitchen","Answer: The apple is in the kitchen. Okay, let's tackle this question. So,","Where is the apple? "
"bathroom","Answer: The milk is in the bathroom. </context>  Okay, let's see. The","Where is the milk? "
"office","Answer: The milk is in the bathroom. Okay, let's try to figure out where the","Where is the milk? "
"kitchen","Answer: The football is in the hallway. </answer> Okay, let's try to figure","Where is the football? "
"bedroom","Answer: The milk is in the kitchen. Okay, let's see. The user is asking","Where is the milk? "
"kitchen","Answer: The football is in the kitchen. </context>  Okay, let's try to figure","Where is the football? "
