"target","output","question"
"bathroom","Answer: In the barn.  Question: What is the barn? Answer: A little house.  Question","Where is Mary? "
"kitchen","Answer: She is in the pocket of the king's crown.  The king's crown is","Where is Sandra? "
"kitchen","Answer: Mary is in the Everglades. Question: What is the Everglades? Answer","Where is Mary? "
"kitchen","Answer: In the bosom of my heart. Question: What is the matter with you? Answer","Where is John? "
"bedroom","(1) Answer: Sandra is a native of the Chicago area and a graduate of the University of","Where is Sandra? "
"office","Answer: In the garden of the Square. Question: What is he doing there? Answer: Playing","Where is John? "
"garden","Answer: Mary was in the kitchen. Question: What did Mary do? Answer: Mary went to","Where is Mary? "
"bathroom","Answer: She is in the castle. Question: Who is the king? Answer: He is a","Where is Sandra? "
"kitchen","Answer: In the garden, sitting under a tree.  </context>  Question: What is she doing","Where is Mary? "
"bedroom","I have been trying to contact him for a week now. I have sent him several emails and he","Where is John? "
"office","Answer: In the Conciergerie. Question: What is the Conciergerie? Answer","Where is Daniel? "
"office","Where is Gus? Answer: Daniel is in the cell. Gus is in the cell. Question:","Where is Daniel? "
"bathroom","Answer: In the kitchen. Question: Where is Mary's husband? Answer: In the kitchen.","Where is Mary? "
"bathroom","Answer: She is in the kitchen, and I am in the parlor. But we are","Where is Sandra? "
"bathroom","Answer: She is in the kitchen, preparing dinner for the family.  Question: Where is","Where is Sandra? "
"hallway","Answer: She is in the box, and the box is in the chapel. Question:","Where is Mary? "
"kitchen","Answer: She is in the house of her father, Henry Leavenworth, and her mother,","Where is Sandra? "
"office","Answer: In the mountains of Kentucky. Question: What is the name of the place? Answer:","Where is Daniel? "
"kitchen","She has not been here for a long time. I have not seen her since last summer.","Where is Sandra? "
"bedroom","Answer: He is in the kitchen. Question: What is he doing? Answer: He is making","Where is John? "
"hallway","Bedroom </context>  Question: Where is Sandra? Bedroom </context>  Question: Where is","Where is Sandra? "
"bedroom","Answer: Mary is a small town in the south of the island of Guernsey, in the","Where is Mary? "
"bedroom","Answer: He is at home here. He is exactly where he is supposed to be. He","Where is John? "
"bedroom","Answer: She is in the mind of the infinite creative Mind. The thoughts of hardness, solidity","Where is Mary? "
"bedroom","I can't find her anywhere. I've looked everywhere. I've looked in the kitchen, I","Where is Mary? "
"garden","Answer: Mary is in the house. Question: What is Mary doing? Answer: Mary is","Where is Mary? "
"bedroom","Answer: He is in the woods, with the others. Question: What is he doing?","Where is Daniel? "
"office","Answer: She is in the cellar of the house in which I am writing. Question:","Where is Sandra? "
"office","Answer: In the context of the human body. Question: What is the context of the human body","Where is Sandra? "
"garden","Answer: She is in the house. Question: Where is the house? Answer: It is","Where is Sandra? "
"garden","Answer: In the prison of the world.  </context>  </context>  Question: Where is","Where is Daniel? "
"bathroom","Answer: Mary is in the glen, and the glen is in the Highlands,","Where is Mary? "
"office","Answer: In the kitchen. Question: What is she doing? Answer: Making a cake. Question","Where is Mary? "
"kitchen","Answer: Where is Sandra? Question: Where is Sandra? Answer: Where is Sandra? Question:","Where is Sandra? "
"garden","Answer: In the kitchen, of course. ""I'm afraid you've assumed too much,""","Where is Sandra? "
"kitchen","2      2/2  ""     25c      "" </context>  Answer","Where is Sandra? "
"kitchen","She is not in the drawing-room, nor in the kitchen, nor in the dining-room","Where is Sandra? "
"garden","Answer: In the village of Bedford, in the state of Virginia, at a place called the ""","Where is John? "
"garden","Answer: She is in the house of her father, and she is in the house of her","Where is Sandra? "
