"target","output","question"
"kitchen","Answer: He is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is John? "
"office","Answer: He is in the kitchen. Question: What is he doing? Answer: He is making","Where is Daniel? "
"bedroom","Answer: He is in the bathroom. Question: Where is John? Answer: He is in the","Where is John? "
"office","Answer: Sandra is in the office. Question: What is the name of the book? Answer:","Where is Sandra? "
"kitchen","The <note>","Where is Sandra? "
"bedroom","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is Mary? "
"bedroom","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It","Where is Sandra? "
"bedroom","Answer: She is in the kitchen. Question: Where is the man? Answer: He is","Where is Sandra? "
"bedroom","Answer: In the bedroom. Question: What is she doing? Answer: She is reading. Question","Where is Mary? "
"office","Answer: In the bathroom. Question: What is he doing? Answer: He is taking a bath","Where is John? "
"bathroom","ANSWER.--He is in the barn. Question: What is he doing? ANSWER","Where is Daniel? "
"bedroom","Daniel travelled to the bedroom. Paul had a paper called the Daily North Star? Paul and Ramsey county","Where is Daniel? "
"garden","Answer: The garrison of the fort was commanded by Colonel John W. Turner, who","Where is Sandra? "
