"target","output","question"
"Jeff","Answer: Jeff. Question: Who did Mary go back to? Answer: The hallway. Question","Who did Fred give the milk to? "
"apple","Answer: The apple. Question: What did Fred do? Answer: He handed the apple to Mary","What did Mary give to Jeff? "
"Jeff","Answer: Mary.  Question: What did Mary do with the football? Answer: She gave it to","Who received the football? "
"milk","Answer: The milk. Question: What did Bill give to Mary? Answer: The apple. Question","What did Mary give to Bill? "
"Jeff","Answer: Mary.  Question: Who passed the apple to Jeff? Answer: Mary.  Question: Who","Who received the apple? "
"Mary","Answer: Mary.  Question: Who gave the milk? Answer: Mary.  Question: Who gave the","Who gave the milk? "
"Mary","Answer: Mary. Question: Who put it down? Answer: Bill. Question: Who rapped","Who gave the football? "
"milk","Answer: Milk. Question: What did Jeff give to Mary? Answer: The milk. Question:","What did Mary give to Jeff? "
"apple","Answer: The apple. Question: What did Mary give to Fred? Answer: The football. Question","What did Fred give to Mary? "
"Fred","Answer: Fred. Question: Who went to the kitchen? Answer: Jeff. Question: Who went","Who gave the football to Mary? "
"Fred","Answer: Fred.  Question: Who received the milk? Answer: Jeff.  Question: Who received the","Who received the apple? "
"Fred","Answer: Fred. Question: Who gave the apple? Answer: Bill. Question: Who travelled to","Who received the apple? "
"apple","Answer: An apple. Question: What did Fred give to Mary? Answer: A kiss. Question","What did Mary give to Fred? "
"Mary","Answer: Mary. Question: Who gave the milk? Answer: Bill. Question: Who picked up","Who received the milk? "
"Mary","Answer: Mary.  Question: Who went to the office? Answer: Jeff.  Question: Who went","Who gave the football to Fred? "
"Bill","Answer: Bill.  Question: Who received the apple? Answer: Mary.  Question: Who went to","Who received the milk? "
"Jeff","Answer: Jeff. The html version of this etext attempts to reproduce the layout of the printed","Who gave the apple to Bill? "
"Bill","(a) Alfred (b) Bill (c) Fred  Answer: (b) Bill","Who gave the milk to Fred? "
"Jeff","Answer: The Rev. Jeff.  Question: What was the name of the Rev. Jeff? Answer","Who received the milk? "
"Fred","Answer: Fred. Question: Who gave the football? Answer: Mary. Question: Who took the","Who received the football? "
"Mary","Answer: Mary. Question: What did she do with it? Answer: Put it down. Question","Who received the milk? "
"Mary","Answer: Mary.  </question>  </section>  </text>  </doc>","Who received the football? "
"Bill","Answer: Bill. Question: Who passed the apple? Answer: Fred. Question: Who gave the","Who gave the apple? "
"Bill","Answer: The cow. Question: What did Mary do with the milk? Answer: She put it","Who gave the milk to Mary? "
"Fred","Answer: Fred. Question: Who did Fred give the apple to? Answer: Bill. Question","Who did Bill give the apple to? "
