"target","output","question"
"bedroom","The tree, the tree, the tree--"" ""The tree, the tree, the tree","Where is the apple? "
"bedroom","149  Answer: In the refrigerator.  Question: Where is the milk? 149  Answer","Where is the milk? "
"garden","The milk is in the pan. The milk is in the pan. The milk is in the pan","Where is the milk? "
"bedroom","The latter was a man of great energy and industry, and he was a latter","Where is the apple? "
"kitchen","[44] Answer: In the basket. [45] Question: Where is the apple? [","Where is the apple? "
"bedroom","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"bedroom","The blue flag, the blue flag, the blue flag, the blue flag,","Where is the apple? "
"garden","EMIL  The </context>  Question: What is the name of the man who is","Where is the football? "
"garden","The ball is in the field. The ball is in the field. The ball is in the field","Where is the football? "
"office","The milk is in the pot. The milk is in the pot. The milk is in the pot","Where is the milk? "
"bathroom","The ball is in the field. The ball is in the field. The ball is in the field","Where is the football? "
"bathroom","The ball is in the field. The ball is in the field. The ball is in the field","Where is the football? "
"kitchen","""I'm not a bad woman, but I'm a poor one, and I'm a wid","Where is the apple? "
