"target","output","question"
"bedroom","Answer: It is in the bedroom. The question is, Where is the bedroom? Answer:","Where is the apple? "
"kitchen","Answer: In the bathroom. Question: Where is the milk? Answer: In the bathroom. Question","Where is the milk? "
"bathroom","Answer: In the kitchen. Question: Where is the football? Answer: In the kitchen. Question","Where is the football? "
"bedroom","Answer: In the tree. Question: Where is the tree? Answer: In the garden. Question","Where is the apple? "
"garden","Answer: It is in the cow. Question: Where is the cow? Answer: It is in","Where is the milk? "
"garden","Answer: Where is the cow. Question: Where is the cow? Answer: Where is the milk","Where is the milk? "
"garden","Answer: In the kitchen. Question: Where is the milk? Answer: In the tent. Question","Where is the football? "
"hallway","Answer: Where is the apple? Question: Where is the apple? Answer: Where is the apple","Where is the apple? "
"hallway","Answer: In the cow. Question: Where is the cow? Answer: In the field.","Where is the milk? "
"bathroom","Answer: In the Bodleian Library.","Where is the milk? "
"garden","Answer: In the garden. Question: Where is the key? Answer: In the bedroom. Question","Where is the apple? "
"hallway","Answer: In the garden. Question: Who is the apple? Answer: Mary. Question:","Where is the apple? "
"garden","Answer: In the garden. Question: Where is the garden? Answer: In the bedroom. Question","Where is the milk? "
"office","Answer: On the table. Question: Where is the cream? Answer: In the refrigerator.","Where is the milk? "
"office","Where is the cricket? Where is the rugby? Where is the soccer? Where is the hockey?","Where is the football? "
"garden","Answer: In the bathroom. Question: Where is the football? Answer: In the bathroom.","Where is the football? "
"bedroom","Answer: Where is the football? Question: Where is the football? Answer: Where is the football","Where is the football? "
"garden","Answer: On the table. Question: Where is the milk? Answer: On the table. Question","Where is the milk? "
"garden","Answer: Where is the football? Question: Where is the football? Answer: Where is the football","Where is the football? "
"kitchen","Answer: In the tree. Question: Where is the tree? Answer: In the garden. Question","Where is the apple? "
"office","Answer: Where is the apple? Question: Where is the apple? Answer: Where is the","Where is the apple? "
"bathroom","Answer: In the hands of the British. Question: Where is the apple? Answer: In the","Where is the apple? "
"bedroom","Answer: In the kitchen. Question: Where is the milk? Answer: In the garden. Question","Where is the apple? "
"bedroom","Answer: In the kitchen. Question: Who found it? Answer: Daniel. Question: Who dropped","Where is the apple? "
"bedroom","Answer: In the bedroom. Question: Where is the milk? Answer: In the bedroom. Question","Where is the milk? "
