"target","output","question"
"bedroom","Answer: In the bedroom. Question: Where is the milk? Answer: In the bedroom. Question","Where is the apple? "
"kitchen","Answer: In the kitchen. Question: Where is the apple? Answer: In the garden. Question","Where is the milk? "
"bathroom","Answer: In the kitchen. Question: Where is the milk? Answer: In the hallway. Question","Where is the football? "
"bedroom","Answer: In the apple. Question: Where is the apple? Answer: In the apple. Question","Where is the apple? "
"garden","Answer: In the cow. Question: Where is the cow? Answer: In the field. Question","Where is the milk? "
"garden","Answer: In the refrigerator. Question: Where is the milk? Answer: In the refrigerator. Question","Where is the milk? "
"garden","What is the football? What is the football made of? What is the football used for? What","Where is the football? "
"hallway","Answer: In the garden. Question: Where is the apple? Answer: In the garden. Question","Where is the apple? "
"hallway","(Answer: In the cupboard.)  Question: Where is the milk? (Answer: In the cupboard","Where is the milk? "
"bathroom","Answer: In the cow. Question: Where is the cow? Answer: In the field. Question","Where is the milk? "
"garden","Answer: In the garden.  Question: Where is the key? Answer: In the bedroom.  Question","Where is the apple? "
"hallway","A. On the floor B. In the kitchen C. In the garden D. On the rug","Where is the apple? "
"garden","Answer: In the bathroom. Question: Where is the bathroom? Answer: In the bedroom. Question","Where is the milk? "
"office","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"office","Answer: It is in the box. Question: Where is the football? Answer: It is in","Where is the football? "
"garden","Answer: In the garden. Question: Where is the football? Answer: In the garden. Question","Where is the football? "
"bedroom","Answer: In the garden. Question: Where is the football? Answer: In the garden. Question","Where is the football? "
"garden","Answer: On the table. Question: Where is the apple? Answer: On the table. Question","Where is the milk? "
"garden","Answer: In the hallway. Question: What is the hallway? Answer: The hallway is the place","Where is the football? "
"kitchen","Answer: It is in the basket. Question: Where is the apple? Answer: It is in","Where is the apple? "
"office","(The apple is in the context.)  Question: What is the name of the woman who was the","Where is the apple? "
"bathroom","Answer: In the kitchen. Question: Where is the milk? Answer: In the office. Question","Where is the apple? "
"bedroom","A. In the bedroom. B. In the garden. C. In the kitchen. D.","Where is the apple? "
"bedroom","Answer: In the barnyard.  Question: What did the boy do? Answer: He went to","Where is the apple? "
"bedroom","(1 point)  A. In the hallway B. In the bathroom C. In the","Where is the milk? "
