"target","output","question"
"milk","Answer: Nothing. Question: What did Fred give to Mary? Answer: Nothing. Question: What","What did Mary give to Fred? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question: What","What did Fred give to Bill? "
"Jeff","Answer: Mary gave the football to the football. Question: Who did Mary give the football to?","Who did Mary give the football to? "
"apple","Answer: A box of cigars.  Question: What did Mary give to Fred? Answer: A box","What did Fred give to Mary? "
"Bill","Answer: Mary gave the football to the football team. Question: Who did Mary give the football","Who did Mary give the football to? "
"milk","Answer: A. H. Clark, A. H., Moulton Eaugate, Sp","What did Bill give to Mary? "
"Mary","Answer: Who knows? Question: Who gave the apple to Bill? Answer: Who knows","Who gave the apple to Bill? "
"Mary","Answer: Who took it away?  Question: Who gave the milk? Answer: Who took it away","Who gave the milk? "
"apple","Answer: A bottle of whisky. Question: What did Bill give to Fred? Answer: A bottle","What did Fred give to Bill? "
"milk",".     And, Fred, to thee, and thee, and thee, and thee, and thee","What did Mary give to Fred? "
"Mary","Answer: Adam. Question: Who gave the pear? Answer: Eve. Question: Who gave","Who gave the apple? "
"Fred","Answer: Jeff Davis. Question: Who received the milk? Answer: Jeff Davis. Question:","Who received the milk? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question:","What did Fred give to Bill? "
"Jeff","Answer: Who took it away. Question: Who won the football? Answer: Who lost it","Who gave the football? "
"Jeff","Answer: Jeff. Question: Who did Jeff give the milk to? Answer: Bill. Question:","Who did Bill give the milk to? "
"Jeff","Answer: Jeff. Question: What did Bill give Jeff? Answer: The apple. Question:","Who did Bill give the apple to? "
"apple","Answer: A pair of stockings. Question: What did Fred give to Mary? Answer: A pair","What did Mary give to Fred? "
"Bill","Answer: Davila. Question: What did Davila do with the football? Answer: Nothing","Who did Jeff give the football to? "
"Bill","Answer: Charles. Question: Who did Fred give the milk to? Answer: Charles. Question:","Who did Fred give the milk to? "
"football","Answer: Nothing. Question: What did Fred give to Mary? Answer: Nothing. Question: What","What did Mary give to Fred? "
"milk","Answer: Nothing. Question: What did Fred give to Mary? Answer: Nothing. Question: What","What did Mary give to Fred? "
"Fred","Answer: Who took it away? Question: Who gave the apple? Answer: Who took","Who gave the apple? "
"Fred","Answer: Bill gave the apple to Bill.  Question: Who did Bill give the apple to?","Who did Bill give the apple to? "
"Mary","Answer: The cows. Question: Who did Bill give the milk to? Answer: The cows.","Who did Bill give the milk to? "
"Fred","Answer: Who gave the football? Question: Who gave the football? Answer: Who gave the football","Who gave the football? "
