"target","output","question"
"Jeff","Answer: Jeff Question: What was the name of the person who was the first to see","Who did Fred give the football to? "
"Fred","Choices:  A. Miss Flora  B. Jane  C. Fred  D.","Who received the milk? "
"Jeff","Answer: Answer: Jeff Okay, let's tackle this question. The user is asking,","Who gave the milk to Fred? "
"milk","Options: A) A letter B) A book C) A ring D) A necklace  Answer","What did Mary give to Bill? "
"Mary","Choices: A. Jeff B. Mary C. Jamie Green D. Micky","Who received the football? "
"Fred","(Answer with the name of the character, not the animal.)  Okay, let's see.","Who gave the milk to Jeff? "
"milk","Answer: The answer is in the text.  Answer: Jeff handed the milk to Bill.","What did Jeff give to Bill? "
"Fred","Answer: Answer: Fred Answer: Fred Answer: Fred Answer: Fred Answer","Who received the apple? "
"Fred","Choices:  Fred, Jeff, Mary, Bill, or someone else.  Answer:","Who gave the apple to Mary? "
"Jeff","A. Mary  B. Jeff  C. The Queen  D. The Duchess of G","Who gave the milk? "
"milk","Choices: A. A book B. A letter C. A milk D.","What did Fred give to Mary? "
"Fred","(Please answer in Chinese) Answer: 1880年，当英国驻华","Who gave the apple to Bill? "
"Mary","Choices: A. Fred B. Jeff C. Maggie D. Amy E","Who received the football? "
"apple","Okay, let me try to figure out what the answer is. The question is asking, ""","What did Fred give to Bill? "
"Bill","Choices: A) Bill B) Frank C) Stanley D) John E","Who gave the football to Fred? "
"Fred","Okay, let's try to figure out who gave the football to Jeff. So, first,","Who gave the football to Jeff? "
"milk","(Answer in one sentence.)  Okay, let's try to figure out what Mary gave to Fred","What did Mary give to Fred? "
"Bill","Choices: A. Bill B. Horace C. Lucinda D. Jessica","Who did Fred give the apple to? "
"Fred","Choices:  A. Fred  B. Jeff  C. Jimmieboy  D.","Who gave the milk? "
"Bill","Choices:  A. Bill  B. Mary  C. Fred  D. Jeff","Who gave the apple? "
"Mary","Answer: Jeff gave the apple to the professor. Okay, let's try to figure out who","Who did Jeff give the apple to? "
"Mary","Choices: A. Fred B. Mary C. Mandy D. Hannah","Who gave the milk? "
"milk","Answer: The milk.  Okay, let's try to figure out what the answer is. The","What did Fred give to Bill? "
"Bill","Answer: The answer is not provided in the text. Okay, let's try to figure out","Who gave the football to Jeff? "
"Mary","(A) Mary (B) Fred (C) The dog (D) The cat","Who gave the milk to Jeff? "
