,target,output,question
0,bathroom,Answer: She is in the hospital. She is in the hospital. She is in the hospital.,Where is Mary? 
1,kitchen,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
2,kitchen,Answer: The most recent location of Mary is the kitchen. Do not write anything else after that.,Where is Mary? 
3,kitchen,"Answer: He is in the garden. He is
waiting for you. He is waiting for you",Where is John? 
4,bedroom,Answer: The most recent location of Sandra is the bedroom.,Where is Sandra? 
5,office,Answer: In the kitchen. Question: Where is Elsie? Answer: In the kitchen. Question,Where is John? 
6,garden,"Answer: She is in the bathroom. She is washing her face. She is
washing her face",Where is Mary? 
7,bathroom,"Answer: The most recent location of Sandra is the
hospital. Do not write anything else after that",Where is Sandra? 
8,kitchen,"Answer: She is in the kitchen, and is
making a cake. She is very busy,",Where is Mary? 
9,bedroom,Answer: He is at the Big Horn Ranch. He is riding to the ranch to recruit men for,Where is John? 
10,office,Answer: The most recent location of Daniel is the kitchen.,Where is Daniel? 
11,office,Answer: In the bathroom. What is the question? Answer: The most recent location of Daniel is,Where is Daniel? 
12,bathroom,Answer: The most recent location of Mary is the kitchen. Do not write anything else after that.,Where is Mary? 
13,bathroom,Answer: The most recent location of Sandra is the kitchen. She travelled to the beach. Where is,Where is Sandra? 
14,bathroom,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
15,hallway,Answer: The most recent location of Mary is the White Nunnery.,Where is Mary? 
16,kitchen,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
17,office,Answer: He is in the stable. Question: What is the name of the horse? Answer:,Where is Daniel? 
18,kitchen,Answer: She is in the kitchen. Question: What is she doing? Answer: She is making,Where is Sandra? 
19,bedroom,,Where is John? 
20,hallway,Answer: The most recent location of Sandra is the hallway. Do not write anything else after that.,Where is Sandra? 
21,bedroom,"Answer: In the bedroom. [31] The Emperor's garden is a large and beautiful park,",Where is Mary? 
22,bedroom,Answer: The most recent location of John is the kitchen. Do not write anything else after that.,Where is John? 
23,bedroom,Answer: The most recent location of Mary is the kitchen. Do not write anything else after that.,Where is Mary? 
24,bedroom,"Answer: The most recent location of Mary is the
kitchen. Do not write anything else after",Where is Mary? 
25,garden,Answer: The most recent location of Mary is the kitchen. Do not write anything else after that.,Where is Mary? 
26,bedroom,"Answer: He is in the hospital. He is
well, and he is going to be well",Where is Daniel? 
27,office,"Answer: The most recent location of Sandra is the office of the
detective.",Where is Sandra? 
28,office,Answer: The most recent location of Sandra is the bathroom. Daniel went to the bathroom. Sandra went,Where is Sandra? 
29,garden,"Answer: The most recent location of Sandra is the
kitchen. Do not write anything else after",Where is Sandra? 
30,garden,"Answer: The most recent location of Daniel is the
kitchen. Do not write anything else after",Where is Daniel? 
31,bathroom,Answer: The most recent location of Mary is the kitchen. Do not write anything else after that.,Where is Mary? 
32,office,Answer: She is in the garden. Question: Where is Charlie? Answer: He is in the,Where is Mary? 
33,kitchen,Answer: The most recent location of Sandra is the kitchen. She is in the kitchen. She is,Where is Sandra? 
34,garden,"Answer: She is in the garden. She is
not in the garden. She is in the",Where is Sandra? 
35,kitchen,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
36,kitchen,Answer: The most recent location of Sandra is the kitchen.,Where is Sandra? 
37,garden,Answer: In the stable. Question: What is the matter with him? Answer: He has been,Where is John? 
38,garden,Answer: The most recent location of Sandra is the garden. Do not write anything else after that.,Where is Sandra? 
39,bathroom,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
40,bedroom,Answer: The most recent location of Mary is the kitchen. Do not write anything else after that.,Where is Mary? 
41,kitchen,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
42,office,"Answer: She is in the garden. She is
looking for Eric and Emilius. She",Where is Mary? 
43,bedroom,,Where is Mary? 
44,office,Answer: The most recent location of Daniel is the office of the Invincible Trust Company. Do not,Where is Daniel? 
45,office,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
46,bathroom,Answer: The most recent location of Sandra is the office of the editor.,Where is Sandra? 
47,bedroom,"Answer: In the kitchen. She is
sitting at the table, with her head in her",Where is Sandra? 
48,office,Where is Daniel? Where is Daniel? Where is Daniel? Where is Daniel? Where is Daniel?,Where is Daniel? 
49,bedroom,"Answer: The most recent location of Sandra is the
Green Chamber. She is in the company of",Where is Sandra? 
50,hallway,"Answer: He is in the workshop. He is
working on a job that is required in a",Where is Daniel? 
51,bedroom,"Answer: She is in the woods, and is not likely to be seen for a long time.",Where is Sandra? 
52,office,Answer: He is in the office.,Where is John? 
53,garden,Answer: He is in the office. Question: What is the most recent location of John? Answer,Where is John? 
54,kitchen,"He was in the kitchen. He was a
good cook, and he was a good cook in",Where is Daniel? 
55,hallway,Answer: The most recent location of Mary is the office. Do not write anything else after that.,Where is Mary? 
56,hallway,Answer: The most recent location of Sandra is the garden. Do not write anything else after that.,Where is Sandra? 
57,hallway,Answer: He is in the garden. Question: Where is Daniel? Answer: He is in the,Where is John? 
58,bedroom,"Answer: In the kitchen. Question: Where is
Judith? Answer: In the bedroom.",Where is Mary? 
59,bedroom,Answer: The most recent location of Sandra is the kitchen. She travelled to the kitchen. The glands,Where is Sandra? 
60,bedroom,Where is Coningsby? Where is Flora? Where is the Boar's head? Where,Where is Daniel? 
61,kitchen,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
62,bedroom,Answer: In the bathroom. He is washing his hands. He is washing his hands. He is,Where is Daniel? 
63,garden,"Answer: The most recent location of John is the gallery of John Pollexfen, on Montgomery Street",Where is John? 
64,bathroom,Answer: The most recent location of Sandra is the bathroom. Do not write anything else after that.,Where is Sandra? 
65,garden,Answer: She is in the kitchen. Question: What is the most recent location of Sandra? Answer,Where is Sandra? 
66,office,Answer: The most recent location of Daniel is the kitchen. Do not write anything else after that.,Where is Daniel? 
67,bedroom,Answer: She is in the bedroom. What is the matter? Answer: She is ill. What,Where is Mary? 
68,garden,,Where is Sandra? 
69,bathroom,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
70,office,Answer: He is in the bedroom. What is the matter with him? Answer: He is ill,Where is John? 
71,kitchen,"Answer: In the kitchen. Question: Where is
Sandra? Answer: In the garden.",Where is Daniel? 
72,bedroom,"Answer: He is in the kitchen. Where is
Charlie? Answer: He is in the garden",Where is John? 
73,office,"Answer: The most recent location of Daniel is shop. Do not write anything else after that.

<context",Where is Daniel? 
