,target,output,question
0,bathroom,Answer: She is in the bathroom.,Where is Mary? 
1,kitchen,Answer: Sandra is in the kitchen. Sandra went to the kitchen. Sandra went to the kitchen.,Where is Sandra? 
2,kitchen,Answer: She is in the kitchen.,Where is Mary? 
3,kitchen,Answer: The most recent location of John is the hallway.,Where is John? 
4,bedroom,"Answer: The most recent location of Sandra is the
    kitchen. She is in the kitchen.",Where is Sandra? 
5,office,Answer: He is in the kitchen. Where is the kitchen? Answer: It is in the basement,Where is John? 
6,garden,"Answer: She is in the garden. She is looking for a
flower. She is looking for",Where is Mary? 
7,bathroom,Answer: The most recent location of Sandra is the bathroom. Do not write anything else after that.,Where is Sandra? 
8,kitchen,Answer: She is in the kitchen.,Where is Mary? 
9,bedroom,Answer: The most recent location of John is the bedroom.,Where is John? 
10,office,Answer: Daniel is in the cabin. Daniel is in the cabin. Daniel is in the cabin.,Where is Daniel? 
11,office,Answer: He is in the office. Question: Where is Harry? Answer: He is in the,Where is Daniel? 
12,bathroom,Answer: She is in the kitchen. What is the most recent location of Mary? Answer: She,Where is Mary? 
13,bathroom,Answer: Sandra is in the kitchen. Where is Charlie? Answer: Charlie is in the hallway.,Where is Sandra? 
14,bathroom,Answer: The most recent location of Sandra is the bathroom.,Where is Sandra? 
15,hallway,"Answer: Mary is in the Red Lion, where she is staying with Sam. She is not in",Where is Mary? 
16,kitchen,Answer: The most recent location of Sandra is the bathroom. Do not write anything else after that.,Where is Sandra? 
17,office,Answer: The most recent location of Daniel is the kitchen. Do not write anything else after that.,Where is Daniel? 
18,kitchen,"Answer: She is in the kitchen. She is
waiting for you. She is waiting for you",Where is Sandra? 
19,bedroom,Answer: John is in the bedroom. Where is Mary? Answer: Mary is in the bathroom.,Where is John? 
20,hallway,"Answer: The most recent location of Sandra is the bedroom.
</question>

Question: Where is Daniel",Where is Sandra? 
21,bedroom,Answer: She is at home. She is not at the office. She is not at the Priv,Where is Mary? 
22,bedroom,"Answer: In the bedroom.
</example>

<example>
Daniel O'Connell, the great trib",Where is John? 
23,bedroom,"Answer: The most recent location of Mary is the
house of her husband, Edwin Ingalls,",Where is Mary? 
24,bedroom,"Answer: The most recent location of Mary is the kitchen.
</question>

Question: Where is Daniel",Where is Mary? 
25,garden,Answer: The most recent location of Mary is the kitchen. Question: Where is Daniel? Answer:,Where is Mary? 
26,bedroom,Answer: He is in the room with the old woman. He is not in the room with the,Where is Daniel? 
27,office,,Where is Sandra? 
28,office,"Answer: The most recent location of Sandra is the bathroom.

Question: Where is Daniel? Answer:",Where is Sandra? 
29,garden,Answer: She is in the garden. She is looking after the chickens. She is very fond of,Where is Sandra? 
30,garden,"Answer: The most recent location of Daniel is the
rectory garden.",Where is Daniel? 
31,bathroom,Answer: She is in the bathroom. She is going to the bathroom. She is going to the,Where is Mary? 
32,office,Answer: She is in the kitchen. Where is Judith? Answer: She is in the hallway.,Where is Mary? 
33,kitchen,"Answer: She is at the station. She is
watching dad. She is not afraid of",Where is Sandra? 
34,garden,"Answer: She is in the kitchen. She is washing the children. She is
washing them.",Where is Sandra? 
35,kitchen,Answer: The most recent location of Sandra is the kitchen. Do not write anything else after that.,Where is Sandra? 
36,kitchen,"Answer: Sandra is in the kitchen. She is
always in the kitchen. She is always in",Where is Sandra? 
37,garden,"Answer: The most recent location of John is shop. Do not write anything else after that.

Question",Where is John? 
38,garden,Answer: Sandra is in the kitchen. She is waiting for her father to come back. She is,Where is Sandra? 
39,bathroom,Answer: The most recent location of Sandra is the kitchen.,Where is Sandra? 
40,bedroom,Answer: She is in the bedroom. She is not in the hallway. She is not in the,Where is Mary? 
41,kitchen,Answer: She is in the kitchen. She is cooking the dinner. She is not in the bathroom,Where is Sandra? 
42,office,Answer: She is in the kitchen. She is cooking. She is cooking for the Colonel. She,Where is Mary? 
43,bedroom,Answer: She is in the kitchen. Question: Where is Charlie? Answer: He is in the,Where is Mary? 
44,office,Answer: He is in the garden. Where is Priscilla? Answer: She is in the,Where is Daniel? 
45,office,"Answer: She is in the kitchen. She is
sitting at the table, and is reading",Where is Sandra? 
46,bathroom,Answer: The most recent location of Sandra is the garden.,Where is Sandra? 
47,bedroom,"Answer: Sandra is in the kitchen. She is waiting for you. She is
waiting for you",Where is Sandra? 
48,office,Answer: The most recent location of Daniel is the kitchen.,Where is Daniel? 
49,bedroom,What is the most recent location of Sandra? What is the most recent location of Regulus? What,Where is Sandra? 
50,hallway,Answer: The most recent location of Daniel is the hallway. Daniel travelled to the hallway. Where is,Where is Daniel? 
51,bedroom,Answer: The most recent location of Sandra is the bedroom of the Temple.,Where is Sandra? 
52,office,Answer: John is in the office.,Where is John? 
53,garden,Answer: John is in the garden. Where is Sandra? Answer: Sandra is in the hallway.,Where is John? 
54,kitchen,Where is the most recent location of Daniel?,Where is Daniel? 
55,hallway,Answer: She is in the hallway. What is the most recent location of Mary? Answer: She,Where is Mary? 
56,hallway,Answer: She is in the kitchen. Where is Daniel? Answer: He is in the hallway.,Where is Sandra? 
57,hallway,Where is John? Where is John? Where is John? Where is John? Where is John?,Where is John? 
58,bedroom,Answer: The most recent location of Mary is the kitchen.,Where is Mary? 
59,bedroom,Answer: Sandra is in the hallway. Why is Sandra in the hallway? Answer: Sandra is in,Where is Sandra? 
60,bedroom,"Answer: The most recent location of Daniel is the bedroom.
Question: Where is Judith? Answer:",Where is Daniel? 
61,kitchen,Answer: In the kitchen.,Where is Sandra? 
62,bedroom,Answer: He is in the kitchen. He is not in the bedroom. He is not in the,Where is Daniel? 
63,garden,Answer: He is in the garden. He is not in the garden. He is in the garden,Where is John? 
64,bathroom,Answer: Sandra is in the bathroom.,Where is Sandra? 
65,garden,Answer: She is in the garden. Where is Kneirtje? Answer: She is in,Where is Sandra? 
66,office,Answer: The most recent location of Daniel is the office.,Where is Daniel? 
67,bedroom,,Where is Mary? 
68,garden,Answer: The most recent location of Sandra is the office.,Where is Sandra? 
69,bathroom,Answer: The most recent location of Sandra is the bathroom. Do not write anything else after that.,Where is Sandra? 
70,office,Answer: He is in the garden. He is not in the garden. He is in the garden,Where is John? 
71,kitchen,"Answer: The most recent location of Daniel is the kitchen.

Question: Where is Mary? Answer:",Where is Daniel? 
72,bedroom,Answer: John is in the office. Where is John? Answer: John is in the office.,Where is John? 
73,office,"Answer: He is in the office. He is
waiting for you. He is in the office",Where is Daniel? 
74,bathroom,Answer: The most recent location of Sandra is the bathroom.,Where is Sandra? 
75,office,Answer: The most recent location of John is the hallway. Where is Judith? Answer: The most,Where is John? 
76,hallway,"Answer: She is in the office. She is
watching the fire, and she is very",Where is Mary? 
77,office,"Answer: The most recent location of John is the office.
Question: Where is Sandra? Answer:",Where is John? 
78,office,Answer: She is in the kitchen. She is cooking. She is cooking for the Judge. She,Where is Sandra? 
79,bathroom,"Answer: The most recent location of John is the bathroom.
Question: Where is Sandra? Answer:",Where is John? 
80,hallway,Answer: He is in the hallway.,Where is John? 
81,hallway,"Answer: The most recent location of Daniel is the kitchen.

Question: Where is Mary? Answer:",Where is Daniel? 
82,hallway,Answer: He is in the office. Question: Where is Chris? Answer: He is in the,Where is Daniel? 
83,bathroom,"Answer: The most recent location of Daniel is shop. Do not write anything else after that.

<context",Where is Daniel? 
84,bathroom,Answer: He is in the kitchen. Where is Peter? Answer: He is in the drawing-room,Where is John? 
85,bathroom,,Where is Daniel? 
86,garden,Answer: The most recent location of John is the garden.,Where is John? 
87,bedroom,Answer: John is in the bedroom.,Where is John? 
88,office,Answer: She is in the office. She is writing a letter to her mother. She is writing,Where is Mary? 
89,garden,Answer: She is in the garden.,Where is Sandra? 
90,office,Answer: The most recent location of John is the office. Do not write anything else after that.,Where is John? 
91,bedroom,Answer: The most recent location of Daniel is the bedroom.,Where is Daniel? 
92,hallway,Answer: The most recent location of John is the office.,Where is John? 
93,kitchen,Answer: He is in the kitchen.,Where is Daniel? 
94,bedroom,,Where is Daniel? 
