,target,output,question
0,Jeff,"Answer: Jeff

Question: Who did Fred give the football to? Answer: Fred

Question:",Who did Fred give the football to? 
1,Bill,"Answer: Bill

Question: Who did Mary give the milk to? Answer: Fred

Question:",Who did Mary give the milk to? 
2,Jeff,"Answer: Mary
</context>

Question: Who did Mary give the apple to? Answer: Jeff",Who did Fred give the milk to? 
3,milk,"Answer: The apple

Question: Who did Mary give the apple to? Answer: Fred

Question",What did Mary give to Fred? 
4,Fred,,Who received the milk? 
5,apple,Answer: Jeff gave the apple to Mary. Mary gave the apple to Jeff. Mary gave the apple,What did Mary give to Jeff? 
6,apple,"Answer: apple

Question: What did Fred give to Mary? Answer: apple

Question: What",What did Mary give to Jeff? 
7,apple,"Answer: The apple.

Question: What did Mary give to Jeff? Answer: The apple.

Question",What did Fred give to Bill? 
8,Jeff,"Answer: Bill

Question: Who gave the milk to Jeff? Answer: Mary

Question: Who",Who gave the milk to Fred? 
9,Fred,Fred or Mary? Mary gave the apple to Fred. Fred gave the apple to Mary. Mary gave,Who gave the apple to Mary? 
10,Jeff,,Who received the football? 
11,Jeff,"Answer: Jeff

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who did Mary give the football to? 
12,milk,"Answer: The apple

Question: What did Fred give to Bill? Answer: The milk

Question",What did Mary give to Bill? 
13,Bill,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who did Mary give the milk to? 
14,milk,"Answer: The apple.

Question: What did Fred give to Bill? Answer: The apple.

Question",What did Mary give to Bill? 
15,apple,"Answer: The apple.

Question: What did Bill give to Jeff? Answer: The football.

Question",What did Fred give to Mary? 
16,Mary,"Answer: Mary
</question>

</context>

</example>
<example>
Mary gave the football",Who received the football? 
17,apple,Answer: The apple. Fred journeyed to the garden. He gave the apple to Bill. He,What did Fred give to Bill? 
18,Jeff,"Answer: Fred

Question: Who gave the apple to Bill? Answer: Mary

Question: Who",Who received the apple? 
19,Bill,"Answer: Bill
Question: Who did Mary give the apple to? Answer: Fred
Question:",Who did Mary give the football to? 
20,Fred,"Answer: Fred
</context>

Question: Who gave the milk to Jeff? Answer: Fred",Who gave the milk to Jeff? 
21,Mary,"Answer: Fred
</context>

Question: Who gave the apple to Mary? Answer: Fred",Who received the milk? 
22,Mary,"Answer: Fred

Question: What did Fred give to Bill? Answer: milk

Question: What",Who gave the milk? 
23,milk,"Answer: Mary gave the apple to Fred.

Question: What did Mary give to Bill? Answer:",What did Bill give to Mary? 
24,milk,"Answer: milk

Question: What did Mary give to Fred? Answer: apple

Question: What",What did Jeff give to Bill? 
25,football,"Answer: The football.

Question: What did Fred give to Jeff? Answer: The football.

Question",What did Jeff give to Fred? 
26,Mary,"Answer: Bill

Question: Who journeyed to the bedroom? Answer: Jeff

Question: Who",Who gave the football? 
27,Mary,"Answer: Mary
Question: Who journeyed to the garden? Answer: Bill
Question: Who",Who gave the apple to Bill? 
28,Fred,"Answer: Fred

Question: Who gave the apple to Bill? Answer: Mary

Question: Who",Who received the apple? 
29,Mary,Answer: Mary. Question: Who gave the apple to Fred? Answer: Mary. Question: Who,Who gave the milk to Bill? 
30,milk,Answer: Mary gave the apple to Jeff.,What did Mary give to Jeff? 
31,Mary,,Who gave the milk? 
32,Fred,"Answer: Fred

Question: Who gave the apple to Mary? Answer: Fred

Question: Who",Who gave the apple to Mary? 
33,football,Answer: The apple.,What did Bill give to Mary? 
34,apple,"Answer: apple

Question: What did Mary give to Fred? Answer: apple

Question: What",What did Fred give to Mary? 
35,apple,"Answer: The apple.

Question: What did Mary give to Fred? Answer: The football.

Question",What did Fred give to Bill? 
36,Jeff,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Bill

Question:",Who gave the milk? 
37,Bill,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Bill

Question:",Who did Mary give the apple to? 
38,Fred,,Who gave the football to Mary? 
39,milk,"Answer: The milk

Question: Who did Mary give the apple to? Answer: Fred

Question",What did Mary give to Fred? 
40,milk,"Answer: apple

Question: Who did Mary give the apple to? Answer: Bill

Question:",What did Fred give to Mary? 
41,Mary,"Answer: Fred
</context>

</example>
</context>

</example>
</example>
</",Who gave the football? 
42,Fred,Answer: Fred. Question: Who gave the apple to Bill? Answer: Jeff. Question: Who,Who received the apple? 
43,Mary,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Bill

Question:",Who gave the apple? 
44,Fred,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Bill

Question:",Who gave the apple to Bill? 
45,apple,"Answer: apple

Question: What did Mary give to Fred? Answer: apple

Question: What",What did Fred give to Bill? 
46,Fred,Answer: Fred. Question: Who gave the apple to Bill? Answer: Fred. Question: Who,Who received the apple? 
47,Fred,Answer: Fred. Mary gave the apple to Fred. Jeff handed the milk to Fred. Jeff went,Who received the milk? 
48,Mary,,Who received the football? 
49,apple,,What did Bill give to Mary? 
50,apple,"Answer: apple

Question: What did Fred give to Bill? Answer: milk

Question: What",What did Mary give to Fred? 
51,apple,"Answer: apple

Question: What did Arne give to Eli? Answer: song

Question:",What did Fred give to Bill? 
52,apple,"Answer: apple

Question: Who did Mary give the apple to? Answer: Fred

Question:",What did Fred give to Bill? 
53,milk,"Answer: milk

Question: What did Fred give to Bill? Answer: milk

Question: What",What did Jeff give to Fred? 
54,Mary,"Answer: Bill

Question: Who gave the football to Jeff? Answer: Fred

Question: Who",Who received the milk? 
55,Jeff,Jeff. Who gave the milk? Bill. Who gave the apple? Mary. Who gave the apple,Who gave the football? 
56,Bill,"Answer: Fred

Question: Who gave the apple to Mary? Answer: Mary

Question: Who",Who gave the football to Fred? 
57,Mary,"Answer: Fred

Question: Who gave the milk to Jeff? Answer: Mary

Question: Who",Who received the football? 
58,Mary,"Answer: Jeff

<example>
Mary gave the apple to Fred. Mary journeyed to the kitchen",Who gave the football to Fred? 
59,Jeff,"Answer: Jeff

Question: Who did Mary give the apple to? Answer: Fred

Question:",Who did Bill give the milk to? 
60,Fred,"Answer: Fred
</question>
</context>
</example>
</example>
</example>
</",Who gave the football to Jeff? 
61,Jeff,Answer: Mary. Who gave the apple to Fred? Answer: Mary. Who gave the apple to,Who gave the apple to Fred? 
62,Bill,"Answer: Mary
Question: Who gave the apple to Fred? Answer: Mary
Question: Who",Who received the milk? 
63,Jeff,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Eleanore",Who did Bill give the apple to? 
64,milk,"Answer: apple
Question: Who did Mary give the apple to? Answer: Bill
Question:",What did Mary give to Fred? 
65,Jeff,Answer: Mary. Mary gave the apple to Fred. Mary handed the football to Bill. Mary gave,Who received the apple? 
66,Jeff,"Answer: Fred

<example>
Jeff gave the apple to Bill. Who did Mary give the apple",Who gave the apple to Bill? 
67,apple,"Answer: apple
</context>

Question: What did Fred give to Bill? Answer: milk",What did Mary give to Fred? 
68,Bill,"Answer: Fred
</question>

<example>
Mary gave the apple to Fred. Mary gave the",Who did Fred give the apple to? 
69,Jeff,Answer: Fred. Who gave the apple to Bill? Answer: Jeff. Who gave the apple to,Who gave the apple? 
70,Bill,"Answer: Fred

Question: Who gave the apple to Mary? Answer: Mary

Question: Who",Who gave the milk to Fred? 
71,Bill,Answer: Jeff gave the football to Bill. Jeff gave the apple to Bill. Jeff gave the apple,Who did Jeff give the football to? 
72,Fred,"Answer: Jeff

Question: Who gave the apple? Answer: Fred

Question: Who gave the",Who gave the milk? 
73,apple,"Answer: apple

Question: Who did Mary give the apple to? Answer: Fred

Question:",What did Mary give to Bill? 
74,Jeff,"Answer: Jeff
</context>

Question: Who gave the football to Jeff? Answer: Mary",Who received the milk? 
75,Bill,"Answer: Mary
</context>

Question: Who did Mary give the apple to? Answer: Fred",Who did Fred give the milk to? 
76,Bill,Answer: Fred. Question: Who gave the apple to Mary? Answer: Bill. Question: Who,Who gave the apple? 
77,Jeff,"Answer: Fred

Question: Who gave the apple to Bill? Answer: Jeff

Question: Who",Who gave the apple? 
78,Fred,"Answer: Fred

Question: Who gave the apple to Mary? Answer: Bill

Question: Who",Who received the football? 
79,football,"Answer: The apple

Question: What did Jeff give to Jeff? Answer: The milk

Question",What did Mary give to Fred? 
80,Mary,"Answer: Fred

Question: Who did Mary give the apple to? Answer: Bill

Question:",Who did Jeff give the apple to? 
81,football,"Answer: The apple.

Question: What did Mary give to Fred? Answer: The apple.

Question",What did Jeff give to Mary? 
82,Mary,Mary or Jeff? Mary or Bill? Mary or Fred? Mary or Jeff? Mary or Bill?,Who received the milk? 
83,milk,"Answer: The apple.

Question: What did Mary give to Bill? Answer: The milk.

Question",What did Mary give to Fred? 
