,target,output,question
0,bedroom,Answer: The bathroom is east of the hallway. The hallway is east of the bathroom. The hallway,What is the bathroom east of?
1,kitchen,Answer: kitchen. Question: What is west of the bedroom? Answer: garden. Question: What,What is south of the office?
2,garden,Answer: garden. Question: What is south of the office? Answer: hallway. Question: What,What is north of the office?
3,garden,Answer: The garden is west of the bedroom. What is west of the bedroom? Answer: The,What is the bedroom north of?
4,garden,"Answer: bedroom

Question: What is the kitchen south of? Answer: garden

Question: What",What is the bathroom south of?
5,office,Answer: The kitchen is north of the bedroom. Question: What is west of the bedroom? Answer,What is north of the bedroom?
6,bathroom,Answer: the kitchen. Question: What is west of the bedroom? Answer: the kitchen. Question,What is north of the garden?
7,bedroom,"Answer: garden
</context>

Question: What is south of the kitchen? Answer: bedroom",What is west of the office?
8,kitchen,Answer: The garden is west of the bedroom.,What is the garden south of?
9,bathroom,"Answer: bedroom
</example>
</context>
</example>
</context>
</example>
</",What is the hallway north of?
10,bedroom,"Answer: The bedroom is south of the hallway. The Southern troops, divining his intention, poured",What is south of the hallway?
11,office,Answer: the kitchen. Question: What is west of the bedroom? Answer: the garden. Question,What is east of the bedroom?
12,hallway,"Answer: bedroom
Question: What is west of the bedroom? Answer: garden
Question: What",What is north of the garden?
13,bedroom,"Answer: garden
</question>

Question: What is the bedroom east of? Answer: bedroom",What is the garden west of?
14,hallway,"Answer: bedroom

Question: But the difference lies far more in the practical working of the Constitution than",What is east of the bathroom?
15,bathroom,,What is the office west of?
16,bathroom,"Answer: garden

Question: What is west of the bathroom? Answer: garden

Question: What",What is west of the bedroom?
17,kitchen,Answer: bedroom. Question: What is west of the bedroom? Answer: garden. Question: What,What is north of the hallway?
18,bathroom,"Answer: bedroom
Question: What is west of the bedroom? Answer: garden
Question: What",What is south of the kitchen?
19,office,"Answer: bedroom
Question: What is west of the kitchen? Answer: garden
Question: What",What is south of the bedroom?
20,bedroom,"Answer: garden.

Question: What is west of the bedroom? Answer: garden.

Question: What",What is west of the hallway?
21,office,"Answer: garden
Question: What is west of the bedroom? Answer: kitchen
Question: What",What is east of the bedroom?
22,bedroom,"Answer: bedroom
Question: What is the kitchen north of? Answer: garden
Question: What",What is the hallway south of?
23,kitchen,"Answer: garden

Question: What is south of the kitchen? Answer: hallway

Question: What",What is west of the bedroom?
24,bedroom,Answer: bedroom. Question: What is west of the bedroom? Answer: garden. Question: What,What is south of the bathroom?
25,hallway,"Answer: bedroom


Question: What is the kitchen south of? Answer: bedroom


Question: What",What is west of the bathroom?
26,office,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the hallway?
27,bedroom,Answer: The garden is east of the office. Question: What is west of the kitchen? Answer,What is east of the office?
28,garden,Answer: garden. Do not write anything else after that.,What is west of the bathroom?
29,kitchen,"Answer: garden
Question: What is the kitchen south of? Answer: bedroom
Question: What",What is the garden north of?
30,office,Answer: The street.,What is east of the garden?
31,bathroom,"Answer: bedroom

Question: What is west of the kitchen? Answer: garden

Question: What",What is south of the hallway?
32,garden,Answer: garden. Question: What is west of the office? Answer: bedroom. Question: What,What is east of the office?
33,bedroom,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the hallway?
34,garden,Answer: The kitchen is east of the hallway. The bedroom is west of the kitchen. What is,What is the hallway east of?
35,kitchen,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the hallway?
36,bathroom,"Answer: bedroom
</context>

Question: What is the kitchen south of? Answer: bedroom",What is the kitchen west of?
37,kitchen,Answer: The bathroom is west of the kitchen. The bedroom is north of the kitchen. What is,What is the bathroom west of?
38,bathroom,Answer: The garden is west of the bedroom. What is west of the bedroom? Answer: The,What is the garden south of?
39,bedroom,"Answer: bedroom

Question: What is the kitchen south of? Answer: garden

Question: What",What is the garden south of?
40,bedroom,"Answer: bedroom
Question: What is west of the kitchen? Answer: garden
Question: What",What is west of the bathroom?
41,garden,"Answer: garden
Question: What is east of the office? Answer: hallway
Question: What",What is west of the office?
42,bathroom,Answer: the kitchen. Question: What is south of the kitchen? Answer: the bedroom. Question,What is west of the hallway?
43,hallway,"Answer: bedroom
Question: What is west of the bedroom? Answer: garden
Question: What",What is north of the kitchen?
44,bathroom,Answer: The bedroom is north of the kitchen. [1] The kitchen is north of the bedroom,What is the hallway north of?
45,office,Answer: The bedroom is south of the kitchen. The kitchen is south of the bedroom. The kitchen,What is the bedroom south of?
46,kitchen,"Answer: garden
</context>

Question: What is the garden south of the office? Answer:",What is west of the office?
47,bedroom,"Answer: The hallway is south of the office. The study of nature, to which he was devoted",What is south of the office?
48,office,"Answer: bedroom
Question: What is the kitchen west of? Answer: garden
Question: What",What is the kitchen east of?
49,hallway,Answer: the hallway. Question: What is south of the hallway? Answer: the kitchen. Question,What is south of the bathroom?
50,hallway,Answer: The kitchen.,What is east of the bathroom?
51,bathroom,"Answer: bedroom

Question: What is the kitchen south of? Answer: bedroom

Question: What",What is the office south of?
52,office,Answer: The hallway is east of the kitchen. The bedroom is west of the kitchen. What is,What is the hallway east of?
53,kitchen,"Answer: The kitchen
Question: What is the kitchen north of? Answer: The bedroom
Question",What is the bedroom south of?
54,kitchen,The bedroom is west of the kitchen. What is the kitchen south of? The garden is west of,What is the hallway west of?
55,bathroom,Answer: The kitchen. Question: What is the kitchen west of? Answer: The garden. Question,What is the bedroom east of?
56,bedroom,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is the kitchen south of?
57,office,"Answer: the bedroom
</context>

</example>
</example>
</example>
</example>",What is the kitchen west of?
58,kitchen,Answer: The hallway is south of the kitchen. The bedroom is north of the kitchen. What is,What is the hallway south of?
59,office,Answer: the kitchen. Question: What is the kitchen west of? Answer: the garden. Question,What is the bedroom east of?
60,bathroom,Answer: The bathroom is east of the kitchen. I don't think he'll make much headway,What is east of the kitchen?
61,kitchen,Answer: the kitchen. Question: What is the kitchen north of? Answer: the bathroom. Question,What is the bathroom south of?
62,bedroom,"Answer: bedroom
Question: What is the kitchen south of? Answer: bathroom
Question: What",What is the kitchen north of?
63,kitchen,Answer: The kitchen. Question: What is the kitchen south of? Answer: The bedroom. Question,What is the garden east of?
64,kitchen,"Answer: bedroom

Question: What is west of the bedroom? Answer: garden

Question: What",What is south of the hallway?
65,kitchen,Answer: the kitchen. Question: What is the kitchen west of? Answer: the bedroom. Question,What is the garden east of?
66,hallway,"Answer: bedroom
Question: What is west of the bedroom? Answer: garden
Question: What",What is north of the garden?
67,garden,"Answer: the kitchen.

Question: What is the kitchen north of? Answer: the bedroom.

Question",What is the bedroom south of?
68,garden,"Answer: bedroom

Question: What is the kitchen north of? Answer: garden

Question: What",What is the hallway south of?
69,office,Answer: garden. Question: What is north of the kitchen? Answer: bedroom. Question: What,What is west of the kitchen?
70,bedroom,Answer: The garden is east of the office. The same thing can be said of that very rare,What is east of the office?
71,hallway,Answer: The bedroom is south of the kitchen. The kitchen is the place where the servants and the,What is south of the kitchen?
72,bedroom,Answer: the kitchen. Question: What is west of the garden? Answer: the bedroom. Question,What is east of the garden?
73,bedroom,Answer: garden. Question: What is west of the garden? Answer: bedroom. Question: What,What is west of the kitchen?
74,kitchen,Answer: The office is west of the office. The office is west of the office. The office,What is the office west of?
75,bathroom,"Answer: garden
Question: What is the bedroom east of? Answer: kitchen
Question: What",What is the bedroom west of?
76,office,"Answer: bedroom

Question: What is the kitchen south of? Answer: bedroom

Question: What",What is the bathroom south of?
77,hallway,Answer: The kitchen. Question: What is south of the kitchen? Answer: The bedroom. Question,What is north of the garden?
