,target,output,question
0,kitchen,"Answer: In the bedroom. Do not write anything else after that.

<example>
The King of",Where is the football? 
1,garden,"Answer: The milk is in the kitchen.

Question: Where is the bottle? Answer: The bottle",Where is the milk? 
2,bedroom,"Answer: The apple is in the bedroom.

Question: Where is the milk? Answer: The milk",Where is the apple? 
3,bedroom,"Answer: In the kitchen. Do not write anything else after that.

<example>
The Good Hope",Where is the apple? 
4,kitchen,"Answer: The apple is in the kitchen. Do not write anything else after that.

Question: Where",Where is the apple? 
5,hallway,"Answer: The apple is in the hallway.

Question: Where is the milk? Answer: The milk",Where is the apple? 
6,kitchen,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
7,garden,Answer: The milk is in the kitchen. Question: Where is the milk? Answer: The milk,Where is the milk? 
8,bedroom,"Answer: The milk is in the bedroom.

Question: Where is the milk? Answer: The milk",Where is the milk? 
9,bathroom,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
10,bathroom,"Answer: In the dispensary. Do not write anything else after that.

<example>
Charlie went",Where is the football? 
11,bedroom,Answer: The milk is in the milk-pot. Question: Where is the milk? Answer:,Where is the milk? 
12,bathroom,"Answer: In the kitchen. Do not write anything else after that.

<example>
The apple is",Where is the apple? 
13,kitchen,Answer: In the office.,Where is the football? 
14,bedroom,"Answer: The apple is in the kitchen. Do not write anything else after that.

<example>",Where is the apple? 
15,garden,"Answer: In the garden.

Question: Where is the apple? Answer: In the hallway.

Question",Where is the apple? 
16,bedroom,"Answer: In the kitchen. Do not write anything else after that.

<example>
The football is",Where is the football? 
17,bedroom,"Answer: The apple is in the bedroom.

Question: Where is the pilot? Answer: The pilot",Where is the apple? 
18,garden,"Answer: The milk is in the kitchen. Do not write anything else after that.

Question: Where",Where is the milk? 
19,garden,"Answer: The milk is in the kitchen. Do not write anything else after that.

<example>",Where is the milk? 
20,office,"Answer: The apple is in the kitchen.

Question: Where is the door? Answer: The door",Where is the apple? 
21,bedroom,"Answer: In the kitchen.

Question: Where is the milk? Answer: In the kitchen.

Question",Where is the milk? 
22,garden,"Answer: The milk is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the milk? 
23,bathroom,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
24,office,"Answer: The apple is in the kitchen.

Question: Where is the screw driver? Answer: The",Where is the apple? 
25,garden,"Answer: The football is in the kitchen.

Question: Where is the screw driver? Answer: The",Where is the football? 
26,garden,"Answer: The football is in the garden.
</question>

Question: Where is the milk? Answer",Where is the football? 
27,bedroom,Answer: The apple is in the hallway.,Where is the apple? 
28,hallway,"Answer: The apple is in the hallway.

Question: Where is the camel? Answer: The camel",Where is the apple? 
29,hallway,"Answer: The apple is in the kitchen. Do not write anything else after that.

Question: Where",Where is the apple? 
30,hallway,"Answer: The apple is in the kitchen.

Question: Where is the screw driver? Answer: The",Where is the apple? 
31,garden,"Answer: In the kitchen. Do not write anything else after that.

Question: Where is the screw",Where is the football? 
32,hallway,"Answer: The apple is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the apple? 
33,kitchen,Answer: The football is in the kitchen.,Where is the football? 
34,hallway,"Answer: The milk is in the kitchen.

Question: Where is the apple? Answer: The apple",Where is the milk? 
35,kitchen,"Answer: The apple is in the kitchen.

Question: Where is the milk? Answer: The milk",Where is the apple? 
36,office,Answer: The milk is in the kitchen. Do not write anything else after that.,Where is the milk? 
37,hallway,"Answer: The milk is in the hallway.

Question: Where is the football? Answer: The football",Where is the milk? 
38,bathroom,"Answer: The milk is in the bathroom.

Question: Where is the apple? Answer: The apple",Where is the milk? 
39,bathroom,"Answer: The milk is in the kitchen. Do not write anything else after that.

Question: Where",Where is the milk? 
40,bathroom,Answer: In the garden. Question: Where is the apple? Answer: In the garden. Question,Where is the football? 
41,hallway,"Answer: The football is in the garden.
Question: Where is the apple? Answer: The apple",Where is the football? 
42,garden,"Answer: The apple is in the kitchen.

Question: Where is the football? Answer: The football",Where is the apple? 
43,bedroom,"Answer: The apple is in the garden.
Question: Where is the milk? Answer: The milk",Where is the apple? 
44,kitchen,Answer: The milk is in the kitchen. Do you want to go to the kitchen? Answer:,Where is the milk? 
45,bedroom,"Answer: The milk is in the kitchen. Do not write anything else after that.

<example>",Where is the milk? 
46,hallway,"Answer: In the kitchen.

Question: Where is the football? Answer: In the garden.

Question",Where is the apple? 
47,garden,"Answer: The milk is in the kitchen.
Question: Where is the milk? Answer: The milk",Where is the milk? 
48,kitchen,"Answer: In the kitchen. Do not write anything else after that.

<example>
Charlie went to",Where is the football? 
