"target","output","question"
"Jeff","Fred","Who did Fred give the football to? "
"Bill","Fred","Who did Mary give the milk to? "
"Jeff","Answer: Fred gave the milk to the cat.","Who did Fred give the milk to? "
"milk","milk","What did Mary give to Fred? "
"Fred","Fred","Who received the milk? "
"apple","apple","What did Mary give to Jeff? "
"apple","Fred","What did Mary give to Jeff? "
"apple","Fred gave Bill a","What did Fred give to Bill? "
"Jeff","Fred","Who gave the milk to Fred? "
"Fred","Fred","Who gave the apple to Mary? "
"Jeff","Fred","Who received the football? "
"Jeff","Fred","Who did Mary give the football to? "
"milk","Bill--I won't get drunk! Not accustomed to it--Are there any provisions on board","What did Mary give to Bill? "
"Bill","Fred","Who did Mary give the milk to? "
"milk","milk","What did Mary give to Bill? "
"apple","apple","What did Fred give to Mary? "
"Mary","Jeff","Who received the football? "
"apple","Fred gave to Bill a","What did Fred give to Bill? "
"Jeff","Who received the apple?","Who received the apple? "
"Bill","Fred","Who did Mary give the football to? "
"Fred","Fred","Who gave the milk to Jeff? "
"Mary","Who received the milk? Who received the milk? Who received the milk? Who received the milk?","Who received the milk? "
"Mary","Fred","Who gave the milk? "
"milk","(1)","What did Bill give to Mary? "
"milk","Fred","What did Jeff give to Bill? "
"football","Fred","What did Jeff give to Fred? "
"Mary","Who gave the apple? Who gave the ball? Who gave the apple? Who gave the ball?","Who gave the football? "
"Mary","Fred","Who gave the apple to Bill? "
"Fred","Fred","Who received the apple? "
"Mary","Mary","Who gave the milk to Bill? "
"milk","A","What did Mary give to Jeff? "
"Mary","Fred","Who gave the milk? "
"Fred","Bill","Who gave the apple to Mary? "
"football","Jeff","What did Bill give to Mary? "
"apple","Jeff","What did Fred give to Mary? "
"apple","Fred gave to Bill a book","What did Fred give to Bill? "
"Jeff","Fred. Answer: Jeff. The following remark is from the Quarterly Review, in its review of the","Who gave the milk? "
"Bill","Fred.","Who did Mary give the apple to? "
"Fred","Fred","Who gave the football to Mary? "
"milk","Mary","What did Mary give to Fred? "
"milk","Fred gave to Mary","What did Fred give to Mary? "
"Mary","Who gave the football? Who gave the football? Who gave the football? Who gave the football?","Who gave the football? "
"Fred","Fred. Question: Who received the apple? Fred.","Who received the apple? "
"Mary","Answer: I did.","Who gave the apple? "
"Fred","Fred.","Who gave the apple to Bill? "
"apple","apple","What did Fred give to Bill? "
"Fred","Fred. Answer: Bill. Question: Who received the apple? Fred. Answer: Bill. Question","Who received the apple? "
"Fred","Fred","Who received the milk? "
"Mary","Fred","Who received the football? "
"apple","Fred","What did Bill give to Mary? "
"apple","Fred","What did Mary give to Fred? "
"apple","Answer: Milk.","What did Fred give to Bill? "
"apple","Fred gave to Bill a","What did Fred give to Bill? "
"milk","Bill","What did Jeff give to Fred? "
"Mary","Who received the milk? Who received the milk? Who received the milk? Who received the milk?","Who received the milk? "
"Jeff","Who gave the football?","Who gave the football? "
"Bill","Bill","Who gave the football to Fred? "
"Mary","Jeff received the football. He received the football. Jeff received the football. He received the football.","Who received the football? "
"Mary","Jeff","Who gave the football to Fred? "
"Jeff","Jeff. Question: Who did Jeff give the milk to? Bill. Question: Who did Fred give","Who did Bill give the milk to? "
"Fred","Fred","Who gave the football to Jeff? "
"Jeff","Mary","Who gave the apple to Fred? "
"Bill","Jeff Question: Who received the milk? Jeff","Who received the milk? "
"Jeff","Fred","Who did Bill give the apple to? "
"milk","apple","What did Mary give to Fred? "
"Jeff","Fred","Who received the apple? "
"Jeff","Jeff","Who gave the apple to Bill? "
"apple","Fred.","What did Mary give to Fred? "
"Bill","Mary","Who did Fred give the apple to? "
"Jeff","Bill","Who gave the apple? "
"Bill","Bill Question: Who passed the milk to Fred? Bill","Who gave the milk to Fred? "
"Bill","Bill.","Who did Jeff give the football to? "
"Fred","Bill.","Who gave the milk? "
"apple","Mary","What did Mary give to Bill? "
"Jeff","Fred","Who received the milk? "
"Bill","Fred","Who did Fred give the milk to? "
"Bill","Bill","Who gave the apple? "
"Jeff","Jeff","Who gave the apple? "
"Fred","Fred","Who received the football? "
"football","Fred","What did Mary give to Fred? "
"Mary","Fred","Who did Jeff give the apple to? "
"football","(none)","What did Jeff give to Mary? "
"Mary","Who received the milk? Who received the milk? Who received the milk? Who received the milk?","Who received the milk? "
"milk","Fred","What did Mary give to Fred? "
"Mary","Mary. Question: Who gave the milk? Mary","Who gave the milk? "
"Bill","Fred","Who gave the milk to Mary? "
"Mary","0","Who received the football? "
"Fred","Who gave the apple?","Who gave the apple? "
"milk","Fred gave Bill a beautiful young woman. The Hindus construct a peculiar kind of flute,","What did Fred give to Bill? "
"Fred","Fred. Answer: Fred. Question: Who did Bill give the milk to? Fred. Answer:","Who did Bill give the milk to? "
"Jeff","Fred","Who gave the apple? "
"Fred","Fred","Who did Bill give the apple to? "
"Bill","Jeff gave the football to Jeff. Jeff gave the football to Jeff. Jeff gave the football to Jeff","Who gave the football to Jeff? "
"Bill","Mary","Who did Jeff give the apple to? "
"milk","Mary","What did Mary give to Bill? "
"Mary","Bill.","Who did Bill give the milk to? "
"Mary","Mary","Who gave the milk to Jeff? "
"Fred","Fred. Question: Who gave the milk? Fred. Question: Who gave the milk? Fred.","Who gave the milk? "
"Bill","Who received the milk?","Who received the milk? "
"Fred","I was      engaged reading, and did not exchange words with the football. ""After we had","Who gave the football? "
