"target","output","question"
"kitchen","Where is the football?","Where is the football? "
"garden","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bedroom","Where is the apple?","Where is the apple? "
"bedroom","Pauline","Where is the apple? "
"kitchen","Where is the apple?","Where is the apple? "
"hallway","Sam","Where is the apple? "
"kitchen","Where is the milk?","Where is the milk? "
"garden","Fred","Where is the milk? "
"bedroom","Where is the milk?","Where is the milk? "
"bathroom","Fred","Where is the milk? "
"bathroom","Where is the football?","Where is the football? "
"bedroom","The story","Where is the milk? "
"bathroom","Mary","Where is the apple? "
"kitchen","Mary","Where is the football? "
"bedroom","Where is the apple?","Where is the apple? "
"garden","(mouse)","Where is the apple? "
"bedroom","- It is in the hands of the police.","Where is the football? "
"bedroom","Fred","Where is the apple? "
"garden","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"garden","Where is the milk?","Where is the milk? "
"office","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"bedroom","Fred","Where is the milk? "
"garden","In the garden","Where is the milk? "
"bathroom","John","Where is the milk? "
"office","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"garden","Mary","Where is the football? "
"garden","ball","Where is the football? "
"bedroom","In the refrigerator, the apple is.","Where is the apple? "
"hallway","In the tree. Question: Where is the apple? In the tree. Question: Where is the","Where is the apple? "
"hallway","Sam","Where is the apple? "
"hallway","Where is the orange?","Where is the apple? "
"garden","Where is the baseball? Where is the basketball? Where is the tennis? Where is the golf?","Where is the football? "
"hallway","The apple is in the bathroom.","Where is the apple? "
"kitchen","Mary","Where is the football? "
"hallway","milk","Where is the milk? "
"kitchen","In the hand of the governor of the province of the governor of the province of the governor of the","Where is the apple? "
"office","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"hallway","Fred","Where is the milk? "
"bathroom","Where is the milk?","Where is the milk? "
"bathroom","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bathroom","Where is the football?","Where is the football? "
"hallway","Where is the football?","Where is the football? "
"garden","Fred","Where is the apple? "
"bedroom","Pierre","Where is the apple? "
"kitchen","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bedroom","(The answer to this question may be found in the area of the country that is known as the","Where is the milk? "
"hallway","The girl","Where is the apple? "
"garden","(answer) Answer: In the refrigerator.","Where is the milk? "
"kitchen","Mary","Where is the football? "
"bathroom","Where is the football?","Where is the football? "
"garden","Answer: In the refrigerator.","Where is the milk? "
"bedroom","John. Answer: In the garden of England. Question: Where is the apple? Fred. Answer","Where is the apple? "
"hallway","Mary","Where is the milk? "
"hallway","Fred","Where is the milk? "
"office","Fred","Where is the milk? "
"kitchen","Mary","Where is the apple? "
"bathroom","Fred","Where is the milk? "
"bathroom","John","Where is the milk? "
"office","The football is in the hands of the footballer.","Where is the football? "
"garden","Fred","Where is the football? "
"kitchen","Jeff","Where is the apple? "
"bathroom","Where is the apple?","Where is the apple? "
"garden","Fred","Where is the football? "
"bathroom","Answer: ""I think it is in the refrigerator. I think it is in the refrigerator. I","Where is the milk? "
"bathroom","Where is the milk?","Where is the milk? "
"hallway","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bedroom","(Ganymede)","Where is the football? "
"garden","Fred","Where is the football? "
"bedroom","football","Where is the football? "
"bathroom","""Where is the apple?"" ""Where is the apple?"" ""Where is the apple?"" ""Where","Where is the apple? "
"garden","Where is the apple?","Where is the milk? "
"office","Fred","Where is the milk? "
"office","Where is the football?","Where is the football? "
"hallway","Mary   to keep off the sun from a window."" )_, a small sort of canopy or","Where is the football? "
"garden","In the kitchen","Where is the football? "
"office","Where is the milk?","Where is the milk? "
"kitchen","Mary","Where is the football? "
"office","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"kitchen","John","Where is the apple? "
"kitchen","Fred","Where is the football? "
"office","football","Where is the football? "
"kitchen","In the garden.","Where is the apple? "
"office","Mary. Answer: No, I didn't.","Where is the apple? "
"bathroom","Where is the football?","Where is the football? "
"bathroom","John","Where is the football? "
"office","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bathroom","Daniel","Where is the apple? "
"bedroom","Fred","Where is the milk? "
"hallway","Mary","Where is the apple? "
"bedroom","John","Where is the milk? "
"bedroom","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"bathroom","I am.","Where is the football? "
"bedroom","Where is the football?","Where is the football? "
"bedroom","Where is the football?","Where is the football? "
"bedroom","Fred","Where is the apple? "
"kitchen","In the bedroom.","Where is the football? "
"garden","Mary","Where is the milk? "
"office","The milk is on the floor.","Where is the milk? "
"bedroom","John","Where is the milk? "
"kitchen","Mary","Where is the apple? "
