"target","output","question"
"bathroom","What is her relationship to Peter? What is her relationship to the Zouaves? What is","Where is Mary? "
"bedroom","Is she still in the city, or has she gone back to the country? Is she still","Where is Sandra? "
"kitchen","The F is the answer.  <text>     <context>the F is the answer</","Where is Mary? "
"bathroom","I can't find her. I'm sure she's here somewhere. I've looked everywhere. I","Where is Mary? "
"kitchen","I can't find her.  Answer: She's in the kitchen.  Question: What is she doing","Where is Sandra? "
"hallway","I am not sure that I am not a slave. I am not sure that I am not","Where is Sandra? "
"bedroom","Sandra looked around the kitchen. She was not there. She was not in the living room.","Where is Mary? "
"office","Context: ""I'm no sure whether the doctor's been a'most as good as the","Where is Sandra? "
"office","What is her job?  Answer: Mary is the founder of the Scottish Women's Hospitals for Foreign Service","Where is Mary? "
"kitchen","What is she doing?  Answer: Sandra is in the kitchen. She is preparing the meal.  Question","Where is Sandra? "
"bedroom","What is she doing? What is she like?  Answer: She is in the Temple, and is","Where is Mary? "
"office","He is in the garden. ""I will go and tell him."" ""No, you must not","Where is Daniel? "
"office","Answer: He was in the cornfield.     Question: What was the result of the surprise?","Where is Daniel? "
"office","I can't find him.  Answer: He's in the kitchen.  Question: Where is the","Where is John? "
"hallway","I have not seen her since the Convention. I have been in the office, and have seen","Where is Sandra? "
"bedroom","He is in the hospital. He is in the hospital. He is in the hospital. He is","Where is Daniel? "
"bathroom","She is in the spider's web, and is speedily recaptured by the sticky matter.","Where is Sandra? "
"garden","Footnote 284:    [The new church of St. Alipe, which was built in","Where is Sandra? "
"bedroom","Answer: He is in the kitchen.  Question: Where is the mouse? Answer: It is in","Where is John? "
"hallway","She is not in the house, and she is not in the garden. She is not","Where is Mary? "
"hallway","I can't find him.  Answer: He's in the hallway. I'll give you a hint","Where is John? "
"bathroom","He's not here.  Answer: ""He's not here."" is a very common way of saying","Where is John? "
"office","I don't know as I don't know her. I don't know her. I don","Where is Mary? "
"hallway","He is in the clouds.  Answer: He is in the clouds.  Question: What did he see","Where is John? "
"garden","""I'm not a bit afraid of lending to you, but I have lent my money already.""","Where is Sandra? "
