"target","output","question"
"Jeff","(answer: Jeff) </question>  Question: Who did Fred give the milk to? (answer","Who did Fred give the milk to? "
"apple","(answer: the apple) </question>  Question: What did Fred give to Mary? (answer","What did Mary give to Jeff? "
"Jeff","(answer: Jeff) </question>  Question: Who gave the apple to Jeff? (answer:","Who received the football? "
"milk","(answer: the milk) </question>  Question: What did Mary hand to Bill? (answer","What did Mary give to Bill? "
"Jeff","(answer: Jeff) </question>  Question: Who passed the apple to Jeff? (answer:","Who received the apple? "
"Mary","(answer: Mary) </question>  Question: Who gave the milk to Fred? (answer:","Who gave the milk? "
"Mary","(Answer: Jeff) </question>  Question: Who gave the football to Mary? (Answer:","Who gave the football? "
"milk","(Answer: milk) </question>  Question: What did Jeff give to Mary? (Answer:","What did Mary give to Jeff? "
"apple","(Answer: apple) </question>  Question: What did Mary give to Fred? (Answer:","What did Fred give to Mary? "
"Fred","(Answer: Fred) </question>  Question: Who gave the football to Mary? (Answer:","Who gave the football to Mary? "
"Fred","(Answer: Fred) </question>  Question: Who received the apple? (Answer: Fred)","Who received the apple? "
"Fred","(Answer: Fred) </question>  Question: Who received the apple? (Answer: Fred)","Who received the apple? "
"apple","(Answer: apple) </question>  Question: What did Mary give to Fred? (Answer:","What did Mary give to Fred? "
"Mary","(Answer: Mary) </question>  Question: Who received the milk? (Answer: Mary)","Who received the milk? "
"Mary","(Answer: Mary) </question>  Question: Who gave the football to Fred? (Answer:","Who gave the football to Fred? "
"Bill","(Answer: Bill) </question>  Question: Who received the milk? (Answer: Bill)","Who received the milk? "
"Jeff","(Answer: Jeff) </question>  Question: Who gave the apple to Bill? (Answer:","Who gave the apple to Bill? "
"Bill","(Answer: Bill) </question>  Question: Who gave the milk to Fred? (Answer:","Who gave the milk to Fred? "
"Jeff","(Answer: Bill) </question>  Question: Who received the milk? (Answer: Bill)","Who received the milk? "
"Fred","(Answer: Fred) </question>  Question: Who received the football? (Answer: Fred)","Who received the football? "
"Mary","(Answer: Jeff) </question>  Question: Who received the milk? (Answer: Jeff)","Who received the milk? "
"Mary","(Answer: Mary) </question>  Question: Who received the football? (Answer: Mary)","Who received the football? "
"Bill","(Answer: Fred) </question>  Question: Who gave the apple? (Answer: Fred)","Who gave the apple? "
"Bill","(Answer: Bill) </question>  Question: Who gave the milk to Mary? (Answer:","Who gave the milk to Mary? "
"Fred","(Answer: Fred) </question>  Question: Who did Bill give the apple to? (Answer","Who did Bill give the apple to? "
