"target","output","question"
"bathroom","Answer: In the kitchen. Question: What is she doing? Answer: Making a cake. Question","Where is Mary? "
"bedroom","Answer: In the kitchen, making a cake. Question: What is she making a cake for","Where is Sandra? "
"kitchen","Answer: In the garden. Question: What is she doing? Answer: She is weeping","Where is Mary? "
"bathroom","Answer: In the bathroom. Question: Where is John? Answer: In the bathroom. Question","Where is Mary? "
"kitchen","(Sandra is a girl who is in the story.)  Answer: Sandra is in the story,","Where is Sandra? "
"hallway","Answer: In the hallway. Question: What is Sandra doing? Answer: She is travelling","Where is Sandra? "
"bedroom","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is","Where is Mary? "
"office","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question","Where is Sandra? "
"office","Answer: In the kitchen. Question: What is Mary doing? Answer: She is making a","Where is Mary? "
"kitchen","Answer: In the kitchen. By the way, I have just been told that Sandra is a","Where is Sandra? "
"bedroom","What is the matter with her?  What is the matter with her?  What is","Where is Mary? "
"office","Answer: In the garden. Question: Where is Daniel? Answer: In the garden. Question","Where is Daniel? "
"office","What is he doing? What is he thinking of?  Answer: Daniel is in the garden of the","Where is Daniel? "
"office","Answer: In the office. Question: What's he doing? Answer: Nothing. Question: What","Where is John? "
"hallway","Answer: In the 5th verse of the 6th chapter of the 1st","Where is Sandra? "
"bedroom","Answer: In the Devil's Den. [Illustration: THE DEVIL'S DEN]  The Devil","Where is Daniel? "
"bathroom","What is the name of the place where the      souls of the dead are judged?","Where is Sandra? "
"garden","What is she doing?  Answer: Sandra is in the kitchen. She is making a cake.  Question","Where is Sandra? "
"bedroom","Answer: In the country. Question: Where is John? Answer: In the country. Question","Where is John? "
"hallway","What is the name of the ship? What is the name of the man? What is the name","Where is Mary? "
"hallway","Answer: In the hallway. Question: What is he doing? Answer: He is going to the","Where is John? "
"bathroom","Answer: He is in the wood. Question: What is he doing there? Answer: He","Where is John? "
"office","Answer: In the kitchen. Question: Where is the kitchen? Answer: In the house.","Where is Mary? "
"hallway","Answer: In the stable. Question: What is John? Answer: A horse. Question:","Where is John? "
"garden","Answer: In the garden.  </context>  the whole of the Cape forces were to be reorgan","Where is Sandra? "
