"target","output","question"
"Jeff","(1 of 2)","Who did Fred give the football to? "
"Fred","Answer: Fred. Question: Who drank it? Answer: Fred. Question: Who drank the milk","Who received the milk? "
"Jeff","Answer: The cow. Question: Who gave the milk to Fred? Answer: The cow. Question","Who gave the milk to Fred? "
"milk","Answer: She gave him a piece of cheese.  Question: What did Bill give to Mary? Answer","What did Mary give to Bill? "
"Mary","Answer: Mary. Question: What was the name of the man who was the first to reach the","Who received the football? "
"Fred","Answer: Jeff’s mother. Question: What did Jeff do with the milk? Answer: He drank","Who gave the milk to Jeff? "
"milk","Answer: A letter of introduction to the Duke of Wellington. Question: What did Bill do with the","What did Jeff give to Bill? "
"Fred","Answer: The little girl.  Question: Who was the little girl? Answer: The little girl who","Who received the apple? "
"Fred","Answer: The sergeant. Question: Who gave the apple to the sergeant? Answer: The parson","Who gave the apple to Mary? "
"Jeff","Answer: Jeff. Question: Who took it? Answer: Fred. Question: Who drew the picture","Who gave the milk? "
"milk","What did Mary give to Fred? What did Fred give to the doctor? What did the doctor give","What did Fred give to Mary? "
"Fred","(page 19)  Answer: Fred gave the apple to Bill.  Question: What was the old","Who gave the apple to Bill? "
"Mary","(1 point)  Answer: Mary.  Question: What did Katy do when the kettle boiled? (","Who received the football? "
"apple","A. A dollar. B. A dime. C. A nickel. D. A quarter.","What did Fred give to Bill? "
"Bill","What was the football made of? What was the football used for? What was the football made to","Who gave the football to Fred? "
"Fred","Answer: Jeff gave the football to Jeff.  Question: Who gave the football to Jeff? Answer:","Who gave the football to Jeff? "
"milk","(show your work)  Answer: Mary gave Fred a kiss.  Question: What did Fred give to","What did Mary give to Fred? "
"Bill","Why?  Answer: Fred gave the apple to the little girl. He gave it to her because he","Who did Fred give the apple to? "
"Fred","Answer: The cow. Question: Who gave the milk? Answer: The cow. Question: Who","Who gave the milk? "
"Bill","A. Mary. B. Bill. C. The glover. D. The glover's","Who gave the apple? "
"Mary","(from: The Boy's King Arthur)  Answer: Jeff gave the apple to Harry.  Question:","Who did Jeff give the apple to? "
"Mary","Fred or Mary?  Answer: Fred.  Question: Who dropped the milk? Fred or Mary?  Answer","Who gave the milk? "
"milk","Answer: Fred gave Bill a book. Question: What did Fred give to Bill? Answer: Fred","What did Fred give to Bill? "
"Bill","Why did he give it to Jeff?  Answer: Jeff gave the football to Jeff because he was a","Who gave the football to Jeff? "
"Mary","What did Fred grab? What did Jeff do? What did Jeff meet? What did Jeff hear?","Who gave the milk to Jeff? "
