"target","output","question"
"bathroom","What is she doing? What is she wearing? What is she thinking? What is she reading?","Where is Mary? "
"bedroom","I have not seen her for a long time. I have not seen her for a long time.","Where is Sandra? "
"kitchen","Answer: Mary is in the kitchen. Question: Where is Mary? Answer: Mary is in the","Where is Mary? "
"bathroom","Answer: She is in the bathroom. Question: What is Mary doing? Answer: She is washing","Where is Mary? "
"kitchen","Answer: Sandra is in the bathroom. Question: What is Sandra doing? Answer: Sandra is washing","Where is Sandra? "
"hallway","Answer: Sandra is in the bedroom. Question: Where is Daniel? Answer: Daniel is in the","Where is Sandra? "
"bedroom","Answer: She's in the kitchen. Question: Where is Sandra? Answer: She's in the","Where is Mary? "
"office","Where is the bathroom? Where is the kitchen? Where is the garden? Where is the office?","Where is Sandra? "
"office","Answer: In the office. Question: Where is Mary? Answer: In the office. Question:","Where is Mary? "
"kitchen","Sandra is in the kitchen. By the time the stormers had got inside the inner works of","Where is Sandra? "
"bedroom","Answer: She is in the bathroom.","Where is Mary? "
"office","Answer: He is in the garden. Question: Where is the garden? Answer: It is in","Where is Daniel? "
"office","Answer: In the office. Question: Where is Sandra? Answer: In the bedroom. Question:","Where is Daniel? "
"office","Answer: In the angle where roof met wall. Question: What is John doing? Answer: Craw","Where is John? "
"hallway","Sandra is in the bedroom. Sandra is in the hallway. Sandra is in the office. Sandra is","Where is Sandra? "
"bedroom","Answer: In the devil's den. The devil's den was the Confederate position on","Where is Daniel? "
"bathroom","What is Sandra? What is Sandra? What is Sandra? What is Sandra? What is Sandra?","Where is Sandra? "
"garden","Answer: She is in the garden. Question: What is the weather like? Answer: It is","Where is Sandra? "
"bedroom","(The answer is in the text.)","Where is John? "
"hallway","Answer: She is in the cabin of the ship, and she is lying in her narrow berth,","Where is Mary? "
"hallway","Answer: In the hallway. Question: Where is Mary? Answer: In the kitchen. Question:","Where is John? "
"bathroom","Answer: John is in the hut. Question: What is John doing? Answer: John is sitting","Where is John? "
"office","Answer: Mary went to the office. France wanted some; Austria more; Prussia a little;","Where is Mary? "
"hallway","Answer: John is in the hallway. John is in the hallway. John is in the hallway.","Where is John? "
"garden","Answer: In the garden. It was while matters were in this preliminary stage that Mr Merriman's","Where is Sandra? "
