"target","output","question"
"Jeff","Answer: Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff Answer","Who did Fred give the milk to? "
"apple","Answer:  Assistant: apple Question: What did Fred do with the apple?   Answer:","What did Mary give to Jeff? "
"Jeff","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who received the football? "
"milk","Answer: Answer: Milk <context> With his twenty-five men, whom for the past","What did Mary give to Bill? "
"Jeff","Answer: Jeff <context> But as to the Rocket and its apparatus, it has been","Who received the apple? "
"Mary","Answer: Answer: Fred Okay, let's try to figure out who gave the milk based","Who gave the milk? "
"Mary","Answer: Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer","Who gave the football? "
"milk","Answer:  Assistant: Answer: milk  The question asks what Mary gave to Jeff. From the","What did Mary give to Jeff? "
"apple","Answer: Answer: football Answer: football Answer: football Answer: football Answer","What did Fred give to Mary? "
"Fred","Answer: Mary Okay, let's tackle this question. The user is asking, ""Who","Who gave the football to Mary? "
"Fred","Answer: </context> Answer: Fred Answer: Fred Answer: Fred Answer:","Who received the apple? "
"Fred","Answer: Fred </context>  Okay, let's see. The user is asking who received","Who received the apple? "
"apple","Answer: Answer:  Assistant: apple  The task is to determine what Mary gave to Fred based","What did Mary give to Fred? "
"Mary","Answer: Mary <context> Desargues, and myself, against some of our antagonists","Who received the milk? "
"Mary","Answer: </context> Answer: Mary Answer: Mary Answer: Mary Answer:","Who gave the football to Fred? "
"Bill","Answer: Answer: Bill <context> He set to work at once to acquire a better","Who received the milk? "
"Jeff","The answer should be in the format of a single word. Answer:  Mary Okay, let's","Who gave the apple to Bill? "
"Bill","Answer: Answer: Bill The answer is Bill.  <context> I had to stay at","Who gave the milk to Fred? "
"Jeff","Answer:  Bill Okay, let's tackle this question. So, the user provided a long","Who received the milk? "
"Fred","Answer: Answer: Fred Okay, let's try to figure out who received the football based","Who received the football? "
"Mary","Answer: Mary <context> The desert rang with phantom voices,--Chinese voices that mocked him","Who received the milk? "
"Mary","Answer:  Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who received the football? "
"Jeff","Answer: Fred </context> Okay, let's tackle this question. The user is asking","Who gave the apple? "
"milk","Answer: Answer: Mary gave the milk to Bill. Okay, let's tackle this question.","What did Mary give to Bill? "
"Bill","Answer:  Assistant: Jeff Answer: Jeff  The question is asking who received the milk.","Who received the milk? "
