"target","output","question"
"bedroom",", in the, in the, in the, in the, in the, in the, in","Where is the apple? "
"kitchen",",,,,,,,,,,,,,,,,,,,,","Where is the milk? "
"bathroom",", the,,,,,,,,,,,,,,,,,,","Where is the football? "
"bedroom",",,,,,,,,,,,,,,,,,,,,","Where is the apple? "
"garden",",,,,,,,,,,,,,,,,,,,,","Where is the milk? "
"garden",", en, en, en, en, en, en, en, en, en, en","Where is the milk? "
"garden",",, course,, ""What, Webb, Webb, Webb, Webb, Webb, Webb,","Where is the football? "
"hallway",", and,,,,,,,,,,,,,,,,,,","Where is the apple? "
"hallway","and,,,, and,,,, and,,,,,,,,,","Where is the milk? "
"bathroom",",,,,,,,,,,,,,,,,,,,,","Where is the milk? "
"garden",",,,,,,,,,,,,,,,,,,,,","Where is the apple? "
"hallway","""the,,,,,,,,,,,,,,,,,,","Where is the apple? "
"garden",", and,,,,,,,,,,,,,,,,,,","Where is the milk? "
"office",", e,, e, e, e, e, e, e, e, e,","Where is the milk? "
"office",", and,,,,,,,,,,,,,,,,,,","Where is the football? "
"garden",", e,,,,,,,,,,,,,,,,,,","Where is the football? "
"bedroom",", il, il, il, il, il, il, il, il, il, il","Where is the football? "
"garden",",,,,,,,,,,,,,,,,,,,,","Where is the milk? "
"garden",",,,,,,,,,,,,,,,,,,,,","Where is the football? "
"kitchen",",,,,,,,,,,,,,,,,,,,,","Where is the apple? "
"office",",,,,,,,,,,,,,,,,,,,,","Where is the apple? "
"bathroom",",,,,,,,,,,,,,,,,,,,,","Where is the apple? "
"bedroom",", 181, 182, 183, 184, 185, 185,","Where is the apple? "
"bedroom",",,,,,,,,,,,,,,,,,,,,","Where is the apple? "
"bedroom",",,,,,,,,,,,,,,,,,,,,","Where is the milk? "
