"target","output","question"
"Jeff","A. his brother B. his sister C. his friend D. his cousin  Question: What","Who did Fred give the football to? "
"Jeff","Mary went back to the hallway. She had become larger, and more powerful, somehow,","Who did Fred give the milk to? "
"Fred","Answer: Miss Maggie.  Question: Who discarded the milk? Answer: Jeff.  Question: Who journey","Who received the milk? "
"apple","What did Jeff give to Mary?  Answer: Mary gave the apple to Fred. Fred handed the apple","What did Mary give to Jeff? "
"Jeff","Answer: The Czar Paul, who had promised that he would grant his guest's first request,","Who gave the milk to Fred? "
"Jeff","Answer: The football was received by the Douglas. Question: Who was the companion of the glee","Who received the football? "
"milk","A. a book B. a pen C. a pen and a book D. a pen and","What did Mary give to Bill? "
"milk","A. the milk B. the cream C. the butter D. the cheese  Answer: A","What did Mary give to Bill? "
"Mary","Mary passed the football to Jeff. You will doubtless know General Hope's handwriting."" And","Who received the football? "
"Jeff","Jeff  Question: What did Jeff do with the apple? Pass the apple to Mary  Question:","Who received the apple? "
"Fred","Answer: Fred handed the milk to Jeff. Fred handed the milk to Jeff. Fred handed the milk","Who gave the milk to Jeff? "
"Mary","Answer: The cow gave the milk. Question: Who gave the eggs? Answer: The hen gave","Who gave the milk? "
"milk","Answer: the milk there. Jeff discarded the milk there. The look of the obstacle, therefore,","What did Jeff give to Bill? "
"Mary","Answer: The little girl gave the football. Question: Who gave the football? Answer: The little","Who gave the football? "
"Fred","Answer: Eve. Question: Who received the orange? Answer: Adam. Question: Who received the","Who received the apple? "
"milk","Answer: A  Question: What did Jeff give to Peter? Answer: A  Question: What","What did Mary give to Jeff? "
"Fred","Fred journeyed to the office. Fred travelled to the office. Fred handed the apple to Mary.","Who gave the apple to Mary? "
"apple","Answer: An apple. Mary discarded the apple. Mary discarded the apple. Mary discarded the apple.","What did Fred give to Mary? "
"Jeff","Answer: Fred. Edwards. Question: Who handed the milk? Answer: Jeff. Question: Who","Who gave the milk? "
"Fred","What was the name of the gallant young man who tore up the track? What was the name","Who gave the football to Mary? "
"milk","What did Mary do with the milk?  Question: What did Ben do when he awoke? What","What did Fred give to Mary? "
"Fred","Answer: The boy. Question: Who was the boy? Answer: The boy was the boy.","Who received the apple? "
"Fred","Answer: Fred. Fred gave the apple to Bill. Gordon's mind was fully made up to go","Who gave the apple to Bill? "
"Fred","Fred. Bill journeyed to the garden. Bill journeyed to the kitchen. Fred went to the","Who received the apple? "
"Mary","Answer: Alfred Question: Who was the football? Answer: Alfred Question: Who was the","Who received the football? "
"apple","What did she say to him?  Question: What did Fred say to Mary? What did he say","What did Mary give to Fred? "
"apple","What did he give to his wife? What did he give to his mother? What did he give","What did Fred give to Bill? "
"Mary","What was the deuce?  Answer: Bill gave the milk to Mary.  Question: Who was the","Who received the milk? "
"Bill","Answer: Bill handed the football to Fred. Question: Who gave the football to Fred? Answer:","Who gave the football to Fred? "
"Mary","Mary. Jeff went to the office. Mary gave the football to Fred. Mary gave the football to","Who gave the football to Fred? "
"Fred","A. Fred B. Jeff C. Mary D. Eleanore  Question: What was the","Who gave the football to Jeff? "
"Bill","Answer: The cat. Bill went to the kitchen. The cat drank the milk. Bill went back","Who received the milk? "
"milk","What did Fred give to Mary? What did Mary give to Fred? What did Fred give to Mary","What did Mary give to Fred? "
"Jeff","Mary or Jeff?  Question: Who gave the apple to Bill? Mary or Jeff?  Question: Who","Who gave the apple to Bill? "
"Bill","What did he say to her?  Answer: He gave it to the little girl who was standing in","Who did Fred give the apple to? "
"Bill","Answer: The boy gave the milk to Fred.  Question: Who gave the milk to Fred? Answer","Who gave the milk to Fred? "
"Fred","Answer: Fred passed the apple to Jeff. Jeff handed the apple to Fred. Fred passed the apple","Who gave the milk? "
"Jeff","What was the Senator's reaction to this occurrence? What was the Senator's reaction to this occurrence?","Who received the milk? "
"Bill","Mary gave the apple. Mary gave the apple. Mary gave the apple. Mary gave the apple.","Who gave the apple? "
"Fred","Fred  Question: Who gave the football? Mary  Question: Who gave the football? Fred","Who received the football? "
"Mary","Mary Answer: Mary  Question: Who did Mary travel to the hallway? Answer: Mary","Who did Jeff give the apple to? "
"Mary","Mary put down the milk.  Question: Who put down the milk? Mary put down the milk.","Who received the milk? "
"Mary","Fred gave the milk to Mary. Mary gave the milk to Fred. Mary passed the milk to Fred","Who gave the milk? "
"Mary","Answer: Bill handed the football to Mary. Question: What is the difference between a fish dinner and","Who received the football? "
"milk","Answer: Fred gave the milk to Bill. Question: What did Jimmieboy give to Jeff?","What did Fred give to Bill? "
"Jeff","Fred gave the apple to Mary.  Question: Who gave the apple? Mary gave the apple to Fred","Who gave the apple? "
"Bill","Answer: Pedro.  Question: Who gave the football to Pedro? Answer: Miguel.  Question: Who","Who gave the football to Jeff? "
"milk","What did she give to Bill?  Answer: Mary gave Bill a ring.  Question: What did Mary","What did Mary give to Bill? "
"Mary","Mary or Fred?  Answer: Mary gave the milk to Jeff.  Question: Who gave the milk to","Who gave the milk to Jeff? "
"Bill","Mary got the milk there. Fred left the football. Mary got the milk there. Fred left the","Who received the milk? "
