"target","output","question"
"apple","A. A present B. A present and a hug C. A present and a kiss  Answer: B  Question: What is the name of the regiment","What did Mary give to Jeff? "
"milk","Answer: apple Question: Who gave the football? Answer: Jeff Crass Question: What did Fred give to Bill? Answer: apple Question:","What did Mary give to Bill? "
"Mary","A. The goat. B. The cow. C. The goat and the cow. D. The goat and the cow and the goat and the cow.","Who gave the milk? "
"milk","A. A present B. A present and a gift C. A present and a present B. A present and a present  Re: What did Mary give","What did Mary give to Jeff? "
"Fred","What was the name of the man who gave the football to Mary? What was the name of the man who gave the football to Mary? What was the name","Who gave the football to Mary? "
"Fred","Fred. Mary. Bill. Fred. Mary. Bill. Fred. Mary. Bill. Fred. Mary. Bill. Fred. Mary. Bill. Fred.","Who received the apple? "
"Mary","Answer: The dog. Question: Who was the father of the child? Answer: The dog. Question: Who was the father of the outside for prime","Who received the milk? "
"Bill","A. The dog. B. The cat. C. The dog and the cat. Mary had a little lamb       With a crook in his tail","Who received the milk? "
"Bill","The milk was given to Fred by his mother. The milk was given to Fred by his mother. The milk was given to Fred by his    Roman musical","Who gave the milk to Fred? "
"Fred","Mary gave the football to Fred. How gently you murmured, 'Do not draw away, darling; say that you love me a little--just a","Who received the football? "
"Mary","A. The ball was kicked by the B. The ball was kicked by the C. The ball was kicked by the D. The ball was","Who received the football? "
"milk","Answer: milk  Question: What did Fred give to Bill? ""God and man allow of my influence."" Answer: milk  ""God and man allow of","What did Mary give to Bill? "
