"target","output","question"
"Jeff","Mary went back to the hallway. are lady and and and and and and and and and and and","Who did Fred give the milk to? "
"apple","{56} are lady's {57} are lady's {58} are lady's","What did Mary give to Jeff? "
"Jeff","Answer: are lady's shoulders. These ""DW52"" are lady's shoulders","Who received the football? "
"milk","What did Bill give to Mary? What did they do? What did they do? What did they","What did Mary give to Bill? "
"Jeff","Answer: Mary.  Mary had it are Stanton.  Mary had it are Stanton.  Mary had it are","Who received the apple? "
"Mary","Who did the milk? Who milked the earth? Who milked the earth? Who milked","Who gave the milk? "
"Mary","Answer: Who gave the football? Question: Who gave the football? Answer: Who gave the football","Who gave the football? "
"milk","What did Jeff give to Mary? What did Mary give to Jeff? What did Jeff give to Mary","What did Mary give to Jeff? "
"apple","*       *       *       *       *  Mary moved to the earth.  Fred moved to the earth","What did Fred give to Mary? "
"Fred","*       *       *       *       *       *       *       *       *       *","Who gave the football to Mary? "
"Fred","Answer: are lady's--are lady's--are lady's--are lady's--are lady","Who received the apple? "
"Fred","Answer: Fred.","Who received the apple? "
"apple","What did Jane give to Fred? What did Jane give to Fred? What did Jane give to Fred","What did Mary give to Fred? "
"Mary","Mary. Jeff put the milk there. Jabac, who had the original picture, which was","Who received the milk? "
"Mary","Mary gave the football to Fred. are lady.    [8] are lady.    [8","Who gave the football to Fred? "
"Bill","Mary went. Mary went. Mary went. Mary went. Mary went. Mary went. Mary went","Who received the milk? "
"Jeff","Mary journeyed to the garden. Mary journeyed to the garden. Mary journeyed to the garden","Who gave the apple to Bill? "
"Bill","Who is they?  Answer: are lady's and and are lady's and and are lady's and","Who gave the milk to Fred? "
"Jeff","Mary {1164} and John {1164} and their first {1164} first {","Who received the milk? "
"Fred","Mary gave the football to Fred. Sampan Song     A stranger came from foreign shores,","Who received the football? "
"Mary","Who was lady's--lady's--lady's--lady's--lady's--lady's--","Who received the milk? "
"Mary","Who received the football? Who received the football? Who received the football? Who received the football?","Who received the football? "
"Jeff","Who was lady's?  Answer: are lady's.  Question: Who was was was was was was","Who gave the apple? "
"milk","What did Therese do? What did the earth had had had had had had had had had had","What did Mary give to Bill? "
"Bill","Answer: are lady.  Jeff went to the bathroom. are lady.  Jeff went to the bathroom.","Who received the milk? "
