"target","output","question"
"bathroom","office","Where is Mary? "
"kitchen","office","Where is Sandra? "
"kitchen","office","Where is Mary? "
"kitchen","office","Where is John? "
"bedroom","office","Where is Sandra? "
"office","office","Where is John? "
"garden","office","Where is Mary? "
"bathroom","office, and what is Henry? bedroom, and you have spoken, as a stinging word,","Where is Sandra? "
"kitchen","office","Where is Mary? "
"bedroom","office","Where is John? "
"office","office","Where is Daniel? "
"office","office","Where is Daniel? "
"bathroom","office","Where is Mary? "
"bathroom","office","Where is Sandra? "
"bathroom","office","Where is Sandra? "
"hallway","office","Where is Mary? "
"kitchen","office","Where is Sandra? "
"office","office","Where is Daniel? "
"kitchen","office","Where is Sandra? "
"bedroom","bedroom","Where is John? "
"hallway","office","Where is Sandra? "
"bedroom","office","Where is Mary? "
"bedroom","bedroom","Where is John? "
"bedroom","office","Where is Mary? "
"bedroom","office","Where is Mary? "
"garden","office","Where is Mary? "
"bedroom","office","Where is Daniel? "
"office","office","Where is Sandra? "
"office","office","Where is Sandra? "
"garden","office","Where is Sandra? "
"garden","office","Where is Daniel? "
"bathroom","office. office office office office office office office office office office office office office office office office office office","Where is Mary? "
"office","office","Where is Mary? "
"kitchen","office","Where is Sandra? "
"garden","office","Where is Sandra? "
"kitchen","office","Where is Sandra? "
"kitchen","office","Where is Sandra? "
"garden","office","Where is John? "
"garden","office, so I'm afraid, so I'mstopping","Where is Sandra? "
"bathroom","office","Where is Sandra? "
"bedroom","office","Where is Mary? "
"kitchen","office","Where is Sandra? "
"office","office","Where is Mary? "
"bedroom","office","Where is Mary? "
"office","office","Where is Daniel? "
"office","office","Where is Sandra? "
"bathroom","office","Where is Sandra? "
"bedroom","office","Where is Sandra? "
"office","office","Where is Daniel? "
"bedroom","office","Where is Sandra? "
"hallway","office","Where is Daniel? "
"bedroom","office","Where is Sandra? "
"office","office","Where is John? "
"garden","office","Where is John? "
"kitchen","office","Where is Daniel? "
"hallway","office","Where is Mary? "
"hallway","office","Where is Sandra? "
"hallway","office","Where is John? "
"bedroom","office","Where is Mary? "
"bedroom","office","Where is Sandra? "
"bedroom","office","Where is Daniel? "
"kitchen","office","Where is Sandra? "
"bedroom","office","Where is Daniel? "
"garden","office","Where is John? "
"bathroom","office","Where is Sandra? "
"garden","office","Where is Sandra? "
"office","office","Where is Daniel? "
"bedroom","office","Where is Mary? "
"garden","office","Where is Sandra? "
"bathroom","office.","Where is Sandra? "
"office","office","Where is John? "
"kitchen","office","Where is Daniel? "
"bedroom","office","Where is John? "
"office","office","Where is Daniel? "
"bathroom","office","Where is Sandra? "
"office","office","Where is John? "
"hallway","office","Where is Mary? "
"office","office","Where is John? "
"office","office","Where is Sandra? "
"bathroom","office","Where is John? "
"hallway","office","Where is John? "
"hallway","office","Where is Daniel? "
"hallway","office","Where is Daniel? "
"bathroom","office","Where is Daniel? "
"bathroom","office","Where is John? "
"bathroom","office","Where is Daniel? "
"garden","office","Where is John? "
"bedroom","office","Where is John? "
"office","office","Where is Mary? "
"garden","office","Where is Sandra? "
"office","office","Where is John? "
"bedroom","office","Where is Daniel? "
"hallway","office","Where is John? "
"kitchen","office","Where is Daniel? "
"bedroom","office","Where is Daniel? "
"hallway","office","Where is Sandra? "
"garden","office","Where is Sandra? "
"bedroom","office","Where is John? "
"office","office","Where is John? "
"garden","office","Where is Sandra? "
