"target","output","question"
"bathroom","Where is John? Where is Daniel? Where is James? Where is the King? Where is the","Where is Mary? "
"bedroom","What is she doing? What is her attitude toward Lester?  Answer: Sandra is in the kitchen.","Where is Sandra? "
"kitchen","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is Mary? "
"bathroom","What is she doing?  Answer: Mary is in the bathroom. She is shrieking in disgust,","Where is Mary? "
"kitchen","What is she doing? What is she looking for? What is she going to do? What is","Where is Sandra? "
"hallway","A. The bedroom B. The hallway C. The kitchen D. The living room  Answer:","Where is Sandra? "
"bedroom","(Mary is the name of the main character in the story.)  Answer: Mary is in the bathroom","Where is Mary? "
"office","1. 2. 3. 4. 5. 6. 7","Where is Sandra? "
"office","What is she doing?  Answer: Mary is in the kitchen. She is making a cake.  Question","Where is Mary? "
"kitchen","What is she doing?  Answer: She is in the kitchen. She is making a pie.  Question","Where is Sandra? "
"bedroom","What is she doing?  Answer: Mary is in the hallway. She is talking to Fred.  Question","Where is Mary? "
"office","Answer: He is in the office. Question: Where is Mary? Answer: She is in the","Where is Daniel? "
"office","(Daniel 12:1-4)  Answer: Daniel 12:1-4  1","Where is Daniel? "
"office","What is he doing?  Answer: John is in the office. He is working on the books.","Where is John? "
"hallway","What is she doing?  Question: What does the old man do when he sees Daniel?  Question:","Where is Sandra? "
"bedroom","What is he doing?  Answer: Daniel is in Saratoga Springs, New York. He is","Where is Daniel? "
"bathroom","Answer: In the bathroom.  Question: Where is Mary? Answer: In the bathroom.  Question:","Where is Sandra? "
"garden","What is she doing? What is she thinking about?  Answer: Sandra is in the kitchen. She","Where is Sandra? "
"bedroom","What is he doing? What is he like?  Answer: John is in his new room. He","Where is John? "
"hallway","Answer: She is in the kitchen. Question: Where is Daniel? Answer: He is in the","Where is Mary? "
"hallway","Answer: John went to the hallway.  Question: What was the news of the Prince? Answer:","Where is John? "
"bathroom","(1 of 2)  Answer: John is in the kitchen.  Question: Where is John?","Where is John? "
"office","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is Mary? "
"hallway","Answer: He is in the house. Question: Where is the house? Answer: It is in","Where is John? "
"garden","What is she doing?  Answer: Sandra is in the garden. She is reading the will.  Question","Where is Sandra? "
