"target","output","question"
"Jeff","Answer: Fred gave the football to the, and the football to Fred. Question: Who did","Who did Fred give the football to? "
"Jeff","Answer: Jeff. Question: Who did Mary give the milk to? Answer: Jeff. Question:","Who did Fred give the milk to? "
"Fred","Answer: The milkman. Question: Who received the milk? Answer: The milkman.","Who received the milk? "
"apple","Answer: A wreath of all flowers round.","What did Mary give to Jeff? "
"Jeff","Answer: Fred gave the milk to Fred.  Question: Who gave the milk to Fred? Answer:","Who gave the milk to Fred? "
"Jeff","Answer: The Provost. Question: Who kicked it? Answer: The Provost.","Who received the football? "
"milk","Answer: A piece of bread and a bottle of wine. Question: What did Bill give to Mary","What did Mary give to Bill? "
"milk","Answer: Milk.","What did Mary give to Bill? "
"Mary","Answer: The ball. Question: Who received the football? Answer: The ball. Question:","Who received the football? "
"Jeff","Answer: The apple was received by the little wanderer. Question: Who received the apple?","Who received the apple? "
"Fred","Answer: Jeff gave the milk to Jeff.  Question: Who gave the milk to Jeff? Answer:","Who gave the milk to Jeff? "
"Mary","Answer: The Cow. Question: Who gave the eggs? Answer: The Bee. Question","Who gave the milk? "
"milk","Answer: A pair of trousers. Question: What did Bill give to Jeff? Answer: A pair","What did Jeff give to Bill? "
"Mary","Answer: Ruby red.  Question: Who gave the football? Answer: Ruby red.  Question: Who","Who gave the football? "
"Fred","Adam. Answer: Who ate the apple? Eve. Question: Who ate the apple? Adam.","Who received the apple? "
"milk","Answer: A pair o' boots. Question: What did Jeff give to Mary? Answer: A","What did Mary give to Jeff? "
"Fred","Answer: Mary gave the apple to Mary.  Question: Who gave the apple to Mary? Answer","Who gave the apple to Mary? "
"apple","Answer: Nothing. Question: What did Mary give to Fred? Answer: Nothing. Question: What","What did Fred give to Mary? "
"Jeff","Answer: Jeff. Edwards, minister of Denton, in Sussex, a living in my brother's","Who gave the milk? "
"Fred","Answer: Fred. Question: Who gave the football to Fred? Answer: Mary. Question","Who gave the football to Mary? "
"milk","Answer: A pair of stockings. Question: What did Mary give to Fred? Answer: A pair","What did Fred give to Mary? "
"Fred","Answer: The Indians. Question: Who received the apple? Answer: The Indians. Question: Who","Who received the apple? "
"Fred","Answer: The apple was given to Bill by the same person who gave the apple to the Chinese","Who gave the apple to Bill? "
"Fred","Answer: The Sun God. _Bel-Zuna_ is the Maya Sun God, the lord","Who received the apple? "
"Mary","Answer: Alfred. Question: Who received the football? Answer: Alfred. Question: Who received","Who received the football? "
