"target","output","question"
"bedroom","Answer: In the bedroom. Question: Where is the football? Answer: In the office.","Where is the apple? "
"garden","Answer: In the cow. Question: Where is the cow? Answer: In the field.","Where is the milk? "
"bedroom","Answer: In the cow. Question: Where is the cow? Answer: In the field.","Where is the milk? "
"garden","Answer: In the garden. Question: Where is the garden? Answer: In the house","Where is the apple? "
"garden","Answer: In the milk-house. Question: Where is the milk-house? Answer: In the garden","Where is the milk? "
"bathroom","Answer: In the jug. Question: Where is the jug? Answer: On the table. Question","Where is the milk? "
"bedroom","Answer: In the apple barrel. Question: Where is the apple barrel? Answer: In the kitchen","Where is the apple? "
"garden","Answer: In the middle of the room. Question: What is the football? Answer: A round","Where is the football? "
"kitchen","Answer: In the garden. Question: Where is the garden? Answer: In the orch","Where is the apple? "
"bathroom","Answer: In the bedroom. Question: Where is Kristel? Answer: In the gallery. Question","Where is the milk? "
"bedroom","Answer: In the stomach. Question: What is the apple doing? Answer: It is being dig","Where is the apple? "
"garden","Answer: In the refrigerator. Question: Where is the refrigerator? Answer: In the kitchen. Question","Where is the milk? "
"bedroom","Answer: In the garden. Question: Where is the garden? Answer: In the orch","Where is the apple? "
"kitchen","Answer: In the garden. Question: Where is the garden? Answer: In the field","Where is the apple? "
"garden","Answer: In the garden. Question: What is the football? Answer: A ball. Question","Where is the football? "
"bathroom","Answer: In the milk. Question: Where is the milk? Answer: In the milk. Question","Where is the milk? "
"garden","Answer: In the bedroom. Question: Where is the bedroom? Answer: In the kitchen. Question","Where is the football? "
"office","Answer: In the bedroom. Question: Where is the milk? Answer: In the bedroom. Question","Where is the milk? "
"office","Answer: In the cow. Question: Where is the milk? Answer: In the cow","Where is the milk? "
"kitchen","Answer: In the hallway. Question: What is the hallway? Answer: A passage between the","Where is the football? "
"bathroom","Answer: In the bedroom. Question: Where is the football? Answer: In the bedroom. Question","Where is the football? "
"bedroom","Answer: In the hallway. Question: Where is the bathroom? Answer: In the garden. Question","Where is the milk? "
"bathroom","Answer: In the goal. Question: Where is the goal? Answer: In the football. Question","Where is the football? "
"kitchen","Answer: In the middle of the field. Question: Where is the middle of the field?","Where is the football? "
"kitchen","Answer: In the kitchen. Question: Where is the football? Answer: In the kitchen. Question","Where is the apple? "
