"target","output","question"
"kitchen","(1)  Answer: In the porch of the church of St. John the Baptist, at","Where is John? "
"bathroom","Answer: She is in the garden. Question: What is she doing? Answer: She is","Where is Sandra? "
"office","Answer: In the lions' den. Question: Where is the lions' den? Answer:","Where is Daniel? "
"hallway","Answer: In the garden. Question: What is she doing? Answer: She is </context","Where is Mary? "
"bedroom","Answer: In the big wigwam. Question: What is the big wigwam?","Where is John? "
"bedroom","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question","Where is Mary? "
"office","What is she doing? What is she thinking about? What is she feeling? What is she going","Where is Sandra? "
"bathroom","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is Mary? "
"kitchen","What is the name of that place?  And where is the land of Teman?","Where is Sandra? "
"bathroom","Answer: She's in the kitchen, making a cake for the picnic. Question: What's","Where is Sandra? "
"bedroom","Answer: She is in the kitchen. Question: Where is Mary? Answer: She is in","Where is Mary? "
"bedroom","Answer: In the island of Cuba. Question: Where is the island of Cuba? Answer: In","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: What is she doing? Answer: Making a cake.","Where is Sandra? "
"hallway","Answer: In the hallway. Question: What is she doing? Answer: She is going to","Where is Mary? "
"bedroom","Answer: She is in the kitchen. Question: Where is Sandra? Answer: She is in the","Where is Sandra? "
"garden","Answer: In the house of the Lord. Question: Where is the Lord? Answer: In","Where is John? "
"bedroom","Answer: In the garden. Question: Where is the garden? Answer: In the house.","Where is Mary? "
"kitchen","Answer: In the kitchen. Question: What is he doing? Answer: He is making a","Where is Daniel? "
"office","Answer: He is in the wilderness. Question: Where is the Lamb of God? Answer:","Where is John? "
"bathroom","Answer: He is in the house. Question: Where is the house? Answer: It is in","Where is John? "
"bathroom","Answer: In the grave. Question: Where is the grave? Answer: In the ground.","Where is Daniel? "
"bedroom","Answer: In the hospital. Question: What is the matter with him? Answer: He is","Where is John? "
"bedroom","Answer: In the bedroom. Question: Where is Paul? Answer: In the kitchen. Question","Where is Daniel? "
"hallway","I can't find it.  Answer: It's in the middle of the text.  </context>","Where is Sandra? "
"garden","I can't find her. I'm going to have to call her. I'm going to","Where is Sandra? "
