target,output,question
bathroom,bathroom,Where is Mary? 
kitchen,garden,Where is Sandra? 
kitchen,kitchen,Where is Mary? 
kitchen,office,Where is John? 
bedroom,kitchen,Where is Sandra? 
office,office,Where is John? 
garden,"football, but not necessarily
""not football"" in that age was
""not football"" in",Where is Mary? 
bathroom,office,Where is Sandra? 
kitchen,office? office? office? office? office? office? office? office? office? office?,Where is Mary? 
bedroom,bedroom,Where is John? 
office,office,Where is Daniel? 
office,garden,Where is Daniel? 
bathroom,bathroom,Where is Mary? 
bathroom,office,Where is Sandra? 
bathroom,office,Where is Sandra? 
hallway,garden,Where is Mary? 
kitchen,"garden, garden, garden, garden, garden, garden, garden, garden, garden, garden,",Where is Sandra? 
office,office,Where is Daniel? 
kitchen,Mary,Where is Sandra? 
bedroom,bedroom,Where is John? 
hallway,bedroom,Where is Sandra? 
bedroom,bedroom,Where is Mary? 
bedroom,bedroom,Where is John? 
bedroom,garden,Where is Mary? 
bedroom,bathroom,Where is Mary? 
garden,office,Where is Mary? 
bedroom,bathroom,Where is Daniel? 
office,office,Where is Sandra? 
office,kitchen,Where is Sandra? 
garden,office,Where is Sandra? 
garden,office,Where is Daniel? 
bathroom,Mary,Where is Mary? 
office,office,Where is Mary? 
kitchen,kitchen,Where is Sandra? 
garden,office,Where is Sandra? 
kitchen,bedroom,Where is Sandra? 
kitchen,kitchen,Where is Sandra? 
garden,garden,Where is John? 
garden,garden,Where is Sandra? 
bathroom,garden,Where is Sandra? 
bedroom,office,Where is Mary? 
kitchen,bedroom,Where is Sandra? 
office,garden,Where is Mary? 
bedroom,garden,Where is Mary? 
office,garden,Where is Daniel? 
office,office,Where is Sandra? 
bathroom,bathroom,Where is Sandra? 
bedroom,bedroom,Where is Sandra? 
office,"And I am not
in this life, that I might be
in this life, that I",Where is Daniel? 
bedroom,"Uncle Jim--No, sir, they are not. (It was quite probable that
the Captain",Where is Sandra? 
hallway,office,Where is Daniel? 
bedroom,garden,Where is Sandra? 
office,office,Where is John? 
garden,garden,Where is John? 
kitchen,kitchen,Where is Daniel? 
hallway,bedroom,Where is Mary? 
hallway,garden,Where is Sandra? 
hallway,"It was here, accordingly, while Bill is here, and Bill is here, and Bill is here",Where is John? 
bedroom,office,Where is Mary? 
bedroom,office,Where is Sandra? 
bedroom,Bill,Where is Daniel? 
kitchen,office,Where is Sandra? 
bedroom,bedroom,Where is Daniel? 
garden,garden,Where is John? 
bathroom,bathroom,Where is Sandra? 
garden,garden,Where is Sandra? 
office,"The
Gospel of peace and good will to men was, perhaps, slightly preserved
</context",Where is Daniel? 
bedroom,"Bill, and Jeff, and Fred, and Bill, and Mary, and Fred, and Jeff,",Where is Mary? 
garden,Bill? Bill? Bill? Bill? Bill? Bill? Bill? Bill? Bill? Bill?,Where is Sandra? 
bathroom,bathroom,Where is Sandra? 
office,office,Where is John? 
kitchen,kitchen,Where is Daniel? 
bedroom,office,Where is John? 
office,office,Where is Daniel? 
bathroom,office,Where is Sandra? 
office,office,Where is John? 
hallway,office,Where is Mary? 
office,office,Where is John? 
office,office,Where is Sandra? 
bathroom,bathroom,Where is John? 
hallway,hallway,Where is John? 
hallway,garden,Where is Daniel? 
hallway,office,Where is Daniel? 
bathroom,office,Where is Daniel? 
bathroom,"The ""screening"" of the army's movements. The troopers are guarding the evacuation of Port",Where is John? 
bathroom,Where is the church? Where is the church? Where is the church? Where is the church?,Where is Daniel? 
garden,garden,Where is John? 
bedroom,bedroom,Where is John? 
office,garden,Where is Mary? 
garden,"""I'm not sure, I'm not sure, I'm not sure, I'm not sure",Where is Sandra? 
office,garden,Where is John? 
bedroom,bedroom,Where is Daniel? 
hallway,office,Where is John? 
kitchen,office? bedroom,Where is Daniel? 
bedroom,office,Where is Daniel? 
hallway,hallway,Where is Sandra? 
garden,garden,Where is Sandra? 
bedroom,office,Where is John? 
office,Fred,Where is John? 
garden,office,Where is Sandra? 
