"target","output","question"
"apple","Answer: </context>  Okay, let's tackle this question. The user is asking what Mary","What did Mary give to Jeff? "
"milk","Answer: milk </context> Answer:  milk Answer: milk  Okay, let","What did Mary give to Bill? "
"Mary","Answer: Fred </context>  Okay, let's tackle this question. The user provided a","Who gave the milk? "
"milk","Answer: milk  The context provided is a narrative involving characters named Bill, Ginger, Sam,","What did Mary give to Jeff? "
"Fred","Answer: Answer:  Assistant: The answer is Fred.   The answer is Fred.   The","Who gave the football to Mary? "
"Fred","Answer: Fred Okay, let's try to figure out who received the apple based on the","Who received the apple? "
"Mary","Choices: A. Fred B. Bill C. Jeff D. Mary E","Who received the milk? "
"Bill","Answer: Bill </context>  Okay, so I need to figure out who received the milk","Who received the milk? "
"Bill","Answer: Bill </context>  Okay, let's tackle this question. The user is asking","Who gave the milk to Fred? "
"Fred","Answer: Answer:  Fred Okay, let's try to figure out who received the football based","Who received the football? "
"Mary","Answer: Answer: Mary <context> Mary went to the garden.   Bill handed the football","Who received the football? "
"milk","Answer: milk </context> Answer:  Assistant: milk  The question asks what Mary gave","What did Mary give to Bill? "
