"target","output","question"
"Jeff","(example)","Who did Fred give the milk to? "
"apple","What did Jeff give to Mary? What did Mary give to Jeff? What did Jeff give to Mary","What did Mary give to Jeff? "
"Jeff","""The provost,"" he said ""Is this the man who is to give me his daughter","Who received the football? "
"milk","(8) Answer: milk  Question: What was the name of the son of the author of","What did Mary give to Bill? "
"Jeff","He received the apple.  Question: Who received the apple? He received the apple.  Question: Who","Who received the apple? "
"Mary","The mother? The mother? The mother? The mother? The mother? The mother? The mother","Who gave the milk? "
"Mary","What was the name of the","Who gave the football? "
"milk","(1) A diamond ring (2) A gold ring (3) A ruby ring (4","What did Mary give to Jeff? "
"apple","The answer is, that he gave her  The answer is, that he gave her  The answer","What did Fred give to Mary? "
"Fred","I I think it was the author.  Question: Who was the author? I I think","Who gave the football to Mary? "
"Fred","(I'm not sure if this is the right question.)  I'm not sure if this is the","Who received the apple? "
"Fred","Answer: Bill. Question: Who received the apple? Answer: Bill. Question: Who received the","Who received the apple? "
"apple","What did she do with it? What did she do when she saw the chestnut? What did","What did Mary give to Fred? "
"Mary","The answer is Smith. He was the only one who had not drunk any. ""I don't","Who received the milk? "
"Mary","--I don't know. I don't know. I don't know. I don't know","Who gave the football to Fred? "
"Bill","The answer is: The children. The question is: Who received the milk? The answer is","Who received the milk? "
"Jeff","Jeff or Jeff? Jeff gave the apple to Bill. Jeff gave the apple to Bill. Jeff gave","Who gave the apple to Bill? "
"Bill","""I gave the milk to Fred,"" said the </question>  Question: Who gave the milk","Who gave the milk to Fred? "
"Jeff","The answer to this question is Jennie. She was the one who received the milk. She was","Who received the milk? "
"Fred","What was the name of the young man? What was the name of the lady? What was the","Who received the football? "
"Mary","The answer is: The child. The question is: Who received the milk? The answer is:","Who received the milk? "
"Mary","The answer is: John Rolfe. The question is: Who received the football? The answer is","Who received the football? "
"Jeff","""I gave you the apple,"" retorted Zoie. ""I gave you the apple,"" ret","Who gave the apple? "
"milk","(1)","What did Mary give to Bill? "
"Bill","The </question>  Question: Who received the milk? The </question>  Question: Who","Who received the milk? "
