"target","output","question"
"milk","Answer: A box of candy. Question: What did Fred give to Mary? Answer: A box","What did Mary give to Fred? "
"apple","Answer: A bottle of whiskey. Question: What did Bill give to Fred? Answer: A bottle","What did Fred give to Bill? "
"Jeff","Answer: Mary gave the football to the Duke of York. Question: Who did Mary give the football","Who did Mary give the football to? "
"apple","Answer: An apple. Question: What did Mary give to Fred? Answer: A piece of","What did Fred give to Mary? "
"Bill","Answer: To the Earl of Southampton. Question: Who did Mary give the football to? Answer:","Who did Mary give the football to? "
"milk","Answer: A diamond ring. Question: What did Mary give to Bill? Answer: A diamond ring","What did Bill give to Mary? "
"Mary","Answer: The apple to Bill was given by the Pretorian Government. Question: Who gave the","Who gave the apple to Bill? "
"Mary","Answer: The cow. Question: Who gave the bread? Answer: The baker. Question:","Who gave the milk? "
"apple","Answer: A pair of trousers. Question: What did Bill give to Fred? Answer: A pair","What did Fred give to Bill? "
"milk","Answer: A bottle of milk. Question: What did Fred give to Mary? Answer: A bottle","What did Mary give to Fred? "
"Mary","Answer: The apple was given by the devil. Question: Who ate the apple? Answer:","Who gave the apple? "
"Fred","Answer: The cow. Question: Who milked the cow? Answer: The cow.","Who received the milk? "
"apple","Answer: Milk. Question: What did Bill give to Fred? Answer: Nothing. Question: Why","What did Fred give to Bill? "
"Jeff","Answer: The King. Question: Who gave the ball? Answer: The King. Question: Who","Who gave the football? "
"Jeff","Answer: Jeff Smith. Question: Did Bill say anything about paying a tax on it? Answer:","Who did Bill give the milk to? "
"Jeff","Answer: Lightfoot. Question: What did Bill say to Lightfoot? Answer: ""Take care","Who did Bill give the apple to? "
"apple","Answer: An apple. PRINTED BY WILLIAM CLOWES AND SONS, LIMITED","What did Mary give to Fred? "
"Bill","Answer: Jeff gave the football to  Jeff. Question: Who did Jeff give the football to?","Who did Jeff give the football to? "
"Bill","Answer: Fred gave the milk to himself. Question: Who did Fred give the milk to","Who did Fred give the milk to? "
"football","Answer: A diamond ring. Question: What did Fred give to Mary? Answer: A diamond ring","What did Mary give to Fred? "
"milk","Answer: A letter. Question: What did Fred give to Mary? Answer: A ring. Question","What did Mary give to Fred? "
"Fred","Answer: Pomona. Question: Who gave the pear? Answer: Pomona. Question:","Who gave the apple? "
"Fred","Answer: Bill gave the apple to the raccoon.  Question: What did Bill say to the","Who did Bill give the apple to? "
"Mary","Answer: Bill gave the milk to the cow. Question: Who did Bill give the milk to","Who did Bill give the milk to? "
"Fred","Answer: The football was given by the football. Question: Who kicked it? Answer: The","Who gave the football? "
