"target","output","question","recall"
"1726653","17. 30:34 And the man said, What is the special number of the text? 30:35 And the man said, The number of the beast is 666. 3","What is the special magic number for zdtwsl-lhmbjk mentioned in the provided text? The special magic number for zdtwsl-lhmbjk mentioned in the provided text is","0.0"
"2001129","1337. 30:33 And the man said, I will give thee the best of the flocks, all the speckled and spotted, and the spotted and speckled, and the spotted and","What is the special magic number for cinm-lqxa mentioned in the provided text? The special magic number for cinm-lqxa mentioned in the provided text is","0.0"
"6045608","1337. 30:34 And the man said, What is the special magic number for dxwjqlel-vtksaa? 30:35 And the man said, I will give","What is the special magic number for dxwjqlel-vtksaa mentioned in the provided text? The special magic number for dxwjqlel-vtksaa mentioned in the provided text is","0.0"
"6229289","666. 30:34 And the same day, the number of the beast, the number of the beast, the number of the beast, the number of the beast. 30:34 And the","What is the special magic number for dkgc-pyhrfdl mentioned in the provided text? The special magic number for dkgc-pyhrfdl mentioned in the provided text is","0.0"
"4835611","48. 30:34 And the man said, I will give thee the best of the flocks, all that is in my house, and all that is in my house, and all that is in my house","What is the special magic number for hzia-udqd mentioned in the provided text? The special magic number for hzia-udqd mentioned in the provided text is","0.0"
"8142941","777. 30:34 And the man said, What is the name of the son of the man? 30:35 And he said, He is not a man, but a woman.","What is the special magic number for abxjc-alan mentioned in the provided text? The special magic number for abxjc-alan mentioned in the provided text is","0.0"
"6280043","1337. 30:34 And the man said, What is the special magic number for dozcqble-yyaqwpl? 30:35 And the man said, I will give","What is the special magic number for dozcqble-yyaqwpl mentioned in the provided text? The special magic number for dozcqble-yyaqwpl mentioned in the provided text is","0.0"
"9058028","777. 30:34 And the man said, What is the number of the beast? 30:35 And the number of the beast is six hundred and sixty-six. 30:3","What is the special magic number for xjnouqkb-macu mentioned in the provided text? The special magic number for xjnouqkb-macu mentioned in the provided text is","0.0"
"6422533","13. 30:34 And the man said, What is the special number of the text? 30:35 And the man said, The number of the beast is 666. 3","What is the special magic number for mggjsp-aaqxem mentioned in the provided text? The special magic number for mggjsp-aaqxem mentioned in the provided text is","0.0"
"1303362","1337. 31:1 And the sons of Jacob were twelve in number, and the sons of Jacob were twelve. 31:2 And the sons of Jacob were twelve. 31:3 And","What is the special magic number for gaydco-pgxy mentioned in the provided text? The special magic number for gaydco-pgxy mentioned in the provided text is","0.0"
"1632820","1632. 30:34 And the man said, What is the name of the number 1632? 30:34 And the man said, The name of the number 1","What is the special magic number for nvecozdw-flwkavaq mentioned in the provided text? The special magic number for nvecozdw-flwkavaq mentioned in the provided text is","0.0"
"2475147","24:32. 30:33 And the same day, the number of the sons of Jacob, the sons of Jacob, the sons of Jacob, the sons of Jacob, the sons of Jacob, the sons","What is the special magic number for baigqz-wjqkx mentioned in the provided text? The special magic number for baigqz-wjqkx mentioned in the provided text is","0.0"
"5106424","1337. 30:34 And the man said, What is the special magic number for iwno-kxvo? 30:34 And the man said, I will give thee the number","What is the special magic number for iwno-kxvo mentioned in the provided text? The special magic number for iwno-kxvo mentioned in the provided text is","0.0"
