"target","output","question"
"Jeff","Answer: The cat. Question: Who did Fred give the milk to? Answer: The cat","Who did Fred give the milk to? "
"apple","Answer: A pair of shoes. Question: What did Jeff give to Mary? Answer: A pair","What did Mary give to Jeff? "
"Jeff","Answer: The football was received by the referee. Question: Who received the football? Answer: The","Who received the football? "
"milk","Answer: A ""living.""  </question>  </answer>  </context>  </context>  </context","What did Mary give to Bill? "
"Jeff","Answer: The cook. Question: Who received the apple? Answer: The cook. Question:","Who received the apple? "
"Mary","Answer: The milkman. Question: Who gave the milk? Answer: The milkman","Who gave the milk? "
"Mary","Answer: The football was given by the football committee. Question: Who gave the football? Answer","Who gave the football? "
"milk","Answer: A kiss. Question: What did Jeff give to Mary? Answer: A kiss.","What did Mary give to Jeff? "
"apple","Answer: A kiss.  Question: What did Mary give to Fred? Answer: A kiss.  Question","What did Fred give to Mary? "
"Fred","Answer: Lester. Question: Who gave the football to Mary? Answer: Lester. Question: Who","Who gave the football to Mary? "
"Fred","Answer: The apple was received by the Queen, and presented to her by the Prince of Wales","Who received the apple? "
"Fred","Answer: Fred. The apple was handed to Fred. The apple was handed to Fred. The apple","Who received the apple? "
"apple","Answer: A kiss. Question: What did Fred give to Mary? Answer: A kiss. Question","What did Mary give to Fred? "
"Mary","Answer: The baby. Question: Who received the milk? Answer: The baby. Question:","Who received the milk? "
"Mary","Answer: Mary. Question: Who threw a fresh cartridge into the rifle? Answer: Frank. Question","Who gave the football to Fred? "
"Bill","Answer: The milk was received by the milkman, who was paid for his services.","Who received the milk? "
"Jeff","Answer: Jeff. Question: Who gave the apple to Bill? Answer: Jeff. Question: Who","Who gave the apple to Bill? "
"Bill","Answer: The cow. Question: Who gave the milk to Fred? Answer: The cow. Question","Who gave the milk to Fred? "
"Jeff","Answer: The cat. Question: Who received the milk? Answer: The cat. Question: Who","Who received the milk? "
"Fred","Answer: Fred. Question: Who gave it to him? Answer: Mary. Question:","Who received the football? "
"Mary","Answer: The milkman. Question: Who received the milk? Answer: The milkman.","Who received the milk? "
"Mary","5.  Question: Who was the first to use the word ""football""? 5.  Question","Who received the football? "
"Jeff","Answer: The apothecary. Question: Who gave the knife? Answer: The","Who gave the apple? "
"milk","Answer: A pair of gloves. Question: What did Bill give to Mary? Answer: A pair","What did Mary give to Bill? "
"Bill","Answer: The cat. Question: Who received the milk? Answer: The cat. Question:","Who received the milk? "
