"target","output","question"
"Jeff","Answer: Jeff. Question: Who did Jeff give the milk to? Answer: Fred. Question:","Who did Fred give the milk to? "
"apple","Answer: An apple. Question: What did Jeff give to Mary? Answer: An apple. Question","What did Mary give to Jeff? "
"Jeff","Answer: Jeff.  Question: Who received the apple? Answer: Mary.  Question: Who received the","Who received the football? "
"milk","Answer: The milk. Question: What did Bill give to Mary? Answer: Nothing. Question:","What did Mary give to Bill? "
"Jeff","Answer: Jeff. Question: Who passed the apple? Answer: Mary. Question: Who received the","Who received the apple? "
"Mary","Answer: Mary. Question: Who drank the milk? Answer: Fred. Question: Who gave the","Who gave the milk? "
"Mary","Answer: Jeff. Question: Who handed it to Mary? Answer: Jeff. Question: Who handed","Who gave the football? "
"milk","Answer: A bottle of milk. Question: What did Jeff give to Mary? Answer: A bottle","What did Mary give to Jeff? "
"apple","Answer: Nothing. Question: What did Mary give to Fred? Answer: Nothing. Question: What","What did Fred give to Mary? "
"Fred","Answer: Fred. Question: Who took the football from Mary? Answer: Fred. Question:","Who gave the football to Mary? "
"Fred","Answer: Jeff. Question: Who picked up the milk? Answer: Fred. Question: Who received","Who received the apple? "
"Fred","Answer: Bill. Question: Who gave the apple? Answer: Fred. Question: Who ate the","Who received the apple? "
"apple","Answer: An apple. Question: What did Fred give to Mary? Answer: Nothing. Question","What did Mary give to Fred? "
"Mary","Answer: Mary. Question: Who received the milk? Answer: Mary. Question: Who received the","Who received the milk? "
"Mary","Answer: Mary. Question: Who gave the football to Mary? Answer: Jeff. Question: Who","Who gave the football to Fred? "
"Bill","Answer: Mary. Question: Who received the apple? Answer: Bill. Question: Who received","Who received the milk? "
"Jeff","Answer: Jeff. Question: Who gave the apple to Jeff? Answer: Bill. Question: Who","Who gave the apple to Bill? "
"Bill","Answer: Bill. Question: Who gave the milk to Fred? Answer: Bill. Question: Who","Who gave the milk to Fred? "
"Jeff","Answer: The Rev. Jeff, who received the milk. In the following poem, suggested by one","Who received the milk? "
"Fred","Answer: Mary. Question: Who returned it? Answer: Fred. Question: Who carried it","Who received the football? "
"Mary","Answer: Mary. Question: Who drank it? Answer: Jeff. Question: Who found the body","Who received the milk? "
"Mary","Answer: Jeff. Question: Who received the football? Answer: Jeff. Question: Who received","Who received the football? "
"Bill","Answer: Fred. Fred gave the apple to Bill. Bill passed the apple to Fred. Fred gave","Who gave the apple? "
"Bill","Answer: The cow. Question: Who gave the milk to Mary? Answer: The cow","Who gave the milk to Mary? "
"Fred","Answer: Fred. Question: Who did Fred give the apple to? Answer: Bill. Question","Who did Bill give the apple to? "
