"target","output","question"
"Jeff","Answer: Jeff. Jeff. Jeff. Jeff. Jeff. Jeff. Jeff. Jeff. Jeff.","Who did Fred give the football to? "
"Jeff","Answer: Bill  Question: Who did Fred give the apple to? Answer: Bill  Question:","Who did Fred give the milk to? "
"Fred","Answer: Fred  Question: Who gave the milk? Answer: Jeff  Question: What did Fred","Who received the milk? "
"apple","Answer: an apple.  Question: What did Jeff do with the apple? Answer: he grabbed it","What did Mary give to Jeff? "
"Jeff","Answer: Jeff  Question: Who gave the football to Fred? Answer: Jeff  Question: What","Who gave the milk to Fred? "
"Jeff","Answer: Jeff  Question: Who gave the football? Answer: Jeff  Question: What did Jeff","Who received the football? "
"milk","Answer: A piece of cheese.  Question: What did Fred give to Jeff? Answer: A piece","What did Mary give to Bill? "
"milk","Bill went back to the kitchen. ""She told me that she and Eleanor were mad, but","What did Mary give to Bill? "
"Mary","Answer: Fred Question: Who gave the football? Answer: Jeff Question: What did Jeff","Who received the football? "
"Jeff","Answer: Fred  Question: Who gave the football? Answer: Jeff  Question: What did Fred","Who received the apple? "
"Fred","Answer: Fred took the milk there. Jeff put down the milk. It really seems a pity that","Who gave the milk to Jeff? "
"Mary","Fred passed the milk to Mary. Mary gave the milk to Fred.  Question: Who gave the milk","Who gave the milk? "
"milk","Answer: milk  Question: Who did Mary give the apple to? Answer: Fred  Question:","What did Jeff give to Bill? "
"Mary","Answer: Jeff Question: Who did Mary give the apple to? Answer: Fred Question:","Who gave the football? "
"Fred","Answer: Fred  Question: Who gave the apple? Answer: Fred  Question: What did Fred","Who received the apple? "
"milk","Answer: A diamond. Question: What did Jeff give to Mary? Answer: A diamond. Question","What did Mary give to Jeff? "
"Fred","Answer: Fred  Question: Who discarded the milk? Answer: Jeff  Question: Who discarded the","Who gave the apple to Mary? "
"apple","Answer: Fred gave the apple to Mary. Jeff went back to the hallway. He discarded the milk","What did Fred give to Mary? "
"Jeff","Answer: Jeff handed the milk to Fred. Jeff handed the milk to Fred. Jeff handed the milk","Who gave the milk? "
"Fred","Answer: Fred </example>  Question: Who gave the apple to Fred? Answer: Mary","Who gave the football to Mary? "
"milk","Answer: A ring. Question: What did Mary give to Fred? Answer: A ring. Question","What did Fred give to Mary? "
"Fred","Answer: Fred  Question: Who gave the apple? Answer: Jeff  Question: What did Fred","Who received the apple? "
"Fred","Fred gave the apple to Bill. Bill passed the apple to Fred. Bill travelled to the kitchen.","Who gave the apple to Bill? "
"Fred","Answer: Fred  Question: Who gave the apple? Answer: Fred  Question: What did Fred","Who received the apple? "
"Mary","Answer: Jeff. Jeff got the football there. Jeff passed the football to Mary. Jeff travelled to","Who received the football? "
"apple","Answer: apple  Question: Who did Mary give the apple to? Answer: Fred  Question:","What did Mary give to Fred? "
"apple","Answer: The apple. Fred handed the apple to Bill. Our sufferings were, however, nothing","What did Fred give to Bill? "
"Mary","Answer: Bill  Question: Who gave the milk? Answer: Mary  Question: What did Mary","Who received the milk? "
"Bill","Answer: Jeff  <example> Mary picked up the apple there. Mary gave the apple to Fred","Who gave the football to Fred? "
"Mary","Answer: Jeff </question>  Question: Who gave the apple to Fred? Answer: Mary","Who gave the football to Fred? "
"Fred","Fred went to the office.  Question: Who gave the football to Jeff? Jeff passed the football to","Who gave the football to Jeff? "
"Bill","Answer: Jeff. Jeff passed the milk to Bill. Jeff passed the milk to Bill. Jeff passed","Who received the milk? "
"milk","Answer: The milk.  Question: What did Bill give to Fred? Answer: The milk.  Question","What did Mary give to Fred? "
"Jeff","Answer: Mary </example>  Question: Who gave the football? Answer: Jeff </example","Who gave the apple to Bill? "
"Bill","Bill  Question: Who did Jeff give the apple to? Fred  Question: Who did Mary give","Who did Fred give the apple to? "
"Bill","Answer: Bill  Question: Who gave the milk to Fred? Answer: Bill  Question: Who","Who gave the milk to Fred? "
"Fred","Answer: Jeff Question: Who gave the football? Answer: Jeff Question: What did Fred","Who gave the milk? "
"Jeff","Jeff put down the milk.  Question: Who put down the milk? Jeff put down the milk.","Who received the milk? "
"Bill","Answer: Mary gave the apple to Bill.  Question: Who handed the apple to Mary? Answer:","Who gave the apple? "
"Fred","Mary put down the football there. Mary put down the football there. Mary put down the football there","Who received the football? "
"Mary","Mary  Question: What did Jeff do when he got to the office?","Who did Jeff give the apple to? "
"Mary","Answer: Bill  Question: Who took the milk? Answer: Jeff  Question: What did Jeff","Who received the milk? "
"Mary","Answer: Mary. Fred journeyed to the hallway. Fred journeyed to the garden. Fred journey","Who gave the milk? "
"Mary","(Remember, you need to answer the question based only on the information from the facts.)  Question:","Who received the football? "
"milk","Answer: Fred gave the milk to Bill. Question: What did Jeff give to Mary? Answer:","What did Fred give to Bill? "
"Jeff","Answer: Mary gave the apple to Fred. Fred took the apple there. Mary left the apple.","Who gave the apple? "
"Bill","Bill moved to the garden. Bill journeyed to the kitchen. Bill travelled to the garden. Bill","Who gave the football to Jeff? "
"milk","Answer: milk Question: Who did Mary give the apple to? Answer: Fred Question:","What did Mary give to Bill? "
"Mary","Mary gave the milk to Jeff. Secure, however, as I conceived this new cage to be,","Who gave the milk to Jeff? "
"Bill","Answer: Jeff. Question: Who got the football? Answer: Fred. Question: Who got the","Who received the milk? "
