"target","output","question"
"kitchen","Answer: In the kitchen. Question: Where is Daniel? Answer: In the office. Question:","Where is John? "
"bathroom","Answer: In the bathroom. DAIRY SUPPLIES, Etc. [Illustration of","Where is Sandra? "
"office","EMIL GRELIEU  _Rising._  He is in the garden. MAURICE","Where is Daniel? "
"hallway","Answer: In the hallway. Question: What is the name of the book? Answer: ""","Where is Mary? "
"bedroom","Answer: In the bedroom. Question: Where is Mary? Answer: In the bathroom. Question:","Where is John? "
"bedroom","Answer: In the bathroom. Question: Where is Daniel? Answer: In the bathroom. Question","Where is Mary? "
"office","Answer: In the hallway. Question: Where is Mary? Answer: In the office. Question:","Where is Sandra? "
"bathroom","Answer: In the kitchen. Question: What is she doing? Answer: Cooking. Question:","Where is Mary? "
"kitchen","Answer: In the kitchen. Question: Where is Daniel? Answer: In the hallway. Question","Where is Sandra? "
"bathroom","Answer: In the garden. Question: Where is John? Answer: In the garden. Question","Where is Sandra? "
"bedroom","Answer: She is in the bedroom. Question: Where is Mary? Answer: She is in","Where is Mary? "
"bedroom","Answer: In the bathroom. Question: Where is Sandra? Answer: In the bathroom. Question:","Where is Sandra? "
"bedroom","Answer: In the bathroom. Question: Where is Daniel? Answer: In the bathroom. Question","Where is Sandra? "
"hallway","Answer: In the hallway. Question: Where is John? Answer: In the office. Question:","Where is Mary? "
"bedroom","Answer: In the kitchen. Question: Where is Toto? Answer: In the bedroom.","Where is Sandra? "
"garden","Answer: In the garden. Question: Where is Sandra? Answer: In the kitchen. Question:","Where is John? "
"bedroom","Answer: In the kitchen. Question: Where is John? Answer: In the kitchen. Question","Where is Mary? "
"kitchen","Answer: In the kitchen. Mary went back to the bedroom. He had stood against the wall all","Where is Daniel? "
"office","Answer: In the bathroom. Question: Where is Sandra? Answer: In the garden. Question:","Where is John? "
"bathroom","Answer: In the bathroom. Question: What is he doing? Answer: He is shaving.","Where is John? "
"bathroom","Answer: In the bedroom. Question: Where is Daniel? Answer: In the bedroom. Question","Where is Daniel? "
"bedroom","Answer: In bed. Question: What is he doing? Answer: He is reading the Chicago","Where is John? "
"bedroom","Answer: In the bedroom. Question: Where is Mary? Answer: In the bathroom. Question","Where is Daniel? "
"hallway","Answer: In the hallway. Question: Where is Sandra? Answer: In the hallway. Question:","Where is Sandra? "
"garden","Answer: In the bathroom. Question: Where is Mary? Answer: In the bedroom. Question","Where is Sandra? "
