"target","output","question"
"Bill","Answer: The cow. Question: Who did Mary give the eggs to? Answer: The chickens.","Who did Mary give the milk to? "
"apple","Answer: Nothing. He was too busy fighting the enemy to think of anything else. FOOT","What did Mary give to Jeff? "
"Fred","Answer: The apple was given to Mary. Question: Who gave the apple to Mary? Answer:","Who gave the apple to Mary? "
"Bill","Answer: The baby. Question: Who did Mary give the milk to? Answer: The baby.","Who did Mary give the milk to? "
"apple","Answer: A pair of steps. Question: What did Bill give to Fred? Answer: A pul","What did Fred give to Bill? "
"Mary","Answer: The cat. Question: Who received the bread? Answer: The dog. Question: Who","Who received the milk? "
"football","Answer: Nothing. Question: What did Fred give to Jeff? Answer: Nothing. Question: What","What did Jeff give to Fred? "
"Mary","Answer: Mary. Question: Who made the kites? Answer: Brownies. Question: Who","Who gave the milk to Bill? "
"football","Answer: A pair of slippers. Question: What did Mary give to Bill? Answer: A","What did Bill give to Mary? "
"Bill","Answer: The boys. Question: Who did Mary give the apple to? Answer: The boys.","Who did Mary give the apple to? "
"Mary","Answer: The football gave itself.  Question: Who gave the football? Answer: The football gave itself","Who gave the football? "
"apple","Answer: A piece of candy. [Illustration]  [Illustration]  [Illustration","What did Fred give to Bill? "
"apple","Answer: A bunch of grapes. Question: What did Mary give to Bill? Answer: A bunch","What did Bill give to Mary? "
"milk","Answer: Milk. Question: What did Fred give to Jeff? Answer: Nothing. Question:","What did Jeff give to Fred? "
"Mary","Answer: The major. Question: Who received the football? Answer: The major. Question:","Who received the football? "
"Jeff","Answer: Jeff. Question: Who gave the apple to Fred? Answer: Jeff. Question","Who gave the apple to Fred? "
"Jeff","Answer: Jeff. Question: Who gave the apple? Answer: Fred. Question: Who ate the","Who received the apple? "
"Jeff","Answer: The apple gave itself. Question: Who took it? Answer: The apple took itself","Who gave the apple? "
"apple","Answer: A pair of socks. Question: What did Bill give to Mary? Answer: A pair","What did Mary give to Bill? "
"Jeff","Answer: Jeff. Question: Who gave the apple? Answer: Jeff. Question: Who gave the","Who gave the apple? "
"football","Answer: A pair of slippers. Question: What did Mary give to Jeff? Answer: A","What did Jeff give to Mary? "
"Bill","Answer: The cow. Question: Who gave the milk to Mary? Answer: The cow","Who gave the milk to Mary? "
"Fred","Answer: Fred. Question: Who did Fred. give the milk to? Answer: Bill. Question","Who did Bill give the milk to? "
"Bill","Answer: Ram Singh. Question: What did Ram Singh give Jeff? Answer: The red hand","Who did Jeff give the apple to? "
"Fred","Answer: Mary. Question: Who handed it to Fred? Answer: Mary. Question: Who handed","Who gave the milk? "
