"target","output","question"
"bathroom","Mary is in the garden. Question: Where is Fred? Fred is in the garden. Question:","Where is Mary? "
"kitchen","Where is Sandra? Where is Sandra? Where is Sandra? Where is Sandra? Where is Sandra?","Where is Sandra? "
"kitchen","Mary is in Chapter 2 Answer: Mary is in Chapter 2 Mary is in Chapter","Where is Mary? "
"kitchen","garden Answer: He is in the garden Answer: He is in the garden Answer:","Where is John? "
"bedroom","garden Answer: garden","Where is Sandra? "
"office","I want you to realize this, because otherwise you would do a wrong in your minds to these good","Where is John? "
"garden","garden Answer: garden","Where is Mary? "
"bathroom","garden Answer: garden Question: Where is Henry? garden Answer: garden Question:","Where is Sandra? "
"kitchen","Mary is in the garden. Question: Where is Mary? Mary is in the garden. Question:","Where is Mary? "
"bedroom","John is in the garden. Answer: John is in the garden. Question: Where is Mary?","Where is John? "
"office","The office. The wood had been recently cut off over a large area, but there were no leaves","Where is Daniel? "
"office","garden Answer: garden","Where is Daniel? "
"bathroom","garden","Where is Mary? "
"bathroom","bedroom Answer: bedroom","Where is Sandra? "
"bathroom","garden Answer: garden","Where is Sandra? "
"hallway","garden","Where is Mary? "
"kitchen","The garden Question: Where is Sandra? The garden of the villa Question: Where is Sandra","Where is Sandra? "
"office","(p. 1) Answer: In the garden. Question: What is the theme of Chapter","Where is Daniel? "
"kitchen","She is in the garden. Question: Who is the man? He is the gardener. Question","Where is Sandra? "
"bedroom","The bedroom. The proportions of the order have never yet been excelled, and there is just that","Where is John? "
"hallway","The bedroom Answer: Daniel went to the bedroom. Does the Bible teach man to enslave his","Where is Sandra? "
"bedroom","In the garden Question: Where is Mary? In the garden garden garden garden garden garden garden garden","Where is Mary? "
"bedroom","bedroom Question: Who is here? Sir George Grey, the colleague of Gosford, Lord Stanley","Where is John? "
"bedroom","She is in the garden. Question: Who is Mary? She is the gardener. Question:","Where is Mary? "
"bedroom","Mary is in the kitchen. Question: Where is Daniel? Daniel is in the hallway. Question:","Where is Mary? "
"garden","garden Question: Who is Mary? garden","Where is Mary? "
"bedroom","Garden Answer: Garden Question: Where is Daniel? Office Answer: Office Question:","Where is Daniel? "
"office","garden Answer: garden Question: Where is garden? garden Answer: garden garden garden garden","Where is Sandra? "
"office","garden Answer: garden","Where is Sandra? "
"garden","garden","Where is Sandra? "
"garden","In the garden","Where is Daniel? "
"bathroom","garden Question: Who is Mary? garden","Where is Mary? "
"office","Mary is in the garden. Question: What is Mary's job? Mary is a nurse. Question","Where is Mary? "
"kitchen","bathroom","Where is Sandra? "
"garden","She is in the bathroom. Question: Where is Mary? She is in the bathroom. Question:","Where is Sandra? "
"kitchen","bathroom","Where is Sandra? "
"kitchen","garden","Where is Sandra? "
"garden","34 West 33rd Street--New York","Where is John? "
"garden","garden Answer: garden","Where is Sandra? "
"bathroom","garden Answer: garden","Where is Sandra? "
"bedroom","Mary is in the garden Answer: Mary is in the garden Answer: Mary is in the","Where is Mary? "
"kitchen","garden Answer: garden Question: Where is Mary? garden Answer: garden Question:","Where is Sandra? "
"office","Mary is in the garden. Question: What is the name of the man who is in the garden","Where is Mary? "
"bedroom","garden","Where is Mary? "
"office","garden Answer: Mary journeyed to the garden. ""No, we must not be seen together","Where is Daniel? "
"office","bathroom Question: Who is Mary? Mary Question: Who is Mary? Mary Mary Mary Mary","Where is Sandra? "
"bathroom","In the office Answer: Where is Sandra? In the office Answer: Where is Sandra?","Where is Sandra? "
"bedroom","bathroom","Where is Sandra? "
"office","He is in the cornfield. Question: Where is the battle? It is in the cornfield","Where is Daniel? "
"bedroom","garden Answer: garden","Where is Sandra? "
"hallway","office Question: Where is Elsie? office Question: Where is Jex Blake? office","Where is Daniel? "
"bedroom","garden Question: Where is Mary? garden","Where is Sandra? "
"office","garden Answer: garden","Where is John? "
"garden","garden Question: Where is Mary? garden","Where is John? "
"kitchen","The first hotel fire of any importance was that of the Daniels house, located on Eagle street near Seven","Where is Daniel? "
"hallway","Mary traveled to the hallway. Answer: Mary traveled to the hallway. Question: Who shouted, ""","Where is Mary? "
"hallway","Where is Sandra? Answer: In the garden Answer: In the garden Answer: In the","Where is Sandra? "
"hallway","In an article on Paine in the Atlantic Monthly (1856) it was stated that this bust","Where is John? "
"bedroom","In the garden Answer: In the garden Answer: In the garden Answer: In the","Where is Mary? "
"bedroom","office","Where is Sandra? "
"bedroom","the garden Answer: the garden Question: Where is Mary? the garden Answer: the","Where is Daniel? "
"kitchen","A BOWLER--A complete manual of bowling. Containing full    instructions for playing all","Where is Sandra? "
"bedroom","garden Question: Who is Daniel talking to? Mary","Where is Daniel? "
"garden","garden","Where is John? "
"bathroom","garden Question: What is the name of the spider? E Question: What is the name","Where is Sandra? "
"garden","garden Question: Where is Mary? garden","Where is Sandra? "
"office","Answer: The answer is: The answer is: The answer is: The answer is: The answer","Where is Daniel? "
"bedroom","Mary is in the kitchen. Question: Where is John? John is in the garden. Question:","Where is Mary? "
"garden","Garden Answer: Garden Question: Where is Sandra? Garden 2 Question: Where is","Where is Sandra? "
"bathroom","bathroom Question: Who is An? office","Where is Sandra? "
"office","I covered my face with my arm, and ran for life to the house, but I must have","Where is John? "
"kitchen","garden Answer: garden","Where is Daniel? "
"bedroom","I declare your little mouse is in the kitchen. Question: What is the name of the chapter?","Where is John? "
"office","garden Answer: garden Answer: garden Answer: garden Answer: garden Answer:","Where is Daniel? "
"bathroom","In the garden Question: What is the name of the old man? Old man Question:","Where is Sandra? "
"office","garden","Where is John? "
"hallway","garden Answer: garden","Where is Mary? "
"office","Where is John? Answer: John is in the office. Answer: John is in the office.","Where is John? "
"office","bedroom","Where is Sandra? "
"bathroom","John is in the garden Question: Where is Mary? Mary is in the garden Question:","Where is John? "
"hallway","John went to the hallway. Colors in Egypt, as in Mayab, seem to have had the","Where is John? "
"hallway","garden. |   garden. |   garden. |   garden. |   garden. |","Where is Daniel? "
"hallway","In the garden Question: Where is Mary? In the garden Question: Where is Mary?","Where is Daniel? "
"bathroom","In the bathroom Question: Where is Mary? In the bathroom","Where is Daniel? "
"bathroom","In the garden Question: What is the garden? Garden of Gethsemane Question","Where is John? "
"bathroom","garden Question: Who is Mary? Mary Question: Who is Mary? Mary Question:","Where is Daniel? "
"garden","garden Answer: garden Answer: garden","Where is John? "
"bedroom","bedroom","Where is John? "
"office","I’m not sure if I’m going to be able to make it to the end of the day","Where is Mary? "
