"target","output","question"
"milk","The 1st, 2nd, 3rd, 4th, 5th","What did Mary give to Fred? "
"apple","Bill gave Fred the blue shirt.  Answer: Bill gave Fred the blue shirt.  Question: What did","What did Fred give to Bill? "
"Jeff","Mary gave the football to Mary  Answer: Mary gave the football to Mary  Question: Who was","Who did Mary give the football to? "
"apple","The answer is: ""Fred handed the apple to Mary.""  Answer: ""Fred handed the apple to","What did Fred give to Mary? "
"Bill","Mary gave the football to Mary.  Answer: Mary gave the football to Mary.  Question: Who did","Who did Mary give the football to? "
"milk","the apple  Context: ""I am not contented, and saying that I am will not make","What did Bill give to Mary? "
"Mary","Mary.  Answer: Mary gave the apple to Bill.  Question: Who gave the apple to Mary?","Who gave the apple to Bill? "
"Mary","The ostlers gave the milk.  Answer: The ostlers gave the milk. Question: Who saw","Who gave the milk? "
"apple","Fred gave Bill 1. Fred gave Bill 1. Fred gave Bill 1. Fred gave","What did Fred give to Bill? "
"milk","The realisation is, however, in all cases, dangerous except under most skilful management,","What did Mary give to Fred? "
"Mary","The apple was given by the man. Question: Who gave the apple? The apple was given by","Who gave the apple? "
"Fred","The young man  Answer: The young man received the milk </context>  Context: ""The","Who received the milk? "
"apple","Fred gave Bill 0x.  Question: What did Fred give to Bill? Fred gave Bill","What did Fred give to Bill? "
"Jeff","Answer: The American football team gave the football.  Question: Who is the greatest footballer of","Who gave the football? "
"Jeff","Bill gave the milk to Bill.  Answer: Bill gave the milk to Bill.  Question: Who did","Who did Bill give the milk to? "
"Jeff","Mary  Answer: Mary received the apple from Bill  Question: Who did Mary give the apple to","Who did Bill give the apple to? "
"apple","The Frog's </context>  Answer: Fred gave the Frog the Frog's </context>","What did Mary give to Fred? "
"Bill","1.  1.  1.  1.  1.","Who did Jeff give the football to? "
"Bill","Fred gave the milk to Mary. Mary gave the milk to Fred. Mary gave the milk to Fred","Who did Fred give the milk to? "
"football","The writer, who is the same as the writer, who is the same as the writer","What did Mary give to Fred? "
"milk","Mary gave Fred 1.5. Fred gave Mary 1.5. Mary gave Fred","What did Mary give to Fred? "
"Fred","The first story, it was found to be called, ""God's Pensioners;"" and comm","Who gave the apple? "
"Fred","Mary Answer: Mary received the apple from Bill Question: Who did Mary give the cat to","Who did Bill give the apple to? "
"Mary","Mary  Answer: Mary was given the milk by Bill Question: Who was the last person Bill","Who did Bill give the milk to? "
"Fred","Mary gave the football to Mary.  Answer: Mary gave the football to Mary.  Question: Who gave","Who gave the football? "
