"target","output","question"
"Jeff","What did he say about it?  Answer: He gave it to","Who did Fred give the football to? "
"Fred","A) Jeff B) Fred C) Smith D) Mary  Question: Who received the milk?","Who received the milk? "
"Jeff","[OOM]","Who gave the milk to Fred? "
"milk","[OOM]","What did Mary give to Bill? "
"Mary","[OOM]","Who received the football? "
"Fred","(line 1, page 7)  Answer","Who gave the milk to Jeff? "
"milk","[OOM]","What did Jeff give to Bill? "
"Fred","Answer: Fred. Question: Who gave the apple? Answer","Who received the apple? "
"Fred","Fred, Jeff, or Bill? Mary, Fred, or Jeff","Who gave the apple to Mary? "
"Jeff","Who was Fred? Who was Jeff? Who was","Who gave the milk? "
"milk","[OOM]","What did Fred give to Mary? "
"Fred","Fred or Mary? Fred","Who gave the apple to Bill? "
"Mary","[OOM]","Who received the football? "
"apple","[OOM]","What did Fred give to Bill? "
"Bill","[OOM]","Who gave the football to Fred? "
"Fred","Fred gave the football to Jeff.  Question: Who was the man who","Who gave the football to Jeff? "
"milk","What did Jeff do? What did Yuba Bill do? What","What did Mary give to Fred? "
"Bill","A. The girl B. The boy C. The teacher","Who did Fred give the apple to? "
"Fred","[OOM]","Who gave the milk? "
"Bill","Answer: Bill.","Who gave the apple? "
"Mary","[OOM]","Who did Jeff give the apple to? "
"Mary","A","Who gave the milk? "
"milk","What did Bill give to Jeff? What did Jeff give to","What did Fred give to Bill? "
"Bill","answer: Bill  Question: Who gave the football to Jeff?","Who gave the football to Jeff? "
"Mary","A","Who gave the milk to Jeff? "
