"target","output","question"
"Jeff","(1)     Who did Fred give the milk to? (1)     Who did Fred give","Who did Fred give the milk to? "
"apple","(1 point) What did Jeff give to Mary? (1 point) What did Jeff give to","What did Mary give to Jeff? "
"Jeff","Who was the first to receive the football? Who was the first to receive the football? Who was","Who received the football? "
"milk","(1, 2, 3, 4, 5, 6, 7","What did Mary give to Bill? "
"Jeff","(1 Cor. 15:1-7) (2) Who is the Father? (","Who received the apple? "
"Mary","Who gave the bread? Who gave the fish? Who gave the corn? Who gave the wine?","Who gave the milk? "
"Mary","Who made the apple? Who made the the wind? Who made the thunder? Who made the","Who gave the football? "
"milk","What did Mary give to Elizabeth?  A Duel in the Wilderness  _By the same Author_   A","What did Mary give to Jeff? "
"apple","What did Mary give to Elizabeth? What did Mary give to Elizabeth? What did Mary give to the","What did Fred give to Mary? "
"Fred","""I don't know, but I'll try."" ""I don't know, but I'll","Who gave the football to Mary? "
"Fred","(the first of which is Stephen), who was put to death at Washington, in 161","Who received the apple? "
"Fred","Who was it that received the apple? Who was it that received the apple? Who was it that","Who received the apple? "
"apple","What did Mary give to Elizabeth? What did Mary give to the Saviour? What did Mary give","What did Mary give to Fred? "
"Mary","Who received the wine? Who received the bread? Who received the fish? Who received the sheep","Who received the milk? "
"Mary","(a) Mary (b) George (c) Fred (d) Jeff (e) B","Who gave the football to Fred? "
"Bill","Answer: The one who knew the way. Question: Who received the milk? Answer: The one","Who received the milk? "
"Jeff","Who gave the apple to Bill? Who gave the apple to Bill? Who gave the apple to Bill","Who gave the apple to Bill? "
"Bill","Who was it that sent the wagons to the front? Who was it that sent the","Who gave the milk to Fred? "
"Jeff","(1 point) Who received the milk? (1 point) Who received the milk? (1","Who received the milk? "
"Fred","(See 2:4) Mary gave the football to Fred. She found Billy standing in the","Who received the football? "
"Mary","Answer: The first year. Who received the milk? Answer: The first year. Who received the","Who received the milk? "
"Mary","1. Who received the football? 2. Who received the football? 3. Who","Who received the football? "
"Jeff","(a) Who was the first to give the apple? (b) Who was the first to","Who gave the apple? "
"milk","(1 point) What did Mary give to Bill? (1 point) What did Mary give to","What did Mary give to Bill? "
"Bill","Who was it that the children were to be warned? Who was it that the children were","Who received the milk? "
