"target","output","question"
"Jeff","Answer: Fred gave the football to the     football team. Question: Who did Fred give the","Who did Fred give the football to? "
"Bill","Answer: Mary gave the milk to the cows. Question: Who did Mary give the milk","Who did Mary give the milk to? "
"Jeff","Answer: Jeff. Question: Who did Jeff give the milk to? Answer: Betsy Todd.","Who did Fred give the milk to? "
"milk","Answer: A piece of bread and butter. Question: What did Fred give to Mary? Answer:","What did Mary give to Fred? "
"Fred","Answer: The milk was received by the herdsman, who, having received it, poured","Who received the milk? "
"apple","Answer: A pair of socks. Question: What did Jeff give to Mary? Answer: A pair","What did Mary give to Jeff? "
"apple","Answer: A pair of socks. Question: What did Jeff give to Mary? Answer: A pair","What did Mary give to Jeff? "
"apple","Answer: A pair of new shoes. Question: What did Bill give to Fred? Answer: A","What did Fred give to Bill? "
"Jeff","Answer: Fred gave the milk to Fred. Question: Who gave the milk to Fred? Answer:","Who gave the milk to Fred? "
"Fred","Answer: The apple was given to Mary by the gardener. Question: Who gave the apple","Who gave the apple to Mary? "
"Jeff","Answer: The boys. Question: Who received the football? Answer: The boys. Question: Who","Who received the football? "
"Jeff","Answer: Mary gave the football to the darkey. Question: Who did Mary give the football to","Who did Mary give the football to? "
"milk","Answer: Nothing. Question: What      did Bill give to Mary? Answer: Nothing. Question","What did Mary give to Bill? "
"Bill","Answer: The cow. Question: Who did Mary give the milk to? Answer: The cow","Who did Mary give the milk to? "
"milk","Answer: Milk. Question: What did Bill give to Mary? Answer: Milk. Question: What","What did Mary give to Bill? "
"apple","Answer: A apple. Question: What did Mary give to Fred? Answer: A apple. Question","What did Fred give to Mary? "
"Mary","Answer: Mary. Question: Who received the football? Answer: Mary. Question: Who received","Who received the football? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question: What","What did Fred give to Bill? "
"Jeff","Answer: The cook.  </question>  </answer>  </question>  </answer>  </question>","Who received the apple? "
"Bill","Answer: Horace Boyce.  Question: Who did Mary give the football to? Answer: Hor","Who did Mary give the football to? "
"Fred","Answer: Jeff gave the milk to Jeff. Question: Who gave the milk to Jeff? Answer:","Who gave the milk to Jeff? "
"Mary","Answer: The cat. Question: Who received the milk? Answer: The cat. Question: Who","Who received the milk? "
"Mary","Answer: The milkman. Question: Who gave the milk? Answer: The milkman. Question","Who gave the milk? "
"milk","Answer: A pair of stockings. Question: What did Mary give to Bill? Answer: A pair","What did Bill give to Mary? "
"milk","Answer: A. A. Milne's ""The House at Pooh Corner"". B. A","What did Jeff give to Bill? "
"football","Answer: Nothing. Question: What did Fred give to Jeff? Answer: Nothing. Question: What","What did Jeff give to Fred? "
"Mary","Answer: Benny. Question: Who gave the baseball? Answer: Benny. Question: Who","Who gave the football? "
"Mary","Answer: Bill gave the apple to himself. Question: Who gave the apple to Bill?","Who gave the apple to Bill? "
"Fred","Answer: The corporal of the picket post. Question: Who received the letter? Answer:","Who received the apple? "
"Mary","Answer: The Brownies. Question: Who gave the milk to Bill? Answer: The Brownies","Who gave the milk to Bill? "
"milk","Answer: Nothing. Question: What did Jeff give to Mary? Answer: Nothing. Question: What","What did Mary give to Jeff? "
"Mary","Answer: Jeff. Question: Who found the pocketbook? Answer: Harry. Question: Who lost","Who gave the milk? "
