"target","output","question"
"bathroom","Answer: In the barn. Question: Why? Answer: Because she is in the barn.","Where is Mary? "
"bedroom","Answer: She is in the kitchen. Question: Where is Sandra? Answer: She is in the","Where is Sandra? "
"kitchen","Answer: She is in the kitchen. Question: Where is Mary? Answer: She is in","Where is Mary? "
"bathroom","Answer: In the library. Question: What is she doing? Answer: Reading. Question: What","Where is Mary? "
"kitchen","Answer: In the arms of Henry Leavenworth. </context>  </context>  </context>","Where is Sandra? "
"hallway","Answer: She is in the woods. Question: Where is Sandra? Answer: She is in the","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question:","Where is Mary? "
"office","Answer: In the proportion of members. XII./--_The Proportion of Members in the human","Where is Sandra? "
"office","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question","Where is Mary? "
"kitchen","Answer: In the library. Question: Where is Sandra? Answer: In the library.","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: Where is Mary’s husband? Answer: In the kitchen","Where is Mary? "
"office","Answer: He is in the brig. Question: Where is the brig? Answer: She is in","Where is Daniel? "
"office","Answer: Inglis. Question: Where is  Daniel? Answer: Inglis. Question","Where is Daniel? "
"office","Answer: In the middle of the road. Question: Where is John? Answer: In the middle","Where is John? "
"hallway","Answer: In the Duomo, at Verona. Question: Where is Sandra? Answer: In","Where is Sandra? "
"bedroom","Answer: In the grave. Question: Where is the grave? Answer: In the churchyard.","Where is Daniel? "
"bathroom","Answer: In the bending of members, and of the flesh round the bending joint. _London","Where is Sandra? "
"garden","Answer: In the middle of the road. Question: Where is Sandra? Answer: In the middle","Where is Sandra? "
"bedroom","Answer: In the kitchen. Question: Where is John? Answer: In the kitchen. Question","Where is John? "
"hallway","Answer: She is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is Mary? "
"hallway","Answer: In the kitchen. Question: Where is John? Answer: In the kitchen. Question","Where is John? "
"bathroom","Answer: In the library. Question: What is he doing? Answer: Reading. Question: What","Where is John? "
"office","Answer: In the kitchen. Question: Where is Mary? Answer: In the kitchen. Question:","Where is Mary? "
"hallway","Answer: In the arms of the law. Question: Where is John? Answer: In the","Where is John? "
"garden","Answer: In the High Street. Question: Where is the High Street? Answer: In the","Where is Sandra? "
