"target","output","question"
"Bill","Answer: Bill  Question: What is the name of the club mentioned in the text? Answer:","Who did Mary give the milk to? "
"apple","Answer: The apple  Okay, let me try to figure out what the answer is here. The","What did Mary give to Jeff? "
"Fred","Answer: Fred Okay, let's tackle this question. The user is asking, ""Who","Who gave the apple to Mary? "
"Bill","Choices: A. Her mother B. Her father C. Her uncle D.","Who did Mary give the milk to? "
"apple","Choices:  A. An apple B. A banana C. A pear D","What did Fred give to Bill? "
"Mary","Answer: Mary  Okay, let's try to figure out who received the milk based on the","Who received the milk? "
"football","Answer: Jeff gave the football to Fred. Okay, so I need to figure out what Jeff","What did Jeff give to Fred? "
"Mary","Answer: Mary Mundy Okay, let's see. The user is asking who gave the","Who gave the milk to Bill? "
"football","Choices: A. An apple B. A football C. A newspaper D.","What did Bill give to Mary? "
"Bill","Answer: Bill Question: What was the name of the person who had a guitar?","Who did Mary give the apple to? "
"Mary","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who gave the football? "
"apple","Choices: A. The apple B. The office C. The bedroom D.","What did Fred give to Bill? "
"apple","Choices: A. A letter B. A football C. An apple D.","What did Bill give to Mary? "
"milk","Choices: A. The apple B. The milk C. The garden D.","What did Jeff give to Fred? "
"Mary","Answer:  Mary Okay, let's try to figure out who received the football based on the","Who received the football? "
"Jeff","Answer: Jeff <context> Jeff moved to the garden. I think we have enough before us","Who gave the apple to Fred? "
"Jeff","Answer: Jeff  Okay, let's see. The user provided a context with some text and","Who received the apple? "
"Jeff","Answer: Jeff Answer: Jeff  The answer is Jeff. The context states, ""Jeff passed","Who gave the apple? "
"apple","What did Bill do with it?  Okay, let's see. The user is asking about what Mary","What did Mary give to Bill? "
"Jeff","Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff","Who gave the apple? "
"football","Answer: The football. Okay, so I need to figure out what Jeff gave to Mary based","What did Jeff give to Mary? "
"Bill","Answer: Bill  Question: What is the average pace of the caterpillars in centimetres","Who gave the milk to Mary? "
"Fred","Answer: Fred  The answer is derived from the context where it states ""Bill gave the milk to","Who did Bill give the milk to? "
"Bill","Answer: Bill Question: What was the name of the person who was in the sitting-room","Who did Jeff give the apple to? "
"Fred","Answer:  Fred  Okay, let's see. The question is asking who gave the milk.","Who gave the milk? "
