"target","output","question"
"bathroom","Where did she go? Where should she go? Where should she go? Where should she go?","Where is Mary? "
"bedroom","Lester. It was Lester. It was Lester. It was Lester. It was Lester. It was","Where is Sandra? "
"kitchen","When did Mary?  When did Mary?  When did Mary?  When did Mary?","Where is Mary? "
"bathroom","Where is Zoie? Where is Alfred? Where is Aggie? Where is the baby?","Where is Mary? "
"kitchen","of Gardening says, ""Kent, however, did not itself, it would seem,","Where is Sandra? "
"hallway","Where did she travel to? What did she do there? What did she do there? What did","Where is Sandra? "
"bedroom","Then Seemly, then Seemly, then Seemly, then Seemly","Where is Mary? "
"office","4 and 5) is made with two solenoids. S </context>  Question","Where is Sandra? "
"office","Mary was walking to the market. She walked to the market. She walked to the","Where is Mary? "
"kitchen","Did she go to the kitchen. According to Hallock, the ""s' abode is generally","Where is Sandra? "
"bedroom","Mary was the Mary was the Mary was the Mary was the Mary was the Mary","Where is Mary? "
"office","Where is Daniel? Where is Daniel? Where is Daniel? Where is Daniel? Where is Daniel?","Where is Daniel? "
"office","Daniel was the second King of     the Jews, who, being King of     the Jews","Where is Daniel? "
"office","Where did he go?  What did he do?  What did he say?  What","Where is John? "
"hallway","Daniel went to the hallway. Did you happen to hev noticed him going into that: place,","Where is Sandra? "
"bedroom","Did he dine with you yesterday? Did he dine with you yesterday? Did he dine with you yesterday","Where is Daniel? "
"bathroom","Did she leave? Did she leave? Did she leave? Did she leave? Did she leave?","Where is Sandra? "
"garden","Where did she go? How did she go? How did she? How did she? How","Where is Sandra? "
"bedroom","Where does he live? What does he do? What does he do? What does he do?","Where is John? "
"hallway","Where did she go? What did she do? What did she say? What did she think,","Where is Mary? "
"hallway","It was John went to the hallway. This put the King and Court into great constern","Where is John? "
"bathroom","John was walking to the town.  The children were walking to the town.  The children","Where is John? "
"office","Where did she go? Who did she marry? Who did she marry? Who did she marry?","Where is Mary? "
"hallway","Where is Jane? Where is the train? Where is the train? Where is the train? Where","Where is John? "
"garden","Where is the king? Where is the king? Where is the king? Where is the king?","Where is Sandra? "
