"target","output","question"
"Jeff","Answer: Fred gave the football to the football. Question: Who did Fred give the football","Who did Fred give the football to? "
"Fred","Answer: The friars. Question: Who received the bread? Answer: The glover and","Who received the milk? "
"Jeff","Answer: Fred gave the milk to Fred. Question: Who gave the milk to Fred? Answer","Who gave the milk to Fred? "
"milk","Answer: A pair of boots. Question: What did Bill give to Mary? Answer: A pair","What did Mary give to Bill? "
"Mary","Answer: The football received the football.  Question: Who received the football? Answer: The football","Who received the football? "
"Fred","Answer: The cow. Question: Who gave the milk to Jeff? Answer: The cow.","Who gave the milk to Jeff? "
"milk","Answer: Nothing. Question: What did Bill give to Jeff? Answer: Nothing. Question:","What did Jeff give to Bill? "
"Fred","Answer: The corporal. Question: Who received the egg? Answer: The corporal.","Who received the apple? "
"Fred","Answer: The devil.  Question: Who gave the apple to Mary? Answer: The devil.  Question","Who gave the apple to Mary? "
"Jeff","Answer: Jeff. Question: Who wrote the dedication? Answer: Jeff. Question: Who","Who gave the milk? "
"milk","Answer: Nothing.  Question: What did Mary give to Fred? Answer: Nothing.  Question: What","What did Fred give to Mary? "
"Fred","Answer: The apple was given to Bill by the General. Question: Who gave the apple to","Who gave the apple to Bill? "
"Mary","Answer: The football received the architect.  Question: Who received the football? Answer: The","Who received the football? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question:","What did Fred give to Bill? "
"Bill","Answer: Fred gave the football to Fred. Question: Who gave the football to Fred? Answer:","Who gave the football to Fred? "
"Fred","Answer: Jeff. Question: Who gave the football to Jeff? Answer: Jeff. Question: Who","Who gave the football to Jeff? "
"milk","Answer: A. D. Gibson's illustrations.","What did Mary give to Fred? "
"Bill","Answer: To Christian. Question: Who did Fred give the apple to? Answer: To Christian.","Who did Fred give the apple to? "
"Fred","Answer: The cow. Question: Who gave the eggs? Answer: The hen. Question: Who","Who gave the milk? "
"Bill","Answer: The apple was given by the Lord. Question: Who gave the pear? Answer:","Who gave the apple? "
"Mary","Answer: The little girl. Question: Who did Jeff give the apple to? Answer: The little","Who did Jeff give the apple to? "
"Mary","Answer: The milkman.  Question: Who gave the eggs? Answer: The hen.  Question:","Who gave the milk? "
"milk","Answer: A dollar. Question: What did Bill give to Fred? Answer: A dollar.","What did Fred give to Bill? "
"Bill","Answer: Mr. Pickering. Question: Who gave the ball to Jeff? Answer:","Who gave the football to Jeff? "
"Mary","Answer: The cow. Question: Who gave the milk to Jeff? Answer: The cow","Who gave the milk to Jeff? "
