"target","output","question"
"Jeff","Answer: Jeff","Who did Fred give the milk to? "
"Jeff","Answer: Jeff","Who received the football? "
"Jeff","Answer: Jeff","Who received the apple? "
"Mary","Answer: Jeff","Who gave the football? "
"apple","Answer: football","What did Fred give to Mary? "
"Fred","Answer: Fred","Who received the apple? "
"apple","Answer: apple","What did Mary give to Fred? "
"Mary","Answer: Mary","Who gave the football to Fred? "
"Jeff","Answer: Fred","Who gave the apple to Bill? "
"Jeff","Answer: Jeff","Who received the milk? "
"Mary","Answer: Jeff","Who received the milk? "
"Jeff","Answer: Mary","Who gave the apple? "
"Bill","Answer: Jeff","Who received the milk? "
