"target","output","question"
"Jeff","Answer: Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff Answer","Who did Fred give the football to? "
"Bill","Answer: </context>  Answer: Answer: Bill Answer: Fred Answer: Mary","Who did Mary give the milk to? "
"Jeff","Answer:  Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff Answer","Who did Fred give the milk to? "
"milk","Answer: Answer:  Mary passed the milk to Fred.   Answer: milk Answer: milk","What did Mary give to Fred? "
"Fred","Answer: </context>  Answer: Fred </answer> Answer: Fred </answer>","Who received the milk? "
"apple","Answer: Answer:  apple Answer: apple  Okay, let's tackle this question. The","What did Mary give to Jeff? "
"apple","Answer: Answer:  apple Answer: apple  The context mentions that ""Mary gave the apple","What did Mary give to Jeff? "
"apple","Answer:  Answer: Fred gave the apple to Bill. Answer: apple Answer: apple","What did Fred give to Bill? "
"Jeff","Answer: </context>  Okay, let's try to figure out who gave the milk to Fred","Who gave the milk to Fred? "
"Fred","Answer: Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer","Who gave the apple to Mary? "
"Jeff","Answer:  Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who received the football? "
"Jeff","Answer: Answer:  Jeff Answer:  Jeff  Answer:  Jeff  Answer:  Jeff  Answer","Who did Mary give the football to? "
"milk","Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer","What did Mary give to Bill? "
"Bill","Answer: Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer","Who did Mary give the milk to? "
"milk","Answer: Answer:  milk </answer> Answer: milk </answer> Answer:","What did Mary give to Bill? "
"apple","Answer: </context>  Answer: apple Okay, let's try to figure out what Fred","What did Fred give to Mary? "
"Mary","Answer: </context>  </example>  Okay, let's tackle this question. The user wants","Who received the football? "
"apple","Answer: </context>  Answer:  apple </answer>  Okay, let's tackle this question","What did Fred give to Bill? "
"Jeff","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who received the apple? "
"Bill","Answer:  Answer: Bill </context>  Okay, let's try to figure out who Mary","Who did Mary give the football to? "
"Fred","Answer:  Answer: Fred </context>  Okay, let's tackle this question. The user","Who gave the milk to Jeff? "
"Mary","Answer: Answer:  Jeff Answer: Jeff  Jeff  Jeff  Jeff  Jeff  Jeff","Who received the milk? "
"Mary","Answer: Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff Answer","Who gave the milk? "
"milk","Answer: Answer:  milk Answer: milk  The context provided contains several statements about movements","What did Bill give to Mary? "
"milk","Answer: Answer:  Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer","What did Jeff give to Bill? "
"football","Answer: Answer: football Answer: football Answer: football Answer: football Answer","What did Jeff give to Fred? "
"Mary","Answer: Answer:  Jeff Answer: Jeff  Answer: Jeff  Answer: Jeff  Answer","Who gave the football? "
"Mary","Answer: Answer:  Mary </answer>  Okay, let's tackle this question. The user","Who gave the apple to Bill? "
"Fred","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who received the apple? "
"Mary","Answer:  Answer:  Bill Answer: Bill  Answer: Bill  Answer: Bill  Answer:","Who gave the milk to Bill? "
"milk","Answer: Answer:  milk Answer: milk  The context mentions that ""Mary journeyed","What did Mary give to Jeff? "
"Mary","Answer:  Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff Answer","Who gave the milk? "
"Fred","Answer: Answer:  Fred  The context provided contains several actions involving the transfer of items, specifically","Who gave the apple to Mary? "
"football","Answer:  Answer: football Answer: apple Answer: football Answer: apple Answer","What did Bill give to Mary? "
